case,profile,rep,scale,f_phi_hz,stream_hz,samples,exit_code,compute_median_ns,compute_p99_ns,compute_max_ns,compute_sum_ns,wake_p999_ns,e2e_p50_ns,e2e_p99_ns,e2e_p999_ns,e2e_max_ns,vmhwm_kb,cpu_ticks,compile_ns,probe_ns,r1,r2,nodes_public,nodes_substrates,tokens_from,tokens_fields,capacity_streams,capacity_sum,capacity_max,mat_bytes,mat_mem_bytes,artifacts_sha256,artifact_count,wall_ms
W7_Q32,OFF,8,6,90,90,684,0,3025420,3421168,3542372,1619220497,35151,3105232,3552424,3656691,3685406,20380,190,1733862,3314,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6226
W7_Q32,OFF,6,6,90,90,684,0,3091152,3548706,3622447,1660484471,30441,3175421,3687419,3752698,3783720,20372,195,877735,3334,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6094
W7_Q32,STRUCT_R1,8,6,90,90,684,0,3040552,3443893,3627133,1633306462,31280,3133232,3597775,3712936,3753697,20380,193,1977047,3056,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6218
W7_Q32,ALGSTRUCT,7,6,90,90,684,0,3065728,3483098,3725688,1648242528,37616,3165374,3625781,3756007,3803818,20380,194,2000752,3073,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6224
W7_Q32,OFF,3,6,90,90,684,0,3240145,4083429,4372391,1744112029,80280,3331774,4233900,4555983,4573107,20364,206,907624,4853,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6117
W7_Q32,STRUCT_R1,13,6,90,90,684,0,3039952,3434673,3569339,1632943748,37649,3136107,3586584,3711079,3724033,20372,193,1129772,3002,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6105
W7_Q32,OFF,1,6,90,90,684,0,3035017,3445914,3642765,1639053756,39037,3126842,3601043,3696697,3719747,20372,193,874738,3703,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6098
W7_Q32,ALGSTRUCT,5,6,90,90,684,0,3070378,3489192,3699468,1649348680,44116,3160827,3648541,3763806,3784795,20364,195,1146738,2980,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6095
W7_Q32,ALGSTRUCT,4,6,90,90,684,0,3064465,3472996,3613807,1646319456,35430,3157709,3616197,3731288,3753202,20364,193,1141755,3259,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6097
W7_Q32,STRUCT,15,6,90,90,684,0,3039934,3424666,3500611,1629925322,36131,3127812,3568575,3632417,3643711,20380,192,1995245,3092,0,0,36,0,100,34,6,15,4,70492,0,a93fb76d2b90a2730a63c2a4ef6fe0fa929e190327e5237bbd5b0b0128cc3d17,138,6211
