W8_Q08	ALGSTRUCT	2	mon_000
W8_Q01	STRUCT_R1	11	mon_000
W8_Q08	ALGSTRUCT	3	mon_000
W8_Q01	OFF	15	mon_000
W8_Q01	STRUCT	9	mon_000
W8_Q08	STRUCT_R1	12	mon_000
W8_Q01	ALGSTRUCT	13	mon_000
W8_Q01	ALGSTRUCT	14	mon_000
W8_Q01	ALGSTRUCT	11	mon_000
W8_Q08	STRUCT_R1	15	mon_000
W8_Q01	STRUCT	5	mon_000
W8_Q08	STRUCT	8	mon_000
W8_Q01	STRUCT_R1	8	mon_000
W8_Q01	STRUCT_R1	14	mon_000
W8_Q08	OFF	4	mon_000
W8_Q08	OFF	14	mon_000
W8_Q08	ALGSTRUCT	4	mon_000
W8_Q08	STRUCT	14	mon_000
W8_Q01	STRUCT	11	mon_000
W8_Q08	STRUCT	4	mon_000
W8_Q08	STRUCT_R1	8	mon_000
W8_Q01	ALGSTRUCT	9	mon_000
W8_Q08	ALGSTRUCT	8	mon_000
W8_Q01	STRUCT	4	mon_000
W8_Q08	OFF	15	mon_000
W8_Q01	STRUCT_R1	4	mon_000
W8_Q01	ALGSTRUCT	5	mon_000
W8_Q01	OFF	5	mon_000
W8_Q01	ALGSTRUCT	2	mon_000
W8_Q01	OFF	10	mon_000
W8_Q08	ALGSTRUCT	5	mon_000
W8_Q08	STRUCT_R1	2	mon_000
W8_Q01	STRUCT_R1	5	mon_000
W8_Q08	OFF	13	mon_000
W8_Q01	STRUCT	7	mon_000
W8_Q01	STRUCT	13	mon_000
W8_Q01	ALGSTRUCT	12	mon_000
W8_Q01	OFF	8	mon_000
W8_Q08	STRUCT_R1	6	mon_000
W8_Q01	OFF	14	mon_000
W8_Q08	STRUCT_R1	3	mon_000
W8_Q08	ALGSTRUCT	9	mon_000
W8_Q08	STRUCT_R1	4	mon_000
W8_Q01	OFF	1	mon_000
W8_Q01	STRUCT_R1	15	mon_000
W8_Q08	OFF	3	mon_000
W8_Q01	OFF	4	mon_000
W8_Q01	ALGSTRUCT	7	mon_000
W8_Q08	STRUCT_R1	13	mon_000
W8_Q08	STRUCT_R1	11	mon_000
W8_Q01	STRUCT_R1	10	mon_000
W8_Q01	OFF	13	mon_000
W8_Q01	STRUCT	10	mon_000
W8_Q08	STRUCT_R1	1	mon_000
W8_Q01	ALGSTRUCT	10	mon_000
W8_Q01	STRUCT_R1	13	mon_000
W8_Q08	STRUCT_R1	9	mon_000
W8_Q01	STRUCT	14	mon_000
W8_Q08	ALGSTRUCT	10	mon_000
W8_Q08	STRUCT	1	mon_000
W8_Q08	STRUCT_R1	7	mon_000
W8_Q08	STRUCT	7	mon_000
W8_Q01	STRUCT_R1	6	mon_000
W8_Q08	STRUCT	5	mon_000
W8_Q08	STRUCT_R1	5	mon_000
W8_Q08	OFF	12	mon_000
W8_Q08	STRUCT	3	mon_000
W8_Q08	ALGSTRUCT	15	mon_000
W8_Q08	OFF	5	mon_000
W8_Q08	OFF	1	mon_000
W8_Q08	OFF	6	mon_000
W8_Q01	OFF	7	mon_000
W8_Q08	OFF	10	mon_000
W8_Q08	ALGSTRUCT	11	mon_000
W8_Q01	ALGSTRUCT	6	mon_000
W8_Q01	OFF	3	mon_000
W8_Q01	OFF	12	mon_000
W8_Q01	ALGSTRUCT	1	mon_000
W8_Q01	STRUCT_R1	7	mon_000
W8_Q01	OFF	11	mon_000
W8_Q01	OFF	6	mon_000
W8_Q08	ALGSTRUCT	13	mon_000
W8_Q08	STRUCT	2	mon_000
W8_Q08	STRUCT	6	mon_000
W8_Q08	ALGSTRUCT	6	mon_000
W8_Q01	OFF	2	mon_000
W8_Q08	STRUCT	13	mon_000
W8_Q08	OFF	7	mon_000
W8_Q08	ALGSTRUCT	12	mon_000
W8_Q01	STRUCT	2	mon_000
W8_Q08	STRUCT	12	mon_000
W8_Q01	STRUCT	8	mon_000
W8_Q08	STRUCT	10	mon_000
W8_Q08	OFF	9	mon_000
W8_Q08	OFF	11	mon_000
W8_Q01	STRUCT	6	mon_000
W8_Q01	STRUCT_R1	3	mon_000
W8_Q08	STRUCT_R1	14	mon_000
W8_Q08	STRUCT	11	mon_000
W8_Q08	ALGSTRUCT	7	mon_000
W8_Q08	OFF	8	mon_000
W8_Q01	STRUCT_R1	12	mon_000
W8_Q01	STRUCT	1	mon_000
W8_Q08	STRUCT	15	mon_000
W8_Q08	OFF	2	mon_000
W8_Q01	ALGSTRUCT	15	mon_000
W8_Q01	ALGSTRUCT	3	mon_000
W8_Q08	STRUCT_R1	10	mon_000
W8_Q01	STRUCT	3	mon_000
W8_Q01	STRUCT_R1	2	mon_000
W8_Q01	STRUCT	12	mon_000
W8_Q08	ALGSTRUCT	14	mon_000
W8_Q01	STRUCT_R1	1	mon_000
W8_Q01	ALGSTRUCT	4	mon_000
W8_Q01	ALGSTRUCT	8	mon_000
W8_Q08	STRUCT	9	mon_000
W8_Q01	OFF	9	mon_000
W8_Q01	STRUCT_R1	9	mon_000
W8_Q08	ALGSTRUCT	1	mon_000
W8_Q01	STRUCT	15	mon_000
