ts_epoch,load1,mem_used_kb,temp_mC
1785519384,0.37,283196,33589
1785519385,0.37,308292,32128
1785519386,0.37,308508,33102
1785519387,0.37,307584,33589
1785519388,0.66,307732,34076
1785519389,0.66,307716,34076
1785519390,0.66,306636,35050
1785519391,0.66,305792,35537
1785519392,0.66,304672,35537
1785519393,0.85,311264,34563
1785519394,0.85,311240,33102
1785519395,0.85,318716,35050
1785519397,0.85,319180,35050
1785519398,0.85,318868,35537
1785519399,1.18,327168,35537
1785519400,1.18,326544,35537
1785519401,1.18,323976,34563
1785519402,1.18,320268,35050
1785519403,1.18,319312,34563
1785519404,1.17,326752,35050
1785519405,1.17,325992,35050
1785519406,1.17,323668,35050
1785519407,1.17,321916,35050
1785519408,1.17,321204,36511
1785519409,1.56,321396,36024
1785519410,1.56,315028,35537
1785519411,1.56,323024,34563
1785519412,1.56,321688,36024
1785519413,1.75,322828,35050
1785519414,1.75,322756,36024
1785519415,1.75,322364,34563
1785519416,1.75,321764,34563
1785519417,1.75,321952,35537
1785519418,1.93,313040,35050
1785519420,1.93,325364,34563
1785519421,1.93,325356,34076
1785519422,1.93,332828,35050
1785519423,1.93,333128,35537
1785519424,1.78,332288,35050
1785519425,1.78,341976,36511
1785519426,1.78,341564,35537
1785519427,1.78,341564,35537
1785519428,1.78,337716,36024
1785519429,1.71,336716,35537
1785519430,1.71,344800,35537
1785519431,1.71,343896,36024
1785519432,1.71,343692,36024
1785519433,1.66,341964,35537
1785519434,1.66,340424,36511
1785519435,1.66,340392,36511
1785519436,1.66,342188,36024
1785519437,1.66,342032,34076
1785519438,1.76,349184,35537
1785519439,1.76,347244,35050
1785519440,1.76,345948,36511
1785519441,1.76,345788,36024
1785519443,1.76,345172,35050
1785519444,1.78,344988,36024
1785519445,1.78,343996,35537
1785519446,1.78,343388,35050
1785519447,1.78,343336,34076
1785519448,1.78,344848,34563
1785519449,1.64,345352,36024
1785519450,1.64,345352,36024
1785519451,1.64,344724,36024
1785519452,1.64,344364,35537
1785519453,1.64,349344,35537
1785519454,1.75,348460,33589
1785519455,1.75,356700,35537
1785519456,1.75,356612,34563
1785519457,1.75,354756,35537
1785519458,1.85,354256,35050
1785519459,1.85,354024,35537
1785519460,1.85,353404,36024
1785519461,1.85,355144,36024
1785519462,1.85,354808,35537
1785519463,1.78,355060,35050
1785519464,1.78,358840,35050
1785519465,1.78,359092,35537
1785519467,1.78,359092,36024
1785519468,1.78,358728,35537
1785519469,2.04,359568,35537
1785519470,2.04,349240,36998
1785519471,2.04,358108,35050
1785519472,2.04,357112,35537
1785519473,2.04,361216,35050
1785519474,1.96,360476,36511
1785519475,1.96,359928,35537
1785519476,1.96,359156,36024
1785519477,1.96,368264,36998
1785519478,1.96,346164,36511
1785519479,1.88,368700,35050
1785519480,1.88,367580,36998
1785519481,1.88,373264,36024
1785519482,1.88,372096,36024
1785519483,2.13,371280,36024
1785519484,2.13,371200,36998
1785519485,2.13,368688,36511
1785519486,2.13,345584,36998
1785519487,2.13,365008,35537
1785519488,1.96,363756,36024
1785519490,1.96,371852,36511
1785519491,1.96,371800,35050
1785519492,1.96,371516,36024
