plan,stratum,hard_classes,depth,node,kind,delta,engine_tail,oracle_c1,oracle_c2,replica_tail,step_c1,step_c2,agree_c1,agree_c2,agree_step_c1,agree_step_c2,engine_origin,oracle_origin,replica_origin,step_origin,agree_origin,agree_step_origin,engine_silence,oracle_silence,agree_silence,local_a,local_b,h10b_eligible,divergence_a,divergence_b,predicted_form
431,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n1,SHIFT,1,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
431,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n2,SUB,7/3,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,2,1,0,0,1,0,0,-1,
431,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n3,PASS,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
431,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n4,HASH,1/2,3,1,2,3,1,1,0,0,1,0,4,4,4,4,1,1,7,5,0,0,1,0,1,0,
431,HC_INT,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n5,SUB,7/2,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,1,0,0,1,0,0,-1,
432,HC_SINGLE,HC_SINGLE,1,n0,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
433,HC_DEEP,HC_DEEP,5,n0,REDUCE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
433,HC_DEEP,HC_DEEP,5,n1,AGSE,3/4,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
433,HC_DEEP,HC_DEEP,5,n2,PASS,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
433,HC_DEEP,HC_DEEP,5,n3,NTHETA,6/5,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
433,HC_DEEP,HC_DEEP,5,n4,AGSE,6/5,0,0,1,0,0,0,1,0,1,0,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
434,PASS,HC_DEEP,5,n0,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
434,PASS,HC_DEEP,5,n1,PASS,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
434,PASS,HC_DEEP,5,n2,PASS,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
434,PASS,HC_DEEP,5,n3,PASS,3/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
434,PASS,HC_DEEP,5,n4,PASS,3/8,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
435,SHIFT,HC_SINGLE,2,n0,SHIFT,1/16,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
435,SHIFT,HC_SINGLE,2,n1,SHIFT,1/16,0,0,0,0,0,0,1,1,1,1,6,6,6,6,1,1,6,6,1,0,0,0,0,0,
436,HASH,HC_NONINT,2,n0,HASH,4/65,3,3,3,3,3,3,1,1,1,1,0,0,0,0,1,1,3,3,1,0,2,0,3,1,
436,HASH,HC_NONINT,2,n1,HASH,2/45,5,5,5,5,5,5,1,1,1,1,0,0,0,0,1,1,5,5,1,5,5,0,0,0,
437,ADD,,1,n0,ADD,1/16,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,0,2,0,2,0,
438,SUB,HC_DEEP,4,n0,SUB,15/8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
438,SUB,HC_DEEP,4,n1,SUB,75/16,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
438,SUB,HC_DEEP,4,n2,SUB,15/16,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
438,SUB,HC_DEEP,4,n3,SUB,225/32,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
439,THETA,HC_DEEP,5,n0,THETA,7/6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
439,THETA,HC_DEEP,5,n1,THETA,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
439,THETA,HC_DEEP,5,n2,THETA,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
439,THETA,HC_DEEP,5,n3,THETA,35/18,2,1,2,2,2,2,0,1,0,1,0,0,0,0,1,1,2,1,0,1,2,0,0,-1,
439,THETA,HC_DEEP,5,n4,THETA,16/5,2,1,2,2,1,2,0,1,1,1,0,0,0,0,1,1,2,1,0,0,1,0,1,0,
440,NTHETA,HC_DEEP,4,n0,NTHETA,4/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
440,NTHETA,HC_DEEP,4,n1,NTHETA,4/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
440,NTHETA,HC_DEEP,4,n2,NTHETA,7/4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
440,NTHETA,HC_DEEP,4,n3,NTHETA,1/2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
441,AGSE,,3,n0,AGSE,4/3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
441,AGSE,,3,n1,AGSE,3/100,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
441,AGSE,,3,n2,AGSE,8/9,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,4,4,1,0,1,0,1,0,
442,REDUCE,,2,n0,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
442,REDUCE,,2,n1,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
443,HC_NONINT,"HC_DEEP,HC_NONINT",4,n0,SUB,12/25,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
443,HC_NONINT,"HC_DEEP,HC_NONINT",4,n1,HASH,3/25,7,3,4,7,3,3,0,0,1,0,0,0,0,0,1,1,7,3,0,0,3,0,3,0,
443,HC_NONINT,"HC_DEEP,HC_NONINT",4,n2,AGSE,12/25,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,
443,HC_NONINT,"HC_DEEP,HC_NONINT",4,n3,PASS,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
444,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n0,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
444,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n1,SHIFT,1/3,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
444,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n2,PASS,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
444,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n3,HASH,5/23,2,2,4,2,2,3,1,0,1,0,0,0,0,0,1,1,2,2,1,0,1,0,2,1,
444,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n4,HASH,1/6,1,1,4,1,1,3,1,0,1,0,16,16,16,16,1,1,17,17,1,0,1,0,1,0,
445,HC_INT,"HC_DEEP,HC_INT",5,n0,SUB,1/5,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
445,HC_INT,"HC_DEEP,HC_INT",5,n1,HASH,1/10,3,1,4,3,1,3,0,0,1,0,0,0,0,0,1,1,3,1,0,0,1,0,1,0,
445,HC_INT,"HC_DEEP,HC_INT",5,n2,SHIFT,1/5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
445,HC_INT,"HC_DEEP,HC_INT",5,n3,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
445,HC_INT,"HC_DEEP,HC_INT",5,n4,AGSE,3/10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
446,HC_SINGLE,HC_SINGLE,1,n0,REDUCE,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
447,HC_DEEP,HC_DEEP,6,n0,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
447,HC_DEEP,HC_DEEP,6,n1,AGSE,5/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
447,HC_DEEP,HC_DEEP,6,n2,AGSE,5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
447,HC_DEEP,HC_DEEP,6,n3,ADD,1/10,6,6,6,6,6,6,1,1,1,1,0,0,0,0,1,1,6,6,1,0,6,0,6,0,
447,HC_DEEP,HC_DEEP,6,n4,NTHETA,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
447,HC_DEEP,HC_DEEP,6,n5,THETA,15/16,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
448,PASS,,2,n0,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
448,PASS,,2,n1,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
449,SHIFT,HC_SINGLE,2,n0,SHIFT,2/5,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
449,SHIFT,HC_SINGLE,2,n1,SHIFT,2/5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
450,HASH,HC_NONINT,2,n0,HASH,12/115,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,0,1,0,2,1,
450,HASH,HC_NONINT,2,n1,HASH,12/115,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,0,1,0,2,1,
451,ADD,,2,n0,ADD,1/100,12,12,12,12,12,12,1,1,1,1,0,0,0,0,1,1,12,12,1,0,12,0,12,0,
451,ADD,,2,n1,ADD,1/8,4,4,5,4,4,4,1,0,1,0,0,0,0,0,1,1,4,4,1,0,4,0,4,0,
452,SUB,,2,n0,SUB,28/75,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
452,SUB,,2,n1,SUB,8/3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
453,THETA,,2,n0,THETA,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
453,THETA,,2,n1,THETA,7/4,2,1,2,2,1,2,0,1,1,1,0,0,0,0,1,1,2,1,0,0,1,0,1,0,
454,NTHETA,HC_DEEP,4,n0,NTHETA,35/32,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
454,NTHETA,HC_DEEP,4,n1,NTHETA,4/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
454,NTHETA,HC_DEEP,4,n2,NTHETA,3/16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
454,NTHETA,HC_DEEP,4,n3,NTHETA,1/4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
455,AGSE,HC_DEEP,6,n0,AGSE,5/8,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
455,AGSE,HC_DEEP,6,n1,AGSE,5/6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
455,AGSE,HC_DEEP,6,n2,AGSE,5/12,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,3,1,0,1,0,1,0,
455,AGSE,HC_DEEP,6,n3,AGSE,5/12,1,1,2,1,1,1,1,0,1,0,3,3,3,3,1,1,4,4,1,1,1,0,0,0,
455,AGSE,HC_DEEP,6,n4,AGSE,5/6,0,0,1,0,0,0,1,0,1,0,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
455,AGSE,HC_DEEP,6,n5,AGSE,5/18,2,2,4,2,2,4,1,0,1,1,6,6,6,6,1,1,8,8,1,2,2,0,0,0,
456,REDUCE,"HC_DEEP,HC_SINGLE",6,n0,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
456,REDUCE,"HC_DEEP,HC_SINGLE",6,n1,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
456,REDUCE,"HC_DEEP,HC_SINGLE",6,n2,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
456,REDUCE,"HC_DEEP,HC_SINGLE",6,n3,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
456,REDUCE,"HC_DEEP,HC_SINGLE",6,n4,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
456,REDUCE,"HC_DEEP,HC_SINGLE",6,n5,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
457,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,SHIFT,1/3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
457,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,HASH,2/11,2,2,3,2,2,2,1,0,1,0,0,0,0,0,1,1,2,2,1,0,2,0,2,0,
457,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,SUB,7/9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
457,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,SHIFT,7/9,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
457,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,HASH,14/95,4,4,5,4,4,5,1,0,1,1,43,43,43,43,1,1,47,47,1,3,4,0,1,0,
457,HC_NONINT,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,PASS,7/9,0,0,1,0,0,0,1,0,1,0,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
458,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n0,SHIFT,1/5,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
458,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n1,HASH,1/10,1,1,2,1,1,1,1,0,1,0,10,10,10,10,1,1,11,11,1,0,1,0,1,0,
458,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n2,SHIFT,1/10,0,0,1,0,0,0,1,0,1,0,12,12,12,12,1,1,12,12,1,1,0,1,-1,0,1
459,HC_INT,"HC_INT,HC_SHIFT_UNDER_HASH",3,n0,SHIFT,4/25,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
459,HC_INT,"HC_INT,HC_SHIFT_UNDER_HASH",3,n1,SHIFT,4/25,0,0,0,0,0,0,1,1,1,1,16,16,16,16,1,1,16,16,1,0,0,0,0,0,
459,HC_INT,"HC_INT,HC_SHIFT_UNDER_HASH",3,n2,HASH,2/25,1,1,2,1,1,1,1,0,1,0,31,31,31,31,1,1,32,32,1,0,1,1,1,0,1
460,HC_SINGLE,HC_SINGLE,1,n0,REDUCE,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
461,HC_DEEP,HC_DEEP,4,n0,ADD,1/16,9,9,10,9,9,9,1,0,1,0,0,0,0,0,1,1,9,9,1,0,9,0,9,0,
461,HC_DEEP,HC_DEEP,4,n1,THETA,25/24,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
461,HC_DEEP,HC_DEEP,4,n2,NTHETA,25/16,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,
461,HC_DEEP,HC_DEEP,4,n3,NTHETA,3/16,3,3,3,3,3,4,1,1,1,0,0,0,0,0,1,1,3,3,1,3,3,0,0,0,
462,PASS,,3,n0,PASS,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
462,PASS,,3,n1,PASS,2/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
462,PASS,,3,n2,PASS,2/3,0,0,3,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
463,SHIFT,"HC_DEEP,HC_SINGLE",6,n0,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,3,3,3,3,1,1,3,3,1,0,0,0,0,0,
463,SHIFT,"HC_DEEP,HC_SINGLE",6,n1,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,11,11,11,11,1,1,11,11,1,0,0,0,0,0,
463,SHIFT,"HC_DEEP,HC_SINGLE",6,n2,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
463,SHIFT,"HC_DEEP,HC_SINGLE",6,n3,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,19,19,19,19,1,1,19,19,1,0,0,0,0,0,
463,SHIFT,"HC_DEEP,HC_SINGLE",6,n4,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,24,24,24,24,1,1,24,24,1,0,0,0,0,0,
463,SHIFT,"HC_DEEP,HC_SINGLE",6,n5,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,6,6,6,6,1,1,6,6,1,0,0,0,0,0,
464,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n0,HASH,1/10,4,4,5,4,4,4,1,0,1,0,0,0,0,0,1,1,4,4,1,0,4,0,4,0,
464,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n1,HASH,1/10,1,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
464,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n2,HASH,1/10,4,4,5,4,4,4,1,0,1,0,0,0,0,0,1,1,4,4,1,0,4,0,4,0,
464,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n3,HASH,1/20,9,9,12,9,9,11,1,0,1,0,0,0,0,0,1,1,9,9,1,8,9,0,1,0,
464,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n4,HASH,1/20,8,8,11,8,8,10,1,0,1,0,0,0,0,0,1,1,8,8,1,8,8,0,0,0,
464,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n5,HASH,1/10,4,4,5,4,4,4,1,0,1,0,0,0,0,0,1,1,4,4,1,0,4,0,4,0,
465,ADD,,2,n0,ADD,1/5,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,0,2,0,2,0,
465,ADD,,2,n1,ADD,1/5,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,0,2,0,2,0,
466,SUB,,3,n0,SUB,1/4,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
466,SUB,,3,n1,SUB,8/3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
466,SUB,,3,n2,SUB,5/8,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
467,THETA,,2,n0,THETA,1/5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
467,THETA,,2,n1,THETA,3/8,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
468,NTHETA,,1,n0,NTHETA,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
469,AGSE,,1,n0,AGSE,1/2,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
470,REDUCE,HC_SINGLE,1,n0,REDUCE,147/1000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
471,HC_NONINT,"HC_DEEP,HC_NONINT",6,n0,SHIFT,1/5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
471,HC_NONINT,"HC_DEEP,HC_NONINT",6,n1,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
471,HC_NONINT,"HC_DEEP,HC_NONINT",6,n2,SHIFT,1/5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
471,HC_NONINT,"HC_DEEP,HC_NONINT",6,n3,HASH,1/21,4,4,5,4,4,4,1,0,1,0,0,0,0,0,1,1,4,4,1,0,4,0,4,0,
471,HC_NONINT,"HC_DEEP,HC_NONINT",6,n4,SUB,1/50,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
471,HC_NONINT,"HC_DEEP,HC_NONINT",6,n5,SUB,7/48,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
472,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n0,SHIFT,4/25,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
472,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n1,AGSE,4/25,0,0,1,0,0,0,1,0,1,0,3,3,3,3,1,1,3,3,1,0,0,0,0,0,
472,HC_SHIFT_UNDER_HASH,"HC_INT,HC_SHIFT_UNDER_HASH",3,n2,HASH,2/25,1,1,2,1,1,1,1,0,1,0,9,9,9,9,1,1,10,10,1,0,1,0,1,0,
473,HC_INT,HC_INT,3,n0,AGSE,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
473,HC_INT,HC_INT,3,n1,HASH,5/16,1,1,4,1,1,3,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
473,HC_INT,HC_INT,3,n2,AGSE,15/8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
474,HC_SINGLE,HC_SINGLE,1,n0,SHIFT,3/8,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
475,HC_DEEP,HC_DEEP,6,n0,SUB,14/9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
475,HC_DEEP,HC_DEEP,6,n1,SHIFT,2/3,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
475,HC_DEEP,HC_DEEP,6,n2,ADD,2/3,0,0,1,0,0,0,1,0,1,0,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
475,HC_DEEP,HC_DEEP,6,n3,THETA,2,1,0,1,1,1,2,0,1,0,0,1,1,1,1,1,1,2,1,0,0,1,0,0,-1,
475,HC_DEEP,HC_DEEP,6,n4,REDUCE,2/3,0,0,2,0,0,1,1,0,1,0,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
475,HC_DEEP,HC_DEEP,6,n5,ADD,2/3,4,2,2,4,2,2,0,0,1,1,5,5,5,5,1,1,9,7,0,0,2,0,2,0,
476,PASS,,3,n0,PASS,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
476,PASS,,3,n1,PASS,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
476,PASS,,3,n2,PASS,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
477,SHIFT,,2,n0,SHIFT,1/4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
477,SHIFT,,2,n1,SHIFT,5/8,0,0,0,0,0,0,1,1,1,1,3,3,3,3,1,1,3,3,1,0,0,0,0,0,
478,HASH,HC_NONINT,2,n0,HASH,294/2735,4,4,4,4,4,4,1,1,1,1,0,0,0,0,1,1,4,4,1,0,3,0,4,1,
478,HASH,HC_NONINT,2,n1,HASH,147/1735,6,6,6,6,6,6,1,1,1,1,0,0,0,0,1,1,6,6,1,6,6,0,0,0,
479,ADD,HC_DEEP,5,n0,ADD,4/25,6,6,6,6,6,6,1,1,1,1,0,0,0,0,1,1,6,6,1,0,6,0,6,0,
479,ADD,HC_DEEP,5,n1,ADD,4/25,6,6,6,6,6,6,1,1,1,1,0,0,0,0,1,1,6,6,1,0,6,0,6,0,
479,ADD,HC_DEEP,5,n2,ADD,4/25,6,6,7,6,6,6,1,0,1,0,0,0,0,0,1,1,6,6,1,6,6,0,0,0,
479,ADD,HC_DEEP,5,n3,ADD,4/25,6,6,6,6,6,6,1,1,1,1,0,0,0,0,1,1,6,6,1,0,6,0,6,0,
479,ADD,HC_DEEP,5,n4,ADD,4/25,6,6,7,6,6,6,1,0,1,0,0,0,0,0,1,1,6,6,1,6,6,0,0,0,
480,SUB,,2,n0,SUB,1/16,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
480,SUB,,2,n1,SUB,1/4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,
481,THETA,HC_DEEP,4,n0,THETA,3/100,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,-1,
481,THETA,HC_DEEP,4,n1,THETA,7/400,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
