=== podejscie 1, 2026-08-15 09:41:07 CEST ===
[001/480] F9-R1 b=1 q=1 NO_R1_NO_R2 p99=252718 ns
[002/480] F9-R1 b=1 q=1 NO_R2_CANON p99=291885 ns
[003/480] F9-R1 b=1 q=1 DEFAULT p99=197738 ns
[004/480] F9-R1 b=1 q=1 NO_R1_FACTOR p99=249273 ns
[005/480] F9-R1 b=1 q=2 NO_R1_FACTOR p99=349051 ns
[006/480] F9-R1 b=1 q=2 NO_R1_NO_R2 p99=351310 ns
[007/480] F9-R1 b=1 q=2 NO_R2_CANON p99=300553 ns
[008/480] F9-R1 b=1 q=2 DEFAULT p99=296811 ns
[009/480] F9-R1 b=1 q=4 NO_R2_CANON p99=487310 ns
[010/480] F9-R1 b=1 q=4 DEFAULT p99=571661 ns
[011/480] F9-R1 b=1 q=4 NO_R1_NO_R2 p99=624087 ns
[012/480] F9-R1 b=1 q=4 NO_R1_FACTOR p99=619679 ns
[013/480] F9-R1 b=1 q=8 NO_R2_CANON p99=953577 ns
[014/480] F9-R1 b=1 q=8 DEFAULT p99=923337 ns
[015/480] F9-R1 b=1 q=8 NO_R1_FACTOR p99=1019799 ns
[016/480] F9-R1 b=1 q=8 NO_R1_NO_R2 p99=1015801 ns
[017/480] F9-R1 b=1 q=16 NO_R1_NO_R2 p99=1837235 ns
[018/480] F9-R1 b=1 q=16 NO_R1_FACTOR p99=1963142 ns
[019/480] F9-R1 b=1 q=16 DEFAULT p99=1695610 ns
[020/480] F9-R1 b=1 q=16 NO_R2_CANON p99=1696406 ns
[021/480] F9-R1 b=1 q=32 NO_R2_CANON p99=3456276 ns
[022/480] F9-R1 b=1 q=32 DEFAULT p99=3428222 ns
[023/480] F9-R1 b=1 q=32 NO_R1_FACTOR p99=3582555 ns
[024/480] F9-R1 b=1 q=32 NO_R1_NO_R2 p99=3554093 ns
[025/480] F9-R1 b=2 q=1 NO_R1_NO_R2 p99=247386 ns
[026/480] F9-R1 b=2 q=1 NO_R1_FACTOR p99=256794 ns
[027/480] F9-R1 b=2 q=1 NO_R2_CANON p99=201035 ns
[028/480] F9-R1 b=2 q=1 DEFAULT p99=200202 ns
[029/480] F9-R1 b=2 q=2 NO_R2_CANON p99=289571 ns
[030/480] F9-R1 b=2 q=2 NO_R1_FACTOR p99=349995 ns
[031/480] F9-R1 b=2 q=2 DEFAULT p99=292107 ns
[032/480] F9-R1 b=2 q=2 NO_R1_NO_R2 p99=348866 ns
[033/480] F9-R1 b=2 q=4 NO_R1_NO_R2 p99=630047 ns
[034/480] F9-R1 b=2 q=4 NO_R2_CANON p99=525234 ns
[035/480] F9-R1 b=2 q=4 NO_R1_FACTOR p99=620548 ns
[036/480] F9-R1 b=2 q=4 DEFAULT p99=512328 ns
[037/480] F9-R1 b=2 q=8 NO_R2_CANON p99=905194 ns
[038/480] F9-R1 b=2 q=8 DEFAULT p99=969915 ns
