case,profile,rep,scale,f_phi_hz,stream_hz,samples,exit_code,compute_median_ns,compute_p99_ns,compute_max_ns,compute_sum_ns,wake_p999_ns,e2e_p50_ns,e2e_p99_ns,e2e_p999_ns,e2e_max_ns,vmhwm_kb,cpu_ticks,compile_ns,probe_ns,r1,r2,nodes_public,nodes_substrates,tokens_from,tokens_fields,capacity_streams,capacity_sum,capacity_max,mat_bytes,mat_mem_bytes,artifacts_sha256,artifact_count,wall_ms
W4_Q08,STRUCT_R1,14,1,15,15,380,0,8121046,8819497,9438209,2218592135,32839,8245377,8961687,9595983,9595983,20400,276,2940201,13519,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20063
W4_Q08,STRUCT_R1,15,1,15,15,380,0,8082772,8568044,8763175,2208652181,37113,8210352,8696657,8896842,8896842,20400,276,2947315,13593,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20066
W4_Q08,ALGSTRUCT,5,1,15,15,380,0,8090871,9776777,11292130,2236539776,64149,8214993,9920800,11484157,11484157,20400,280,2962911,13258,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20067
W4_Q32,OFF,8,1,15,15,380,0,32023816,34755900,35993247,8714007509,1024505,32211958,34950450,36202855,36202855,21580,925,8585664,69481,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20227
W4_Q32,ALGSTRUCT,9,1,15,15,380,0,32452387,34535994,35936864,8817223724,1312674,32633184,34735949,36125261,36125261,21572,937,18330103,53315,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20236
W4_Q32,ALGSTRUCT,10,1,15,15,380,0,32502309,37287963,43575825,8924521353,8958604,32692625,37512110,43839075,43839075,21572,948,18846940,55018,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20241
W4_Q32,STRUCT,9,1,15,15,380,0,32512895,34848708,35901174,8849780800,1200701,32710115,35042595,36087571,36087571,21592,939,9690795,69815,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20222
W4_Q08,ALGSTRUCT,14,1,15,15,380,0,8087851,8789550,8911936,2211207420,31929,8213043,8917950,9062521,9062521,20400,276,2956138,13593,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20068
W4_Q32,ALGSTRUCT,11,1,15,15,380,0,32541958,37180312,43435700,8922358849,9724031,32718646,37402963,43656162,43656162,21572,947,18377164,56334,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20237
W4_Q32,STRUCT_R1,12,1,15,15,380,0,32329107,34276906,35628426,8787035634,816374,32528779,34467920,35825246,35825246,21572,934,18431226,59425,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20238
W4_Q08,STRUCT,9,1,15,15,380,0,8082681,8678610,8947183,2229017281,33556,8209343,8817772,9090399,9090399,20396,277,2304572,13204,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20067
W4_Q08,OFF,4,1,15,15,380,0,7947655,9591882,11060369,2218982759,51161,8073673,9766560,11274691,11274691,20404,278,1960373,12721,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20063
W4_Q32,STRUCT,7,1,15,15,380,0,32505556,34791212,35532222,8855768922,1035155,32697446,34983618,35728690,35728690,21592,939,9693862,88093,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20225
W4_Q08,STRUCT_R1,11,1,15,15,380,0,8132665,8878149,8964205,2224272268,37364,8254396,9016185,9112533,9112533,20400,277,2946994,12889,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20072
W4_Q08,ALGSTRUCT,2,1,15,15,380,0,8124221,10287102,11225020,2251825369,58631,8248155,10431592,11435872,11435872,20400,281,2967383,13278,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20066
W4_Q08,OFF,12,1,15,15,380,0,7948455,8733763,8892503,2198936494,38275,8071787,8868629,9030133,9030133,20404,275,1966263,12851,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20064
W4_Q08,STRUCT,11,1,15,15,380,0,8162221,8789319,8982385,2239096807,43644,8277388,8963332,9121177,9121177,20396,279,2304444,13538,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20069
W4_Q08,STRUCT_R1,12,1,15,15,380,0,8131678,9658785,10995413,2248102300,53966,8255314,9819866,11186156,11186156,20400,280,2978216,13425,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20066
W4_Q32,STRUCT,1,1,15,15,380,0,32394516,34393481,36090894,8823291374,903960,32584993,34598961,36288366,36288366,21592,936,9730843,87721,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20234
W4_Q08,ALGSTRUCT,3,1,15,15,380,0,8123509,8739677,8941156,2221321117,39639,8248982,8868577,9087642,9087642,20400,277,2974163,13388,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20074
W4_Q08,ALGSTRUCT,7,1,15,15,380,0,8103634,9349987,10838375,2238850659,53393,8229386,9532268,11030297,11030297,20400,279,2972868,13481,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20060
W4_Q32,STRUCT,12,1,15,15,380,0,32430197,34774538,35250731,8824109510,1165535,32615228,34955572,35464964,35464964,21592,936,9817559,74868,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20223
W4_Q32,ALGSTRUCT,5,1,15,15,380,0,32415879,34418703,35053206,8814441347,438930,32616450,34597706,35244097,35244097,21572,936,19310405,93479,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20254
W4_Q08,STRUCT_R1,1,1,15,15,380,0,8123781,10223765,11075921,2246822040,63000,8251690,10413443,11302256,11302256,20400,281,2936000,13315,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20059
W4_Q08,ALGSTRUCT,15,1,15,15,380,0,8102005,8789563,9087132,2214652848,34795,8228259,8932949,9226311,9226311,20400,276,2956909,13518,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20067
W4_Q32,ALGSTRUCT,3,1,15,15,380,0,32715073,34573007,35583825,8898118188,888161,32922367,34747156,35780901,35780901,21572,944,18600855,92500,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20234
W4_Q32,STRUCT_R1,11,1,15,15,380,0,32454539,37776219,42952771,8902822051,9081995,32655344,38017352,43241485,43241485,21572,946,18462140,56018,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20235
W4_Q08,OFF,1,1,15,15,380,0,7931745,8644701,8869382,2191605285,35691,8058681,8793155,9030777,9030777,20404,274,1975275,12740,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20071
W4_Q32,ALGSTRUCT,12,1,15,15,380,0,32349388,34571753,36031035,8795695158,1458398,32540690,34778065,36252206,36252206,21572,934,18579944,61555,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20245
W4_Q08,OFF,10,1,15,15,380,0,7968535,9681859,11007012,2224072645,90298,8091509,9822353,11277252,11277252,20404,278,1968294,12370,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20067
W4_Q08,STRUCT,5,1,15,15,380,0,8123127,8754334,8970721,2233627747,41359,8249275,8888372,9107807,9107807,20396,278,2312180,13499,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20075
W4_Q32,OFF,13,1,15,15,380,0,31967309,33885704,35641092,8706229814,35035,32155385,34062014,35831397,35831397,21580,925,8586448,77295,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20236
W4_Q32,STRUCT_R1,14,1,15,15,380,0,32373744,38632958,42772730,8879970674,8439844,32566678,38852382,43064752,43064752,21572,943,18394589,53110,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20230
W4_Q32,STRUCT_R1,2,1,15,15,380,0,32381980,34894481,35845862,8799313153,1501344,32592937,35066962,36044073,36044073,21572,934,18491554,54240,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20237
W4_Q08,OFF,15,1,15,15,380,0,8022245,8679932,8943837,2206577436,33601,8137289,8857293,9108769,9108769,20404,275,1968426,12184,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20071
W4_Q32,STRUCT_R1,7,1,15,15,380,0,32501247,37810833,43514241,8909036198,9556778,32695765,38027400,43754127,43754127,21572,947,19319289,106500,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20237
W4_Q08,STRUCT,12,1,15,15,380,0,8064663,8756064,8973395,2225566787,36630,8191644,8920302,9117570,9117570,20396,277,2296164,13925,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20071
W4_Q08,STRUCT_R1,4,1,15,15,380,0,8119793,8679694,8835582,2215994901,35490,8240157,8815950,8978658,8978658,20400,276,2949547,13462,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20066
W4_Q08,STRUCT,10,1,15,15,380,0,8159764,9496966,11184746,2267603969,55102,8290055,9662741,11428772,11428772,20396,282,2297090,13240,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20074
W4_Q08,STRUCT_R1,7,1,15,15,380,0,8119488,8706936,8784787,2218252974,36413,8244532,8836244,8913989,8913989,20400,276,2993898,13314,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20068
W4_Q32,STRUCT,3,1,15,15,380,0,32495909,34580381,35720685,8846459705,1567932,32700365,34767871,35918190,35918190,21592,938,9584318,74629,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20230
W4_Q08,ALGSTRUCT,13,1,15,15,380,0,8132748,9242544,10759178,2246875887,63123,8255929,9387316,10960559,10960559,20400,281,3005157,13167,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20060
W4_Q32,OFF,2,1,15,15,380,0,31829744,33856985,35547488,8685124188,114799,32028622,34047466,35738498,35738498,21580,923,8487996,63111,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20239
W4_Q32,ALGSTRUCT,1,1,15,15,380,0,32377834,34385798,35832154,8805880618,645289,32555019,34588455,36030138,36030138,21572,935,18369463,55868,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20238
W4_Q08,OFF,11,1,15,15,380,0,8034779,9495525,11845893,2237030241,58609,8164327,9667705,12088333,12088333,20404,279,1957834,13204,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20068
W4_Q32,STRUCT,8,1,15,15,380,0,32463503,34727761,35797547,8843173052,1456487,32651807,34937496,35998886,35998886,21592,938,9646968,68314,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20225
W4_Q08,ALGSTRUCT,10,1,15,15,380,0,8094917,8649737,8953513,2214853699,34336,8219625,8779789,9092070,9092070,20400,275,2970826,12999,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20065
W4_Q32,ALGSTRUCT,15,1,15,15,380,0,32507237,37593276,42365011,8910503332,7495067,32687545,37810145,42642811,42642811,21572,946,18469835,58462,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20239
W4_Q32,ALGSTRUCT,6,1,15,15,380,0,32399564,34776415,35424111,8795700368,1108606,32577881,34969701,35615702,35615702,21572,934,18328430,53462,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20230
W4_Q32,STRUCT,11,1,15,15,380,0,32685415,35142244,35478428,8887823545,1578307,32868713,35337274,35691627,35691627,21592,943,9814135,70370,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20228
W4_Q32,STRUCT_R1,13,1,15,15,380,0,32518186,37827278,43498599,8907868247,9857664,32713110,38038216,43756128,43756128,21572,946,18401672,55888,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20234
W4_Q32,OFF,6,1,15,15,380,0,31911739,34282403,34854528,8693810994,557940,32125364,34479959,35058852,35058852,21584,923,8422834,63555,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20219
W4_Q08,OFF,14,1,15,15,380,0,7964272,8591981,8987903,2201957726,33767,8087388,8735983,9129694,9129694,20404,275,1974297,12797,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20061
W4_Q08,STRUCT,7,1,15,15,380,0,8089013,9529380,10969589,2252694552,67997,8211421,9701780,11158344,11158344,20396,282,2371757,18407,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20074
W4_Q08,STRUCT,2,1,15,15,380,0,8095272,8676147,9602805,2234382735,38156,8217646,8805461,9772100,9772100,20396,278,2346090,12685,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20063
W4_Q32,STRUCT_R1,15,1,15,15,380,0,32477394,35210769,36351463,8841353873,2155552,32674698,35416411,36583150,36583150,21572,939,18521192,63740,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20232
W4_Q08,STRUCT,1,1,15,15,380,0,8076856,9542028,10823759,2249504661,64389,8212046,9693839,11070594,11070594,20396,282,2311481,13461,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20059
W4_Q08,OFF,5,1,15,15,380,0,8039180,8773980,8964830,2214627407,32204,8161563,8904879,9108951,9108951,20404,276,1958593,13667,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20067
W4_Q08,STRUCT_R1,10,1,15,15,380,0,8119051,8630167,8987849,2219565317,39119,8243922,8781882,9135763,9135763,20400,276,2967826,13148,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20067
W4_Q32,OFF,12,1,15,15,380,0,32009994,37056386,45471258,8808547401,7266109,32206616,37303299,45803673,45803673,21584,935,8489612,60611,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20223
W4_Q32,OFF,7,1,15,15,380,0,31914088,34209226,35462529,8696217515,914033,32107552,34392983,35682342,35682342,21580,924,8597611,65352,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20231
W4_Q08,ALGSTRUCT,8,1,15,15,380,0,8086468,8826573,8997460,2213091113,32353,8211382,8960160,9155755,9155755,20400,276,2978789,13185,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20065
W4_Q32,OFF,11,1,15,15,380,0,32005347,38154397,44325344,8795754449,6878373,32200174,38425320,44578174,44578174,21580,934,8545761,63332,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20236
W4_Q08,OFF,9,1,15,15,380,0,7934006,8690241,8814054,2192648935,33868,8059729,8839465,8953407,8953407,20404,273,1971021,12666,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20065
W4_Q32,OFF,4,1,15,15,380,0,32182495,34705019,35512290,8765390961,1293713,32373770,34907649,35708033,35708033,21584,930,8590484,81443,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20227
W4_Q32,STRUCT,10,1,15,15,380,0,32518575,38321859,44108144,8930198737,10457853,32720307,38567945,44375206,44375206,21592,948,9683641,71814,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20232
W4_Q32,STRUCT_R1,9,1,15,15,380,0,32347039,34555490,35274964,8795333201,1564269,32536642,34734805,35491510,35491510,21572,934,18550511,73813,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20261
W4_Q08,STRUCT,4,1,15,15,380,0,8153190,8768609,9085567,2239716630,39397,8272972,8905973,9242143,9242143,20396,278,2319284,14648,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20065
W4_Q08,ALGSTRUCT,6,1,15,15,380,0,8111831,9716117,11467334,2244577369,69029,8237761,9869902,11687973,11687973,20400,279,2977591,13592,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20073
W4_Q32,STRUCT_R1,5,1,15,15,380,0,32660937,35138832,35637141,8884342136,1765025,32849692,35337621,35824987,35824987,21572,943,18344561,58871,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20245
W4_Q32,STRUCT,15,1,15,15,380,0,32423972,34534625,35876975,8827389392,1243078,32609682,34727889,36074504,36074504,21592,937,9967522,83629,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20242
W4_Q32,STRUCT_R1,3,1,15,15,380,0,32469580,37105153,42745806,8906139093,8404467,32660535,37324501,43006571,43006571,21572,943,18396605,53221,32,0,130,1,227,1057,37,1006,31,1122816,1188,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20242
W4_Q08,ALGSTRUCT,12,1,15,15,380,0,8112632,8708116,8922020,2220052025,37778,8239163,8841889,9061340,9061340,20400,276,3024926,12981,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20077
W4_Q32,OFF,14,1,15,15,380,0,31983780,34386510,35632937,8721914542,828212,32198981,34585620,35827682,35827682,21580,926,8501731,70665,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20233
W4_Q08,ALGSTRUCT,11,1,15,15,380,0,8117023,9912585,11059238,2243029612,58809,8243707,10051120,11246693,11246693,20400,280,2956297,13056,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20077
W4_Q08,STRUCT_R1,8,1,15,15,380,0,8104570,8777711,8946708,2214732261,34791,8225528,8921018,9102691,9102691,20400,276,2923150,13186,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20067
W4_Q32,OFF,5,1,15,15,380,0,32079169,34096526,37371689,8756849963,441582,32275666,34305360,37576011,37576011,21580,929,8879820,72315,0,0,130,2,260,1058,38,1007,31,1122816,1180,599e4a27c1166a2588a4c804713297758ce4cba1b0c2c441c5bea94b7ddbcfd9,514,20229
W4_Q08,STRUCT_R1,6,1,15,15,380,0,8156377,9543556,10962336,2257958561,61475,8288754,9725967,11163680,11163680,20400,281,3019705,13500,8,0,34,1,59,265,13,262,31,280704,1188,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20074
W4_Q08,STRUCT,8,1,15,15,380,0,8092249,8824731,9041432,2234524977,35421,8214743,8992163,9193682,9193682,20396,278,2331585,13351,0,0,34,2,68,266,14,263,31,280704,1180,2b71e341590c0dc06a3c2515d9803ca47e4140c7744bb3279ce46e5a7bfa5f55,130,20069
