plan,stratum,node,delta_a,delta_b,oracle,local_a,deficit,form
8430,HASH,n0,1,1/2,1,0,1,1
8437,HC_NONINT,n0,1/8,1/5,3,0,3,3
8439,HC_INT,n0,4/25,4/25,1,0,1,1
8444,HASH,n0,4/25,1/3,3,0,3,3
8451,HC_NONINT,n0,3/8,1/8,1,0,1,1
8451,HC_NONINT,n1,1/8,3/8,3,0,3,3
8452,HC_SHIFT_UNDER_HASH,n2,147/1000,1/100,2,0,2,2
8453,HC_INT,n1,1/8,2/5,4,0,4,4
8458,HASH,n0,1/4,4/25,2,0,2,2
8472,HASH,n0,3/8,1/3,2,0,2,2
8472,HASH,n2,1/3,3/8,2,0,2,2
8479,HC_NONINT,n0,1/5,1,5,0,5,5
8481,HC_INT,n0,1/2,1/16,1,0,1,1
8486,HASH,n0,147/1000,2/5,4,0,4,4
8493,HC_NONINT,n0,1/3,1/10,2,0,2,2
8494,HC_SHIFT_UNDER_HASH,n1,1/10,1/16,2,0,2,2
8500,HASH,n0,1/10,1,10,0,10,10
8507,HC_NONINT,n0,2/3,1/5,2,0,2,2
8508,HC_SHIFT_UNDER_HASH,n0,5/8,1/10,2,0,2,2
8509,HC_INT,n0,1,1,1,0,1,1
8514,HASH,n0,2/5,1/16,2,0,2,2
8514,HASH,n1,1/16,4/25,4,0,4,4
8521,HC_NONINT,n1,1/8,1,8,0,8,8
8528,HASH,n0,4/25,3/8,4,0,4,4
8535,HC_NONINT,n2,147/1000,1/2,5,0,5,5
8542,HASH,n0,1/4,5/8,3,0,3,3
8542,HASH,n3,5/8,1/4,2,0,2,2
8556,HASH,n0,1/5,1/100,1,0,1,1
8570,HASH,n0,3/10,5/8,3,0,3,3
8570,HASH,n1,3/8,3/10,2,0,2,2
8577,HC_NONINT,n1,3/10,1/16,2,0,2,2
8579,HC_INT,n0,3/8,1/8,1,0,1,1
8584,HASH,n0,2/3,2/5,2,0,2,2
8592,HC_SHIFT_UNDER_HASH,n0,1/3,1/3,1,0,1,1
8593,HC_INT,n0,4/25,1/100,1,0,1,1
8598,HASH,n0,3/8,5/8,3,0,3,3
8612,HASH,n0,1/100,3/8,38,0,38,38
8612,HASH,n2,1,1/100,1,0,1,1
8620,HC_SHIFT_UNDER_HASH,n0,5/8,1/16,1,0,1,1
8626,HASH,n0,1/2,1/4,1,0,1,1
8635,HC_INT,n0,5/8,1/8,1,0,1,1
8640,HASH,n0,2/5,3/10,2,0,2,2
8640,HASH,n1,2/5,3/10,2,0,2,2
8647,HC_NONINT,n3,2/5,5/8,3,0,3,3
8654,HASH,n0,2/3,1/4,2,0,2,2
8654,HASH,n1,1/4,2/3,4,0,4,4
8661,HC_NONINT,n0,3/8,2/3,3,0,3,3
8663,HC_INT,n0,2/5,1/16,2,0,2,2
8668,HASH,n0,2/3,1/10,2,0,2,2
8675,HC_NONINT,n0,3/10,4/25,2,0,2,2
8677,HC_INT,n0,5/8,1,3,0,3,3
8682,HASH,n0,1/100,1/5,20,0,20,20
8689,HC_NONINT,n0,3/8,1/3,2,0,2,2
8693,HC_DEEP,n1,1/8,1/3,4,0,4,4
8696,HASH,n0,147/1000,5/8,6,0,6,6
8703,HC_NONINT,n1,1/16,2/5,8,0,8,8
8705,HC_INT,n0,1,1,1,0,1,1
8710,HASH,n0,1/3,1/8,2,0,2,2
8710,HASH,n3,1/3,1/8,2,0,2,2
8721,HC_DEEP,n0,3/8,1/16,1,0,1,1
8724,HASH,n0,4/25,1/8,2,0,2,2
8731,HC_NONINT,n0,1/16,1/2,8,0,8,8
8733,HC_INT,n2,2/5,1/100,1,0,1,1
8738,HASH,n0,1/4,1/2,2,0,2,2
8738,HASH,n1,1/4,1/2,2,0,2,2
8745,HC_NONINT,n0,1/16,1,16,0,16,16
8747,HC_INT,n0,1/100,1/100,1,0,1,1
8752,HASH,n0,2/5,3/10,2,0,2,2
8763,HC_DEEP,n1,1/10,4/25,3,0,3,3
8766,HASH,n0,4/25,1/10,2,0,2,2
8773,HC_NONINT,n0,147/1000,1,8,0,8,8
8780,HASH,n0,3/10,1/100,1,0,1,1
8780,HASH,n1,1/100,3/10,30,0,30,30
8787,HC_NONINT,n1,1/16,1/4,4,0,4,4
8789,HC_INT,n1,1,1/3,1,0,1,1
8794,HASH,n0,147/1000,1/3,4,0,4,4
8794,HASH,n1,1/3,1/16,2,0,2,2
8794,HASH,n2,147/1000,1/3,4,0,4,4
8801,HC_NONINT,n1,3/10,5/8,3,0,3,3
8803,HC_INT,n1,1/2,1/4,1,0,1,1
8808,HASH,n0,3/8,1/3,2,0,2,2
8808,HASH,n1,3/8,1/3,2,0,2,2
8822,HASH,n0,1/10,1/10,1,0,1,1
8829,HC_NONINT,n0,147/1000,1/5,3,0,3,3
8830,HC_SHIFT_UNDER_HASH,n5,1/2,1/16,1,0,1,1
8836,HASH,n0,2/5,5/8,3,0,3,3
8843,HC_NONINT,n0,1/10,3/8,5,0,5,5
8845,HC_INT,n0,1/5,1/5,1,0,1,1
8850,HASH,n0,4/25,1,7,0,7,7
8850,HASH,n1,1,4/25,2,0,2,2
8850,HASH,n3,1,1/8,1,0,1,1
8857,HC_NONINT,n1,1/4,2/5,3,0,3,3
8864,HASH,n0,1/2,1/10,1,0,1,1
8871,HC_NONINT,n3,1/5,1/2,3,0,3,3
8872,HC_SHIFT_UNDER_HASH,n0,2/5,1/10,1,0,1,1
8878,HASH,n0,1/100,1,100,0,100,100
8878,HASH,n1,1/100,1/8,13,0,13,13
8885,HC_NONINT,n0,1/3,1/10,2,0,2,2
8886,HC_SHIFT_UNDER_HASH,n0,1/8,4/25,3,0,3,3
8892,HASH,n0,3/8,1/100,2,0,2,2
8892,HASH,n2,1/100,3/8,38,0,38,38
8899,HC_NONINT,n0,1/100,2/5,40,0,40,40
8899,HC_NONINT,n1,1/100,1/4,25,0,25,25
8906,HASH,n0,1,2/5,2,0,2,2
8913,HC_NONINT,n2,1/10,1,10,0,10,10
8913,HC_NONINT,n3,1,1/10,1,0,1,1
8914,HC_SHIFT_UNDER_HASH,n5,2/3,1/2,2,0,2,2
8920,HASH,n0,1/3,3/8,2,0,2,2
8934,HASH,n0,4/25,3/10,3,0,3,3
8934,HASH,n1,3/10,4/25,2,0,2,2
8948,HASH,n0,2/5,1/100,1,0,1,1
8962,HASH,n0,2/5,147/1000,2,0,2,2
8969,HC_NONINT,n0,147/1000,5/8,6,0,6,6
8976,HASH,n0,3/8,1,4,0,4,4
8983,HC_NONINT,n0,1/10,147/1000,3,0,3,3
8984,HC_SHIFT_UNDER_HASH,n0,1/16,1/8,2,0,2,2
8990,HASH,n0,5/8,3/8,2,0,2,2
8997,HC_NONINT,n0,147/1000,1/16,2,0,2,2
8997,HC_NONINT,n2,1/16,147/1000,4,0,4,4
8999,HC_INT,n0,1/16,1/16,1,0,1,1
9001,HC_DEEP,n2,3/10,1/5,2,0,2,2
9004,HASH,n0,2/3,1/16,2,0,2,2
9018,HASH,n0,1/3,1/5,2,0,2,2
9018,HASH,n1,1/5,1/3,3,0,3,3
9025,HC_NONINT,n0,2/3,1,2,0,2,2
9032,HASH,n0,1/4,1/10,2,0,2,2
9032,HASH,n1,1/4,1/10,2,0,2,2
9046,HASH,n0,147/1000,3/10,4,0,4,4
9053,HC_NONINT,n0,1/2,147/1000,2,0,2,2
9060,HASH,n0,1/16,1/2,8,0,8,8
9060,HASH,n1,1/16,1/2,8,0,8,8
9067,HC_NONINT,n2,2/3,1/100,2,0,2,2
9069,HC_INT,n0,147/1000,147/1000,1,0,1,1
9074,HASH,n0,1/5,3/10,2,0,2,2
9074,HASH,n1,1/5,3/8,3,0,3,3
9081,HC_NONINT,n1,1,2/5,2,0,2,2
9085,HC_DEEP,n2,1/100,1,100,0,100,100
9088,HASH,n0,1/10,2/5,4,0,4,4
9096,HC_SHIFT_UNDER_HASH,n2,1/5,1/100,1,0,1,1
9102,HASH,n0,3/8,1/2,2,0,2,2
9102,HASH,n1,3/8,1/3,2,0,2,2
9102,HASH,n3,1/2,3/8,2,0,2,2
9116,HASH,n0,1/10,1/100,1,0,1,1
9123,HC_NONINT,n2,2/5,5/8,3,0,3,3
9124,HC_SHIFT_UNDER_HASH,n0,2/5,147/1000,2,0,2,2
9130,HASH,n0,5/8,1/3,2,0,2,2
9130,HASH,n2,1/3,5/8,3,0,3,3
9137,HC_NONINT,n0,3/8,1,4,0,4,4
9139,HC_INT,n0,2/5,2/5,1,0,1,1
9144,HASH,n0,2/3,1/3,1,0,1,1
9158,HASH,n0,2/3,1/8,2,0,2,2
9158,HASH,n1,2/3,1/8,2,0,2,2
9167,HC_INT,n3,1/2,1/8,1,0,1,1
9172,HASH,n0,1,1/5,1,0,1,1
9179,HC_NONINT,n0,1/8,3/10,4,0,4,4
9181,HC_INT,n1,1,1/2,1,0,1,1
9186,HASH,n0,1/3,1/100,2,0,2,2
9186,HASH,n1,147/1000,1/100,2,0,2,2
9186,HASH,n2,1/3,1/100,2,0,2,2
9193,HC_NONINT,n1,1/10,1,10,0,10,10
9194,HC_SHIFT_UNDER_HASH,n0,3/8,147/1000,2,0,2,2
9195,HC_INT,n0,1/10,1/2,5,0,5,5
9195,HC_INT,n1,1/10,1/2,5,0,5,5
9200,HASH,n0,5/8,1/100,2,0,2,2
9200,HASH,n3,5/8,1/100,2,0,2,2
9200,HASH,n4,5/8,1/100,2,0,2,2
9214,HASH,n0,147/1000,2/3,6,0,6,6
9214,HASH,n1,2/3,2/5,2,0,2,2
9214,HASH,n2,2/3,2/5,2,0,2,2
9214,HASH,n3,2/5,2/3,3,0,3,3
9228,HASH,n0,1/4,1,4,0,4,4
9235,HC_NONINT,n0,1/2,147/1000,2,0,2,2
9242,HASH,n0,1/2,1/2,1,0,1,1
9249,HC_NONINT,n0,1,3/10,2,0,2,2
9251,HC_INT,n1,1/16,3/10,6,0,6,6
9256,HASH,n0,3/10,5/8,3,0,3,3
9256,HASH,n1,3/10,1,4,0,4,4
9256,HASH,n2,5/8,1,3,0,3,3
9270,HASH,n0,4/25,1/3,3,0,3,3
9281,HC_DEEP,n3,4/25,2/5,3,0,3,3
9284,HASH,n0,1/10,3/8,5,0,5,5
9291,HC_NONINT,n1,1/16,1/100,2,0,2,2
9298,HASH,n0,2/5,1/100,1,0,1,1
9298,HASH,n2,1/100,1/100,1,0,1,1
9306,HC_SHIFT_UNDER_HASH,n2,1/2,147/1000,2,0,2,2
9309,HC_DEEP,n1,147/1000,5/8,6,0,6,6
9312,HASH,n0,2/3,1/5,2,0,2,2
9312,HASH,n1,1/5,2/3,4,0,4,4
9312,HASH,n2,1/5,2/3,4,0,4,4
9312,HASH,n3,1/10,2/3,8,0,8,8
9326,HASH,n0,2/3,2/5,2,0,2,2
9326,HASH,n1,2/5,2/3,3,0,3,3
9334,HC_SHIFT_UNDER_HASH,n0,1/16,2/5,8,0,8,8
9334,HC_SHIFT_UNDER_HASH,n2,2/5,1/16,2,0,2,2
9340,HASH,n0,147/1000,2/5,4,0,4,4
9340,HASH,n1,147/1000,3/8,4,0,4,4
9340,HASH,n3,147/1000,3/8,4,0,4,4
9347,HC_NONINT,n1,1/16,2/3,12,0,12,12
9347,HC_NONINT,n4,1/2,2/3,2,0,2,2
9349,HC_INT,n0,1,1/10,1,0,1,1
9354,HASH,n0,2/5,3/8,2,0,2,2
9362,HC_SHIFT_UNDER_HASH,n3,1/4,2/3,4,0,4,4
9363,HC_INT,n0,3/8,1/8,1,0,1,1
9368,HASH,n0,3/8,1/10,2,0,2,2
9375,HC_NONINT,n0,2/5,1/4,2,0,2,2
9375,HC_NONINT,n1,2/5,147/1000,2,0,2,2
9379,HC_DEEP,n1,3/8,5/8,3,0,3,3
9382,HASH,n0,1,1/100,1,0,1,1
9382,HASH,n1,1,1/100,1,0,1,1
9389,HC_NONINT,n1,3/10,1,4,0,4,4
9391,HC_INT,n3,2/5,2/5,1,0,1,1
9396,HASH,n0,147/1000,2/3,6,0,6,6
9404,HC_SHIFT_UNDER_HASH,n0,3/8,1/2,2,0,2,2
9404,HC_SHIFT_UNDER_HASH,n2,1/2,3/8,2,0,2,2
9407,HC_DEEP,n1,1,1/3,1,0,1,1
9410,HASH,n0,1/3,2/3,2,0,2,2
9417,HC_NONINT,n2,1/3,3/8,2,0,2,2
9419,HC_INT,n0,1,1,1,0,1,1
9424,HASH,n0,1/4,1/100,1,0,1,1
9431,HC_NONINT,n0,1/3,1/100,2,0,2,2
9438,HASH,n0,1/10,1,10,0,10,10
9438,HASH,n1,1,1/10,1,0,1,1
9445,HC_NONINT,n0,1/8,1/5,3,0,3,3
9446,HC_SHIFT_UNDER_HASH,n0,5/8,147/1000,2,0,2,2
9447,HC_INT,n4,1/3,1/3,1,0,1,1
9452,HASH,n0,1/8,4/25,3,0,3,3
9459,HC_NONINT,n1,1,147/1000,2,0,2,2
9466,HASH,n0,1/16,1,16,0,16,16
9473,HC_NONINT,n0,5/8,4/25,2,0,2,2
9473,HC_NONINT,n2,4/25,5/8,5,0,5,5
9475,HC_INT,n2,1,1/16,1,0,1,1
9480,HASH,n0,1/2,1/4,1,0,1,1
9494,HASH,n0,1/16,1/5,4,0,4,4
9494,HASH,n2,1/16,1/5,4,0,4,4
9501,HC_NONINT,n0,1/100,1,100,0,100,100
9508,HASH,n0,2/3,1/100,2,0,2,2
9517,HC_INT,n0,1,1/3,1,0,1,1
9522,HASH,n0,1/2,2/5,2,0,2,2
9522,HASH,n1,1/16,2/5,8,0,8,8
9529,HC_NONINT,n0,5/8,4/25,2,0,2,2
9531,HC_INT,n0,1,1/10,1,0,1,1
9531,HC_INT,n1,1/10,1,10,0,10,10
9536,HASH,n0,1/3,147/1000,2,0,2,2
9536,HASH,n2,1/3,147/1000,2,0,2,2
9543,HC_NONINT,n3,1/10,3/10,3,0,3,3
9547,HC_DEEP,n0,3/10,1/5,2,0,2,2
9550,HASH,n0,1/8,1,8,0,8,8
9550,HASH,n1,1/8,3/10,4,0,4,4
9550,HASH,n2,1,1/8,1,0,1,1
9557,HC_NONINT,n0,1/3,1/100,2,0,2,2
9561,HC_DEEP,n0,1/5,2/3,4,0,4,4
9564,HASH,n0,2/5,1/100,1,0,1,1
9571,HC_NONINT,n0,1,3/8,2,0,2,2
9572,HC_SHIFT_UNDER_HASH,n0,1/5,3/8,3,0,3,3
9578,HASH,n0,1/16,3/8,6,0,6,6
9578,HASH,n1,3/8,1/10,2,0,2,2
9578,HASH,n4,3/8,1/10,2,0,2,2
9585,HC_NONINT,n0,1/2,1/16,1,0,1,1
9592,HASH,n0,1/4,147/1000,2,0,2,2
9606,HASH,n0,3/10,5/8,3,0,3,3
9606,HASH,n2,5/8,3/10,2,0,2,2
9620,HASH,n0,147/1000,3/8,4,0,4,4
9620,HASH,n1,147/1000,3/8,4,0,4,4
9627,HC_NONINT,n3,1/4,5/8,3,0,3,3
9629,HC_INT,n0,147/1000,147/1000,1,0,1,1
9634,HASH,n0,2/3,1/10,2,0,2,2
9634,HASH,n1,2/3,1/10,2,0,2,2
9648,HASH,n0,3/10,1/2,3,0,3,3
9648,HASH,n1,1/2,3/10,2,0,2,2
9655,HC_NONINT,n0,1/3,3/8,2,0,2,2
9657,HC_INT,n0,1/4,1/8,1,0,1,1
9662,HASH,n0,3/8,1/100,2,0,2,2
9662,HASH,n1,1/100,3/8,38,0,38,38
9669,HC_NONINT,n0,3/8,1/3,2,0,2,2
9670,HC_SHIFT_UNDER_HASH,n5,1/100,4/25,16,0,16,16
9673,HC_DEEP,n0,1/10,1/100,1,0,1,1
9676,HASH,n0,2/3,1/5,2,0,2,2
9676,HASH,n2,2/5,2/3,3,0,3,3
9683,HC_NONINT,n0,3/8,1/10,2,0,2,2
9684,HC_SHIFT_UNDER_HASH,n0,1/8,3/10,4,0,4,4
9685,HC_INT,n1,3/8,1/8,1,0,1,1
9690,HASH,n0,147/1000,1/4,3,0,3,3
9690,HASH,n1,1/4,147/1000,2,0,2,2
9697,HC_NONINT,n1,1,4/25,2,0,2,2
9697,HC_NONINT,n5,4/25,1,7,0,7,7
9704,HASH,n0,3/8,1/5,2,0,2,2
9711,HC_NONINT,n1,147/1000,1,8,0,8,8
9713,HC_INT,n0,1/2,1/16,1,0,1,1
9718,HASH,n0,1/100,1/100,1,0,1,1
9725,HC_NONINT,n0,1/2,2/5,2,0,2,2
9726,HC_SHIFT_UNDER_HASH,n0,1/100,2/5,40,0,40,40
9732,HASH,n0,5/8,1/5,2,0,2,2
9739,HC_NONINT,n0,1/5,1/100,1,0,1,1
9746,HASH,n0,4/25,147/1000,2,0,2,2
9753,HC_NONINT,n1,4/25,3/8,4,0,4,4
9760,HASH,n0,1/5,1/10,1,0,1,1
9760,HASH,n1,1/10,1/5,2,0,2,2
9760,HASH,n2,1/10,1/5,2,0,2,2
9767,HC_NONINT,n2,2/5,1/8,2,0,2,2
9774,HASH,n0,1/10,1/100,1,0,1,1
9781,HC_NONINT,n0,1/16,1/100,2,0,2,2
9781,HC_NONINT,n1,1/16,1/100,2,0,2,2
9782,HC_SHIFT_UNDER_HASH,n0,1/3,1/16,2,0,2,2
9788,HASH,n0,5/8,3/10,2,0,2,2
9802,HASH,n0,2/3,1/8,2,0,2,2
9802,HASH,n1,2/3,1/8,2,0,2,2
9802,HASH,n3,2/3,1/8,2,0,2,2
9811,HC_INT,n1,2/5,2/5,1,0,1,1
9811,HC_INT,n2,1/8,2/5,4,0,4,4
9816,HASH,n0,1/100,1,100,0,100,100
9816,HASH,n2,1/100,1,100,0,100,100
9823,HC_NONINT,n3,3/10,3/8,2,0,2,2
9825,HC_INT,n2,3/8,3/10,2,0,2,2
9827,HC_DEEP,n3,1,5/8,2,0,2,2
9830,HASH,n0,2/3,1/8,2,0,2,2
9830,HASH,n1,1/8,2/3,6,0,6,6
9837,HC_NONINT,n2,2/5,2/5,1,0,1,1
9844,HASH,n0,4/25,2/3,5,0,5,5
9853,HC_INT,n0,3/10,1/100,1,0,1,1
9855,HC_DEEP,n2,147/1000,2/5,4,0,4,4
9858,HASH,n0,5/8,1/16,1,0,1,1
9858,HASH,n1,5/8,1/16,1,0,1,1
9867,HC_INT,n0,3/8,3/8,1,0,1,1
9869,HC_DEEP,n0,1/100,1/10,10,0,10,10
9872,HASH,n0,5/8,2/5,2,0,2,2
9879,HC_NONINT,n0,4/25,1/8,2,0,2,2
9883,HC_DEEP,n0,1/100,3/10,30,0,30,30
9886,HASH,n0,2/3,2/3,1,0,1,1
9886,HASH,n1,3/8,2/3,3,0,3,3
9900,HASH,n0,1/3,3/10,2,0,2,2
9900,HASH,n1,1/16,1/3,6,0,6,6
9900,HASH,n2,1/3,3/10,2,0,2,2
9907,HC_NONINT,n0,1/8,3/8,3,0,3,3
9909,HC_INT,n1,2/5,1,3,0,3,3
9914,HASH,n0,1/100,1/8,13,0,13,13
9921,HC_NONINT,n0,5/8,3/10,2,0,2,2
9922,HC_SHIFT_UNDER_HASH,n0,147/1000,1/10,2,0,2,2
9928,HASH,n0,1/2,3/10,2,0,2,2
9939,HC_DEEP,n2,147/1000,1/100,2,0,2,2
9942,HASH,n0,3/8,5/8,3,0,3,3
9942,HASH,n1,5/8,3/8,2,0,2,2
9942,HASH,n2,1/3,5/8,3,0,3,3
9949,HC_NONINT,n1,1,2/3,2,0,2,2
9951,HC_INT,n0,1/100,1/100,1,0,1,1
9956,HASH,n0,1/8,1/8,1,0,1,1
9970,HASH,n0,1,1/16,1,0,1,1
9977,HC_NONINT,n0,1/3,1/8,2,0,2,2
9984,HASH,n0,1/2,3/10,2,0,2,2
9991,HC_NONINT,n0,5/8,1/10,2,0,2,2
9995,HC_DEEP,n1,1/8,1/4,2,0,2,2
9998,HASH,n0,1/3,1/16,2,0,2,2
10005,HC_NONINT,n1,5/8,3/10,2,0,2,2
