m1,3,1062
m1,4,741
m1,5,435
m1,6,1015
m1,7,835
m1,8,705
m1,9,994
m1,10,974
m1,11,842
m1,12,532
m1,13,583
m1,14,867
m1,15,344
m1,16,891
m1,17,955
m1,18,969
m1,19,763
m1,20,1020
m1,21,233
m1,22,517
m1,23,612
m1,24,531
m1,25,766
m1,26,1048
m1,27,893
m1,28,805
m1,29,877
m1,30,537
m1,31,1175
m1,32,310
m1,33,312
m1,34,299
m1,35,1150
m1,36,1007
m1,37,428
m1,38,958
m1,39,515
m1,40,845
m1,41,988
m1,42,392
m1,43,781
m1,44,679
m1,45,1183
m1,46,974
m1,47,703
m1,48,1120
m1,49,1208
m1,50,937
m1,51,264
m1,52,78
m1,53,1144
m1,54,976
m1,55,1033
m1,56,409
m1,57,574
m1,58,328
m1,59,479
m1,60,859
m1,61,184
m1,62,786
m1,63,932
m1,64,719
m1,65,1075
m1,66,1210
m1,67,416
m1,68,514
m1,69,807
m1,70,884
m1,71,546
m1,72,831
m1,73,542
m1,74,1020
m1,75,451
m1,76,615
m1,77,996
m1,78,912
m1,79,1063
m1,80,961
m1,81,889
m1,82,802
m1,83,594
m1,84,909
m1,85,1084
m1,86,470
m1,87,1075
m1,88,473
m1,89,1074
m1,90,1035
m1,91,1162
m1,92,1049
m1,93,1287
m1,94,258
m1,95,917
m1,96,786
m1,97,880
m1,98,843
m1,99,999
m1,100,1196
m1,101,940
m1,102,1186
m1,103,926
m1,104,994
m1,105,319
m1,106,1256
m1,107,582
m1,108,453
m1,109,496
m1,110,767
m1,111,1083
m1,112,629
m1,113,1140
m1,114,894
m1,115,435
m1,116,978
m1,117,645
m1,118,1226
m1,119,818
m1,120,1042
m1,121,621
m1,122,204
m1,123,978
m1,124,942
m1,125,1134
m1,126,222
m1,127,359
m1,128,807
m1,129,395
m1,130,405
m1,131,689
m1,132,451
m1,133,1116
m1,134,1263
m1,135,1120
m1,136,1147
m1,137,339
m1,138,621
m1,139,1064
m1,140,293
m1,141,470
m1,142,516
m1,143,1159
m1,144,477
m1,145,1023
m1,146,462
m1,147,194
m1,148,1080
m1,149,1000
m1,150,198
m1,151,777
m1,152,546
