W2_Q08	STRUCT	5	w2_out_000
W2_Q01	STRUCT_R1	8	w2_out_000
W2_Q01	OFF	12	w2_out_000
W2_Q08	STRUCT_R1	3	w2_out_000
W2_Q08	STRUCT_R1	10	w2_out_000
W2_Q01	STRUCT_R1	10	w2_out_000
W2_Q08	STRUCT	6	w2_out_000
W2_Q08	STRUCT	7	w2_out_000
W2_Q01	STRUCT	1	w2_out_000
W2_Q32	STRUCT_R1	15	w2_out_000
W2_Q08	OFF	3	w2_out_000
W2_Q01	ALGSTRUCT	7	w2_out_000
W2_Q08	STRUCT	4	w2_out_000
W2_Q01	STRUCT	7	w2_out_000
W2_Q08	ALGSTRUCT	1	w2_out_000
W2_Q08	STRUCT_R1	5	w2_out_000
W2_Q32	ALGSTRUCT	6	w2_out_000
W2_Q32	ALGSTRUCT	8	w2_out_000
W2_Q08	STRUCT_R1	6	w2_out_000
W2_Q08	STRUCT	1	w2_out_000
W2_Q08	STRUCT_R1	1	w2_out_000
W2_Q08	STRUCT_R1	14	w2_out_000
W2_Q32	STRUCT	11	w2_out_000
W2_Q01	STRUCT_R1	7	w2_out_000
W2_Q08	STRUCT_R1	8	w2_out_000
W2_Q01	STRUCT	11	w2_out_000
W2_Q01	ALGSTRUCT	2	w2_out_000
W2_Q08	OFF	10	w2_out_000
W2_Q08	ALGSTRUCT	10	w2_out_000
W2_Q01	STRUCT	6	w2_out_000
W2_Q01	STRUCT	12	w2_out_000
W2_Q32	OFF	7	w2_out_000
W2_Q08	ALGSTRUCT	15	w2_out_000
W2_Q01	OFF	7	w2_out_000
W2_Q01	OFF	6	w2_out_000
W2_Q01	STRUCT	8	w2_out_000
W2_Q08	STRUCT	12	w2_out_000
W2_Q08	STRUCT_R1	13	w2_out_000
W2_Q01	STRUCT_R1	6	w2_out_000
W2_Q01	ALGSTRUCT	14	w2_out_000
W2_Q01	OFF	1	w2_out_000
W2_Q01	STRUCT	9	w2_out_000
W2_Q32	STRUCT_R1	7	w2_out_000
W2_Q01	STRUCT_R1	4	w2_out_000
W2_Q01	STRUCT_R1	2	w2_out_000
W2_Q08	STRUCT	9	w2_out_000
W2_Q32	ALGSTRUCT	13	w2_out_000
W2_Q08	STRUCT	13	w2_out_000
W2_Q08	OFF	6	w2_out_000
W2_Q32	STRUCT	14	w2_out_000
W2_Q01	ALGSTRUCT	6	w2_out_000
