ts_epoch,load1,mem_used_kb,temp_mC
1785486749,0.52,324768,40407
1785486750,0.56,334948,38946
1785486751,0.56,332772,38946
1785486752,0.56,333100,39433
1785486754,0.56,327292,39920
1785486755,0.56,324788,39433
1785486756,0.68,310760,39920
1785486757,0.68,321284,39433
1785486758,0.68,320660,39433
1785486759,0.68,320056,39433
1785486760,0.70,317380,39920
1785486761,0.70,314580,39920
1785486762,0.70,312220,39920
1785486763,0.70,311988,40407
1785486764,0.70,310976,38459
1785486765,0.73,310956,40407
1785486766,0.73,309368,39433
1785486767,0.73,308468,39433
1785486768,0.73,307540,39433
1785486769,0.73,307084,39433
1785486770,0.75,306284,39433
1785486771,0.75,306308,38946
1785486772,0.75,306140,39920
1785486773,0.75,305408,39433
1785486774,0.75,304852,39920
1785486775,0.69,302956,39433
1785486776,0.69,302312,38946
1785486778,0.69,303504,40894
1785486779,0.69,303104,40894
1785486780,0.69,303184,39920
1785486781,0.95,303912,39920
1785486782,0.95,303144,41381
1785486783,0.95,302316,39433
1785486784,0.95,303056,39433
1785486785,1.12,302652,39920
1785486786,1.12,302772,39920
1785486787,1.12,302348,40894
1785486788,1.12,305048,40894
1785486789,1.12,304092,39920
1785486790,1.03,307864,40894
1785486791,1.03,307584,39433
1785486792,1.03,306620,39920
1785486793,1.03,305932,41381
1785486794,1.03,295716,40407
1785486795,0.95,305244,39920
1785486796,0.95,305276,39920
1785486797,0.95,309672,40407
1785486798,0.95,309540,40407
1785486799,0.95,308404,40407
1785486800,1.11,304148,39920
1785486802,1.11,311260,40407
1785486803,1.11,310044,38946
1785486804,1.11,310300,40894
1785486805,1.11,309312,40407
1785486806,1.02,308272,41381
1785486807,1.02,296120,41381
1785486808,1.02,306624,40894
1785486809,1.02,306292,40407
1785486810,1.10,308236,41381
1785486811,1.10,307528,40894
1785486812,1.10,306868,41381
1785486813,1.10,306776,40407
1785486814,1.10,309408,40407
1785486815,1.01,308032,40894
1785486816,1.01,308776,39920
1785486817,1.01,308092,41868
1785486818,1.01,305996,40407
1785486819,1.01,305772,40407
1785486820,1.09,302572,40894
1785486821,1.09,302564,40407
1785486822,1.09,304436,40407
1785486823,1.09,304516,40894
1785486824,1.09,305272,39920
1785486826,1.00,304196,40407
1785486827,1.00,301124,40894
1785486828,1.00,301116,40894
1785486829,1.00,303744,40407
1785486830,1.00,304248,39433
1785486831,1.24,304500,40407
1785486832,1.24,304856,39920
1785486833,1.24,302120,40894
1785486834,1.24,309532,40894
1785486835,1.14,307816,40894
1785486836,1.14,308312,40407
1785486837,1.14,306648,40407
1785486838,1.14,306840,39433
1785486839,1.14,302120,41868
1785486840,1.05,309920,40894
1785486841,1.05,308468,39920
1785486842,1.05,312948,39920
1785486843,1.05,310468,41381
1785486844,1.05,309404,40407
1785486845,1.05,296304,40894
1785486846,1.05,307660,40407
1785486847,1.05,306960,40407
1785486848,1.05,307212,40894
1785486850,1.05,306068,39920
1785486851,0.96,304892,39920
1785486852,0.96,304856,39920
1785486853,0.96,305232,40894
1785486854,0.96,304952,40894
1785486855,1.05,308584,41381
1785486856,1.05,308256,41381
1785486857,1.05,307712,40894
1785486858,1.05,306616,42355
1785486859,1.05,309556,40894
1785486860,0.96,308544,39920
1785486861,0.96,310364,42355
1785486862,0.96,309668,41868
1785486863,0.96,308552,41868
1785486864,0.96,307656,41381
1785486865,1.21,306632,40894
1785486866,1.21,306780,39920
1785486867,1.21,306164,40894
1785486868,1.21,308020,42355
1785486869,1.21,306756,41381
1785486870,1.67,321620,41868
1785486871,1.67,326988,42355
1785486872,1.67,330748,40407
1785486874,1.67,329048,40407
1785486875,1.67,328756,41381
1785486876,1.54,324728,41868
1785486877,1.54,321224,40407
1785486878,1.54,318652,41868
1785486879,1.54,311276,40407
1785486880,1.41,310748,40894
1785486881,1.41,312596,40894
1785486882,1.41,309412,41381
1785486883,1.41,308820,41868
1785486884,1.41,306992,40407
1785486885,1.30,307516,41381
1785486886,1.30,309040,40894
1785486887,1.30,307524,40407
1785486888,1.30,307776,41381
1785486889,1.30,308280,41381
1785486890,1.20,307288,40894
1785486891,1.20,302668,40407
1785486892,1.20,302632,40407
1785486893,1.20,304144,41868
1785486894,1.20,303640,42355
1785486895,1.26,303508,40894
1785486896,1.26,303508,41868
1785486898,1.26,300608,40407
1785486899,1.26,300624,40407
1785486900,1.26,302380,41381
1785486901,1.16,302292,42355
1785486902,1.16,301348,39920
1785486903,1.16,300928,40407
1785486904,1.16,291912,41868
1785486905,1.07,301228,41381
1785486906,1.07,301480,41381
1785486907,1.07,304252,39920
1785486908,1.07,304320,39920
1785486909,1.07,303820,41381
1785486910,0.98,299712,40894
1785486911,0.98,307016,39920
1785486912,0.98,306188,39920
1785486913,0.98,309912,40407
1785486914,0.98,308784,40894
1785486915,1.06,307928,40894
1785486916,1.06,295996,40407
1785486917,1.06,306792,39920
1785486918,1.06,305852,40407
1785486919,1.06,307504,40407
1785486920,1.46,306708,40407
1785486922,1.46,306264,40894
1785486923,1.46,305208,41381
1785486924,1.46,308364,39920
1785486925,1.46,306664,40407
1785486926,1.34,310692,40407
1785486927,1.34,309864,40407
1785486928,1.34,309624,40407
1785486929,1.34,309068,40894
1785486930,1.31,313080,40894
1785486931,1.31,311000,39920
1785486932,1.31,310176,40407
1785486933,1.31,309900,40894
1785486934,1.31,308788,40407
1785486935,1.53,308368,41868
1785486936,1.53,306388,40894
1785486937,1.53,305408,40894
1785486938,1.53,307316,40894
1785486939,1.53,306160,40407
1785486940,1.41,305592,40894
1785486941,1.41,305292,41381
1785486942,1.41,304860,40407
1785486943,1.41,304736,40894
1785486944,1.41,307256,40407
1785486945,1.29,306884,40407
1785486947,1.29,306884,39920
1785486948,1.29,326536,41381
1785486949,1.29,336872,41381
1785486950,1.29,333684,41381
1785486951,1.27,333004,40407
1785486952,1.27,329820,41868
1785486953,1.27,327280,42355
1785486954,1.27,324848,41868
1785486955,1.41,312992,42355
1785486956,1.41,313816,41381
1785486957,1.41,312264,40894
1785486958,1.41,313776,41381
1785486959,1.41,312512,40407
1785486960,1.46,311672,40894
1785486961,1.46,298528,42842
1785486962,1.46,306896,40894
1785486963,1.46,305900,39920
1785486964,1.46,308980,40894
1785486965,1.66,308492,40894
1785486966,1.66,308324,40407
1785486967,1.66,308116,41868
1785486968,1.66,312280,41381
1785486969,1.66,311516,38946
1785486971,1.53,312456,40407
1785486972,1.53,311016,42355
1785486973,1.53,310212,41381
1785486974,1.53,309556,40407
1785486975,1.53,313340,40894
1785486976,1.56,313464,40894
1785486977,1.56,315340,40407
1785486978,1.56,315284,40407
1785486979,1.56,313912,40894
1785486980,1.52,313060,41381
1785486981,1.52,310072,41868
1785486982,1.52,309064,40407
1785486983,1.52,312044,40894
1785486984,1.52,311192,40894
1785486985,1.40,310628,40407
1785486986,1.40,308704,40894
1785486987,1.40,309344,40894
1785486988,1.40,316752,41381
1785486989,1.40,309108,40407
1785486990,1.28,308652,40407
1785486991,1.28,308588,41381
1785486992,1.28,308044,41381
1785486993,1.28,307464,41381
1785486995,1.28,306988,40407
1785486996,1.18,307616,40894
1785486997,1.18,308556,41868
1785486998,1.18,308884,41381
1785486999,1.18,307696,40894
1785487000,1.33,303104,39920
1785487001,1.33,311680,39920
1785487002,1.33,310940,40894
1785487003,1.33,309876,41381
1785487004,1.33,309360,40894
1785487005,1.46,310856,40894
1785487006,1.46,302696,40894
1785487007,1.46,314108,40407
1785487008,1.46,312860,40407
1785487009,1.46,315884,40407
1785487010,1.42,341680,42355
1785487011,1.42,333332,42355
1785487012,1.42,322192,42355
1785487013,1.42,332008,41381
1785487014,1.42,328476,39920
1785487015,1.39,327412,41381
1785487016,1.39,323576,40894
1785487018,1.39,321528,40894
1785487019,1.39,318216,41381
1785487020,1.39,310308,39920
1785487021,1.28,310264,40894
1785487022,1.28,313640,41381
1785487023,1.28,313524,40407
1785487024,1.28,311956,40894
1785487025,1.42,310920,40894
1785487026,1.42,311996,40894
1785487027,1.42,310620,40407
1785487028,1.42,311244,40407
1785487029,1.42,311452,41868
1785487030,1.30,310600,40407
1785487031,1.30,309972,40894
1785487032,1.30,308384,40894
1785487033,1.30,307580,40894
1785487034,1.30,309260,41381
1785487035,1.28,308784,40407
1785487036,1.28,308044,40407
1785487037,1.28,307816,40894
1785487038,1.28,312004,41381
1785487039,1.28,311400,40407
1785487040,1.18,310144,40894
1785487042,1.18,311864,41381
1785487043,1.18,311140,40894
1785487044,1.18,310144,41381
1785487045,1.18,305988,41868
1785487046,1.40,315044,40407
1785487047,1.40,315172,42355
1785487048,1.40,316608,41381
1785487049,1.40,314796,41381
1785487050,1.45,312520,42355
1785487051,1.45,299944,42842
1785487052,1.45,311016,41381
1785487053,1.45,310848,39920
1785487054,1.45,311856,40894
1785487055,1.33,311444,40894
1785487056,1.33,310128,41381
1785487057,1.33,309564,40894
