case,profile,rep,scale,f_phi_hz,stream_hz,samples,exit_code,compute_median_ns,compute_p99_ns,compute_max_ns,compute_sum_ns,wake_p999_ns,e2e_p50_ns,e2e_p99_ns,e2e_p999_ns,e2e_max_ns,vmhwm_kb,cpu_ticks,compile_ns,probe_ns,r1,r2,nodes_public,nodes_substrates,tokens_from,tokens_fields,capacity_streams,capacity_sum,capacity_max,mat_bytes,mat_mem_bytes,artifacts_sha256,artifact_count,wall_ms
W9_Q08,STRUCT,10,12,180,120,912,0,927094,1151076,1264020,869668827,48537,1063573,1355291,1377514,1382865,20828,130,1600353,6705,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q32,STRUCT,1,12,180,120,912,0,3080531,3431689,3702634,2840505188,51792,3258598,3610161,3905956,3912212,21104,345,5123378,14184,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8154
W9_Q32,ALGSTRUCT,2,12,180,120,912,0,2976096,3377319,3592690,2754567084,54523,3149942,3601020,3779361,3831384,21104,335,5045785,13444,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8154
W9_Q32,STRUCT_R2,15,12,180,120,912,0,2979235,3368356,3673727,2758797697,43579,3147475,3583820,3895255,3916024,21100,336,5050173,13037,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8150
W9_Q08,ALGSTRUCT,9,12,180,120,912,0,823408,1029594,1124223,783896350,45745,958510,1218183,1259730,1277232,20824,120,1487206,5648,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8093
W9_Q32,STRUCT_R2,3,12,180,120,912,0,2949679,3304597,3633949,2730887943,40055,3127662,3508257,3802644,3856279,21100,334,5053210,13629,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8146
W9_Q08,STRUCT,3,12,180,120,912,0,891464,1135372,1183057,848366966,42167,1031774,1339749,1382539,1392695,20828,127,1584854,6685,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8098
W9_Q08,OFF,14,12,180,120,912,0,830047,1014113,1072205,781301841,36175,972684,1201585,1261807,1275554,20824,120,912168,6092,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8088
W9_Q32,ALGSTRUCT,6,12,180,120,912,0,2952263,3344986,3611523,2730991039,46965,3125696,3556446,3776396,3816403,21104,333,5052710,14278,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8152
W9_Q32,ALGSTRUCT,5,12,180,120,912,0,2990476,3388041,3572393,2768642924,35827,3162302,3569335,3745248,3800497,21104,337,5062560,12724,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8149
W9_Q08,ALGSTRUCT,15,12,180,120,912,0,811917,1015871,1123242,771306994,36341,947240,1192147,1249364,1360110,20824,119,1482003,4888,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8092
W9_Q08,STRUCT,12,12,180,120,912,0,900760,1130779,1233335,852183867,49443,1040613,1319445,1370622,1398554,20828,128,1611649,6964,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8092
W9_Q08,STRUCT_R2,10,12,180,120,912,0,815399,1010094,1071001,773463481,50441,950319,1206122,1275251,1297535,20824,119,1484039,6593,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8089
W9_Q32,OFF,15,12,180,120,912,0,3257865,3665894,4017542,3009711462,41260,3434607,3898140,4156093,4235372,21148,363,3393966,18186,0,0,34,0,96,1536,4,4,1,1964032,0,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8144
W9_Q32,STRUCT,11,12,180,120,912,0,3054902,3451856,3680634,2826475328,41923,3229045,3684005,3853099,3908888,21104,344,5143136,13778,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8156
W9_Q08,OFF,7,12,180,120,912,0,820232,1047353,1209705,780952193,54080,957328,1210410,1271295,1447886,20824,121,920039,6240,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8089
W9_Q32,ALGSTRUCT,1,12,180,120,912,0,2964550,3337153,3763116,2740033496,49625,3133341,3561741,3892340,4005231,21108,334,5068598,12871,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8150
W9_Q08,STRUCT_R2,3,12,180,120,912,0,806121,1043279,1075428,769228399,52143,939159,1232984,1256507,1268546,20824,118,1488315,5631,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8094
W9_Q08,ALGSTRUCT,3,12,180,120,912,0,815482,1013946,1077835,771499669,39689,951711,1200502,1236538,1284027,20824,119,1496335,5463,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q32,ALGSTRUCT,9,12,180,120,912,0,2968272,3370504,3581004,2746875790,37767,3137709,3580693,3740767,3777551,21104,334,5061709,12723,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8149
W9_Q32,STRUCT,9,12,180,120,912,0,3163235,3558616,3799504,2907897988,37655,3337572,3774143,4018102,4028656,21104,353,5216248,14944,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8149
W9_Q08,STRUCT,4,12,180,120,912,0,911816,1107279,1435372,854118169,50106,1050016,1311458,1332964,1653163,20828,129,1593113,6444,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8092
W9_Q32,STRUCT,15,12,180,120,912,0,3074179,3484005,3677560,2841937058,38017,3252156,3702954,3884535,3910396,21104,345,5101654,13259,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8150
W9_Q08,OFF,6,12,180,120,912,0,820732,1038131,1138224,783016551,42587,959782,1237396,1342388,1413163,20824,121,912057,5444,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q08,STRUCT,15,12,180,120,912,0,892723,1107039,1164631,847393888,44145,1036855,1305958,1347154,1400434,20828,127,1611463,7742,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8094
W9_Q32,STRUCT,3,12,180,120,912,0,3058615,3449485,3687356,2824081026,43722,3236263,3672110,3837720,3935267,21104,343,5137451,13852,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8147
W9_Q32,STRUCT,6,12,180,120,912,0,3077531,3447653,3704079,2837001764,43618,3252565,3649347,3871526,3917995,21104,344,5134879,13702,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8152
W9_Q08,STRUCT_R2,2,12,180,120,912,0,824945,1018001,1271612,776010396,49561,961266,1201293,1275304,1504625,20824,120,1482002,7092,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q32,STRUCT_R2,2,12,180,120,912,0,2979494,3321171,3599949,2745139918,41556,3151865,3555129,3757507,3800146,21100,334,5033561,11908,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8147
W9_Q32,STRUCT,12,12,180,120,912,0,3082273,3456949,3679523,2839871186,38835,3259384,3623166,3891116,3896391,21104,345,5104118,12814,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8154
W9_Q32,ALGSTRUCT,12,12,180,120,912,0,3060068,3456319,3698078,2815296102,71960,3230387,3681263,3877324,3911165,21104,341,5347841,15777,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8151
W9_Q08,STRUCT_R2,12,12,180,120,912,0,807538,1023242,1076094,770027367,40234,939959,1217587,1261987,1292055,20824,119,1488651,6610,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8092
W9_Q32,STRUCT,13,12,180,120,912,0,3109476,3480671,3779412,2868761285,63839,3283602,3664379,3937775,3992214,21104,348,5285155,13370,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8158
W9_Q08,STRUCT_R2,8,12,180,120,912,0,824861,1022446,1087649,779495105,51821,963727,1209440,1253462,1287712,20824,120,1501077,5869,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q32,STRUCT_R2,1,12,180,120,912,0,2957235,3338356,3568301,2734293159,40914,3127114,3546990,3775692,3786127,21100,333,5095916,13535,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8150
W9_Q08,ALGSTRUCT,4,12,180,120,912,0,820649,1064261,1256928,784416037,37375,959130,1246297,1332006,1476126,20824,121,1502260,6501,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8089
W9_Q08,OFF,5,12,180,120,912,0,826186,1046964,1186446,784227630,38080,965540,1220229,1308649,1408070,20820,120,913261,6332,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q32,STRUCT,4,12,180,120,912,0,3080994,3494245,3769541,2852212637,40519,3259689,3696874,3935028,3989581,21096,344,5180765,13093,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8151
W9_Q08,STRUCT,14,12,180,120,912,0,900510,1104113,1179372,852985313,49087,1046835,1301885,1376804,1379562,20828,128,1591668,7093,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8094
W9_Q08,ALGSTRUCT,6,12,180,120,912,0,812028,1031298,1248353,773458816,37805,945105,1223331,1329397,1444200,20824,119,1483075,6797,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q08,STRUCT,5,12,180,120,912,0,894306,1127965,1183538,846975240,35215,1035941,1328570,1384673,1402245,20828,128,1596353,6871,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8093
W9_Q32,OFF,14,12,180,120,912,0,3251930,3675041,3882709,3010317689,38560,3433281,3893900,4078924,4104914,21140,364,3402967,15093,0,0,34,0,96,1536,4,4,1,1964032,0,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8145
W9_Q08,OFF,9,12,180,120,912,0,820955,1038761,1077538,779505200,44778,960030,1233899,1286421,1308478,20824,121,907354,6647,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8089
W9_Q08,OFF,10,12,180,120,912,0,830547,1024242,1127261,784783688,47664,967615,1222072,1291342,1322575,20824,120,920983,6166,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8087
W9_Q08,OFF,15,12,180,120,912,0,815352,1046260,1175724,776553507,48285,950732,1242292,1283885,1319519,20824,120,923704,5871,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q32,STRUCT,8,12,180,120,912,0,3065800,3451430,3666671,2834522732,39923,3241658,3652766,3863700,3882146,21104,345,5399246,17279,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8155
W9_Q08,OFF,12,12,180,120,912,0,828223,1039242,1180223,783303537,39054,965029,1231019,1295505,1375601,20824,120,917444,5612,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8087
W9_Q08,ALGSTRUCT,14,12,180,120,912,0,817306,1027593,1081872,774444601,45909,954385,1213950,1267267,1281281,20820,119,1489947,6814,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8092
W9_Q08,ALGSTRUCT,5,12,180,120,912,0,815464,1039335,1186576,775140634,44516,951673,1222192,1257933,1380378,20824,119,1498483,6537,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8091
W9_Q08,STRUCT,7,12,180,120,912,0,899621,1115945,1148927,850451108,44763,1041147,1319939,1354514,1370121,20828,128,1606187,7019,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8093
W9_Q08,STRUCT,13,12,180,120,912,0,893149,1104075,1187039,845888379,42791,1033649,1289609,1390860,1412515,20824,129,1605538,6797,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q32,OFF,12,12,180,120,912,0,3255356,3665023,4040727,3012778903,43966,3437992,3889403,4100536,4253452,21140,364,3527355,18464,0,0,34,0,96,1536,4,4,1,1964032,0,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8152
W9_Q32,OFF,13,12,180,120,912,0,3240254,3600208,3854412,2993799244,42277,3418627,3810325,4040893,4086758,21148,361,3482281,31019,0,0,34,0,96,1536,4,4,1,1964032,0,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8144
W9_Q32,ALGSTRUCT,10,12,180,120,912,0,2959680,3345448,3577653,2738357373,41395,3128156,3548898,3732202,3804581,21104,333,5067841,12703,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8150
W9_Q08,STRUCT,6,12,180,120,912,0,893686,1131871,1278113,848630622,43161,1034285,1322730,1474471,1518441,20828,127,1597077,6999,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q08,ALGSTRUCT,11,12,180,120,912,0,816334,1006408,1174575,772644993,43151,953497,1198032,1248397,1255802,20824,119,1478428,6000,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8095
W9_Q08,ALGSTRUCT,8,12,180,120,912,0,847565,1066816,1181335,798573616,36188,982711,1255945,1307328,1324057,20824,123,1516002,4833,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8090
W9_Q08,STRUCT_R2,4,12,180,120,912,0,825010,1006261,1095094,780754232,40025,965773,1194631,1278489,1291228,20824,120,1493371,5649,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8091
W9_Q32,STRUCT_R2,8,12,180,120,912,0,2966828,3328875,3689745,2739912047,37244,3137959,3550386,3839812,3905783,21104,334,5056265,12982,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8157
W9_Q32,ALGSTRUCT,14,12,180,120,912,0,2981198,3343912,3602300,2751018385,39404,3150441,3518048,3758978,3825044,21104,335,5371340,16500,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8150
W9_Q08,OFF,2,12,180,120,912,0,836177,1019372,1173909,787422557,44069,976494,1220124,1276267,1424552,20824,121,915741,5445,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8091
W9_Q32,OFF,8,12,180,120,912,0,3278773,3693283,3972079,3038775466,39299,3457361,3878137,4122655,4181794,21148,366,3375521,15335,0,0,34,0,96,1536,4,4,1,1964032,0,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8149
W9_Q08,OFF,8,12,180,120,912,0,829019,1000761,1071742,780109465,43605,960967,1195763,1250487,1272749,20824,120,910315,6538,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8086
W9_Q32,OFF,1,12,180,120,912,0,3240782,3632616,3889283,2998915655,43060,3422009,3865436,4048516,4097639,21148,362,3414633,14501,0,0,34,0,96,1536,4,4,1,1964032,0,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8150
W9_Q32,STRUCT_R2,6,12,180,120,912,0,2974976,3319486,3581635,2739506823,40878,3133445,3504220,3779581,3781557,21100,334,5069469,14093,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8150
W9_Q32,OFF,5,12,180,120,912,0,3257096,3646746,3891005,3009742348,38058,3436611,3799775,4024072,4125988,21148,363,3542376,29981,0,0,34,0,96,1536,4,4,1,1964032,0,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8150
W9_Q08,OFF,13,12,180,120,912,0,815408,1021853,1067371,777936967,42786,952776,1228261,1259342,1268560,20824,120,913872,5796,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8087
W9_Q08,STRUCT,8,12,180,120,912,0,894862,1092335,1156946,844805549,39113,1031050,1287096,1340538,1351784,20828,127,1593429,6629,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8094
W9_Q08,STRUCT_R2,14,12,180,120,912,0,811742,1026594,1174779,772973830,45997,946461,1222684,1289756,1344823,20824,120,1478853,5797,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8091
W9_Q32,STRUCT,10,12,180,120,912,0,3089837,3465727,3758338,2848590393,44516,3264078,3694485,3933683,4010851,21096,347,5180026,16444,0,0,34,2,38,608,4,4,1,1964032,122752,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8154
W9_Q08,STRUCT,2,12,180,120,912,0,923204,1142872,1232891,867819868,47235,1060501,1348732,1407249,1423632,20832,131,1591964,7168,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8093
W9_Q32,OFF,2,12,180,120,912,0,3260115,3617634,3886227,3012373573,40955,3435330,3848844,4061840,4092628,21140,363,3404986,18796,0,0,34,0,96,1536,4,4,1,1964032,0,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8149
W9_Q32,STRUCT_R2,14,12,180,120,912,0,2968438,3358485,3581542,2741176397,41377,3135903,3569243,3746430,3807044,21100,334,5038267,13147,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8146
W9_Q08,STRUCT_R2,5,12,180,120,912,0,816205,1021335,1101983,775244660,40299,954266,1204748,1267630,1285286,20820,119,1498946,6408,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8091
W9_Q08,STRUCT_R2,11,12,180,120,912,0,876621,1081038,1248779,790127136,60074,1001860,1297926,1476738,1517290,20824,122,1499908,6556,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8089
W9_Q32,STRUCT_R2,9,12,180,120,912,0,2996439,3374967,3575171,2754231258,44482,3160651,3565791,3770659,3784026,21100,340,5631358,20797,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8160
W9_Q08,ALGSTRUCT,12,12,180,120,912,0,820028,1031242,1080964,776739421,44458,954228,1224704,1262998,1271600,20824,120,1498391,5777,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8089
W9_Q08,STRUCT_R2,1,12,180,120,912,0,818548,1005520,1069020,774037259,43321,953000,1190304,1254710,1256767,20820,119,1499891,5870,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8092
W9_Q32,ALGSTRUCT,7,12,180,120,912,0,2968874,3382319,3585616,2741757549,42389,3137599,3597118,3791301,3802692,21104,334,5066007,13481,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8148
W9_Q08,STRUCT_R2,15,12,180,120,912,0,815529,1028890,1100613,776015108,46784,947868,1231076,1294279,1295369,20824,119,1494446,7223,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8092
W9_Q08,ALGSTRUCT,2,12,180,120,912,0,841556,1052094,1220316,791155479,53785,975553,1234454,1308582,1486811,20820,121,1501706,5944,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8093
W9_Q08,STRUCT,11,12,180,120,912,0,892538,1134483,1215168,847136561,44096,1034779,1340742,1367190,1372861,20828,128,1609836,6555,0,0,10,2,14,224,4,4,1,491008,122752,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8094
W9_Q08,OFF,4,12,180,120,912,0,827121,1007742,1090501,781822031,42550,958679,1207371,1259858,1293471,20824,120,922983,6833,0,0,10,0,24,384,4,4,1,491008,0,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8088
W9_Q08,STRUCT_R2,6,12,180,120,912,0,833436,1054130,1151335,789149102,38436,965440,1244310,1320194,1358478,20824,121,1479467,6165,0,4,10,1,11,176,4,4,1,491008,61376,654b169e14c84c328d08a7bbe8e7d462bba7e145137aced7c79701fd4eacd310,34,8095
W9_Q32,ALGSTRUCT,8,12,180,120,912,0,3009207,3336227,3593005,2764934495,46600,3178152,3503456,3798847,3815914,21104,336,5023173,13167,0,16,34,1,35,560,4,4,1,1964032,61376,d8119e17309857f06996c108f87b59a65aec0d13a7485241204db10fe05d5b0f,130,8146
