plan,stratum,consumer,kind,child,child_declared,needed,provided,deficit
53,HC_INT,n2,SUB,s1,1,7,7,0
55,HC_DEEP,n0,SUB,s0,1,8,8,0
55,HC_DEEP,n1,ADD,n0,0,1,3,-2
55,HC_DEEP,n1,ADD,s0,1,8,8,0
55,HC_DEEP,n3,SHIFT,n1,0,2,2,0
55,HC_DEEP,n4,AGSE,n0,0,3,3,0
57,SHIFT,n0,SHIFT,s1,1,9,9,0
58,HASH,n0,HASH,s0,1,1,4,-3
58,HASH,n0,HASH,s1,1,2,4,-2
58,HASH,n1,HASH,n0,0,2,4,-2
58,HASH,n1,HASH,s1,1,2,4,-2
58,HASH,n2,HASH,s0,1,1,4,-3
58,HASH,n2,HASH,s1,1,2,4,-2
59,ADD,n0,ADD,s1,1,4,4,0
59,ADD,n0,ADD,s0,1,4,4,0
60,SUB,n0,SUB,s0,1,5,5,0
60,SUB,n1,SUB,n0,0,3,1,2
60,SUB,n2,SUB,n1,0,4,2,2
60,SUB,n3,SUB,n2,0,4,2,2
60,SUB,n4,SUB,n1,0,3,2,1
60,SUB,n5,SUB,n3,0,1,1,0
61,THETA,n0,THETA,s0,1,2,4,-2
61,THETA,n1,THETA,s1,1,2,4,-2
61,THETA,n2,THETA,n1,0,6,7,-1
61,THETA,n3,THETA,n2,0,4,6,-2
62,NTHETA,n0,NTHETA,s0,1,2,4,-2
63,AGSE,n0,AGSE,s0,1,3,3,0
63,AGSE,n1,AGSE,s2,1,3,4,-1
63,AGSE,n2,AGSE,s2,1,4,4,0
63,AGSE,n3,AGSE,n2,0,2,3,-1
65,HC_NONINT,n0,HASH,s0,1,2,4,-2
65,HC_NONINT,n0,HASH,s2,1,1,4,-3
65,HC_NONINT,n1,HASH,s0,1,2,4,-2
65,HC_NONINT,n1,HASH,s2,1,1,4,-3
65,HC_NONINT,n2,HASH,s2,1,1,4,-3
65,HC_NONINT,n2,HASH,s1,1,3,4,-1
65,HC_NONINT,n3,HASH,s2,1,1,4,-3
65,HC_NONINT,n3,HASH,n0,0,15,16,-1
65,HC_NONINT,n4,HASH,s2,1,1,4,-3
65,HC_NONINT,n4,HASH,n1,0,15,16,-1
66,HC_SHIFT_UNDER_HASH,n0,SUB,s1,1,8,25,-17
66,HC_SHIFT_UNDER_HASH,n1,SUB,n0,0,4,4,0
66,HC_SHIFT_UNDER_HASH,n2,HASH,n0,0,2,4,-2
66,HC_SHIFT_UNDER_HASH,n2,HASH,n1,0,1,4,-3
66,HC_SHIFT_UNDER_HASH,n3,SHIFT,n1,0,3,4,-1
66,HC_SHIFT_UNDER_HASH,n4,HASH,s1,1,23,25,-2
66,HC_SHIFT_UNDER_HASH,n4,HASH,n3,0,1,4,-3
67,HC_INT,n0,SHIFT,s1,1,4,6,-2
67,HC_INT,n1,HASH,n0,0,1,4,-3
67,HC_INT,n1,HASH,s1,1,4,6,-2
67,HC_INT,n2,SHIFT,s1,1,6,6,0
67,HC_INT,n3,HASH,s1,1,1,6,-5
67,HC_INT,n3,HASH,s0,1,5,7,-2
67,HC_INT,n4,SUB,s0,1,7,7,0
68,HC_SINGLE,n1,SHIFT,s0,1,4,4,0
69,HC_DEEP,n0,THETA,s1,1,2,4,-2
69,HC_DEEP,n1,HASH,n0,0,1,4,-3
69,HC_DEEP,n1,HASH,s2,1,150,152,-2
69,HC_DEEP,n2,HASH,n0,0,1,4,-3
69,HC_DEEP,n2,HASH,s2,1,150,152,-2
69,HC_DEEP,n3,AGSE,n2,0,5,4,1
71,SHIFT,n0,SHIFT,s0,1,2,3,-1
71,SHIFT,n1,SHIFT,n0,0,6,6,0
71,SHIFT,n2,SHIFT,s0,1,3,3,0
71,SHIFT,n3,SHIFT,n0,0,6,6,0
71,SHIFT,n4,SHIFT,n2,0,2,2,0
72,HASH,n0,HASH,s1,1,1,4,-3
72,HASH,n0,HASH,s0,1,12,14,-2
72,HASH,n1,HASH,n0,0,3,5,-2
72,HASH,n1,HASH,s1,1,2,4,-2
72,HASH,n2,HASH,s1,1,1,4,-3
72,HASH,n2,HASH,s0,1,12,14,-2
72,HASH,n3,HASH,n2,0,1,4,-3
72,HASH,n3,HASH,s0,1,13,14,-1
72,HASH,n4,HASH,n3,0,2,4,-2
72,HASH,n4,HASH,n0,0,3,5,-2
73,ADD,n0,ADD,s0,1,4,4,0
73,ADD,n0,ADD,s2,1,4,4,0
73,ADD,n1,ADD,s0,1,4,4,0
73,ADD,n1,ADD,s2,1,4,4,0
74,SUB,n0,SUB,s0,1,8,8,0
74,SUB,n1,SUB,n0,0,5,2,3
74,SUB,n2,SUB,n1,0,4,3,1
74,SUB,n3,SUB,n1,0,7,3,4
74,SUB,n4,SUB,n2,0,1,1,0
75,THETA,n0,THETA,s0,1,2,4,-2
75,THETA,n1,THETA,n0,0,3,5,-2
75,THETA,n2,THETA,n0,0,3,5,-2
76,NTHETA,n0,NTHETA,s1,1,2,4,-2
76,NTHETA,n1,NTHETA,s0,1,2,4,-2
76,NTHETA,n2,NTHETA,n0,0,2,4,-2
76,NTHETA,n3,NTHETA,n1,0,2,4,-2
77,AGSE,n0,AGSE,s2,1,3,3,0
79,HC_NONINT,n0,HASH,s0,1,1,4,-3
79,HC_NONINT,n0,HASH,s1,1,3,4,-1
80,HC_SHIFT_UNDER_HASH,n0,SHIFT,s0,1,3,4,-1
80,HC_SHIFT_UNDER_HASH,n1,SHIFT,n0,0,3,4,-1
80,HC_SHIFT_UNDER_HASH,n2,HASH,s0,1,2,4,-2
80,HC_SHIFT_UNDER_HASH,n2,HASH,n0,0,1,4,-3
80,HC_SHIFT_UNDER_HASH,n4,HASH,n1,0,1,4,-3
80,HC_SHIFT_UNDER_HASH,n4,HASH,n3,0,1,4,-3
81,HC_INT,n1,SHIFT,n0,0,6,6,0
81,HC_INT,n2,SHIFT,s1,1,2,4,-2
81,HC_INT,n3,HASH,s0,1,1,4,-3
81,HC_INT,n3,HASH,n0,0,1,6,-5
81,HC_INT,n4,HASH,s1,1,1,4,-3
81,HC_INT,n4,HASH,n0,0,1,6,-5
83,HC_DEEP,n2,SHIFT,s0,1,4,4,0
83,HC_DEEP,n3,THETA,s0,1,2,4,-2
83,HC_DEEP,n4,THETA,n3,0,2,4,-2
85,SHIFT,n0,SHIFT,s1,1,4,6,-2
85,SHIFT,n1,SHIFT,n0,0,2,2,0
85,SHIFT,n2,SHIFT,s1,1,6,6,0
86,HASH,n0,HASH,s0,1,2,4,-2
86,HASH,n0,HASH,s1,1,1,4,-3
87,ADD,n0,ADD,s1,1,4,4,0
87,ADD,n0,ADD,s0,1,4,4,0
87,ADD,n1,ADD,s1,1,4,4,0
87,ADD,n1,ADD,n0,0,1,1,0
87,ADD,n2,ADD,n1,0,1,1,0
87,ADD,n2,ADD,s0,1,4,4,0
88,SUB,n0,SUB,s1,1,7,7,0
89,THETA,n0,THETA,s0,1,2,4,-2
89,THETA,n1,THETA,s0,1,2,4,-2
89,THETA,n2,THETA,n1,0,4,5,-1
89,THETA,n3,THETA,s1,1,2,4,-2
89,THETA,n4,THETA,n2,0,4,5,-1
89,THETA,n5,THETA,n4,0,3,4,-1
90,NTHETA,n0,NTHETA,s0,1,2,4,-2
90,NTHETA,n1,NTHETA,n0,0,2,4,-2
90,NTHETA,n2,NTHETA,s0,1,2,4,-2
90,NTHETA,n3,NTHETA,n1,0,2,4,-2
90,NTHETA,n4,NTHETA,n0,0,2,4,-2
91,AGSE,n0,AGSE,s2,1,5,5,0
91,AGSE,n1,AGSE,s1,1,4,4,0
91,AGSE,n2,AGSE,n0,0,2,3,-1
91,AGSE,n3,AGSE,s2,1,4,5,-1
91,AGSE,n4,AGSE,n0,0,2,3,-1
91,AGSE,n5,AGSE,n3,0,1,1,0
93,HC_NONINT,n0,HASH,s1,1,1,4,-3
93,HC_NONINT,n0,HASH,s0,1,3,5,-2
93,HC_NONINT,n1,HASH,s1,1,1,4,-3
93,HC_NONINT,n1,HASH,n0,0,1,4,-3
93,HC_NONINT,n3,AGSE,n2,0,6,4,2
93,HC_NONINT,n4,AGSE,n3,0,1,2,-1
94,HC_SHIFT_UNDER_HASH,n0,SHIFT,s1,1,3,5,-2
94,HC_SHIFT_UNDER_HASH,n1,HASH,n0,0,1,4,-3
94,HC_SHIFT_UNDER_HASH,n1,HASH,s1,1,3,5,-2
94,HC_SHIFT_UNDER_HASH,n2,HASH,n0,0,1,4,-3
94,HC_SHIFT_UNDER_HASH,n2,HASH,s1,1,3,5,-2
94,HC_SHIFT_UNDER_HASH,n3,HASH,n2,0,1,4,-3
94,HC_SHIFT_UNDER_HASH,n3,HASH,s0,1,18,19,-1
94,HC_SHIFT_UNDER_HASH,n4,AGSE,s0,1,3,19,-16
94,HC_SHIFT_UNDER_HASH,n5,SUB,n4,0,2,1,1
95,HC_INT,n0,HASH,s1,1,1,4,-3
95,HC_INT,n0,HASH,s0,1,1,4,-3
96,HC_SINGLE,n0,AGSE,s2,1,4,4,0
97,HC_DEEP,n1,NTHETA,s1,1,2,4,-2
97,HC_DEEP,n3,NTHETA,s0,1,2,6,-4
97,HC_DEEP,n4,SHIFT,s0,1,6,6,0
97,HC_DEEP,n5,SHIFT,n0,0,6,6,0
99,SHIFT,n0,SHIFT,s1,1,4,4,0
100,HASH,n0,HASH,s2,1,1,4,-3
100,HASH,n0,HASH,s0,1,2,4,-2
100,HASH,n1,HASH,s1,1,1,4,-3
100,HASH,n1,HASH,s2,1,1,4,-3
101,ADD,n0,ADD,s0,1,3,3,0
101,ADD,n0,ADD,s1,1,3,3,0
101,ADD,n1,ADD,n0,0,1,1,0
101,ADD,n1,ADD,s0,1,3,3,0
101,ADD,n2,ADD,s0,1,3,3,0
101,ADD,n2,ADD,n0,0,1,1,0
102,SUB,n0,SUB,s0,1,8,8,0
102,SUB,n1,SUB,n0,0,1,3,-2
102,SUB,n2,SUB,n0,0,7,3,4
102,SUB,n3,SUB,n0,0,3,3,0
102,SUB,n4,SUB,n2,0,4,2,2
102,SUB,n5,SUB,n2,0,3,2,1
103,THETA,n0,THETA,s1,1,4,5,-1
103,THETA,n1,THETA,s0,1,3,4,-1
104,NTHETA,n0,NTHETA,s2,1,2,4,-2
104,NTHETA,n1,NTHETA,s0,1,2,4,-2
104,NTHETA,n2,NTHETA,s1,1,2,4,-2
104,NTHETA,n3,NTHETA,s2,1,2,4,-2
105,AGSE,n0,AGSE,s0,1,4,4,0
105,AGSE,n1,AGSE,s0,1,4,4,0
105,AGSE,n2,AGSE,n0,0,1,1,0
105,AGSE,n3,AGSE,n2,0,3,3,0
105,AGSE,n4,AGSE,n2,0,2,3,-1
107,HC_NONINT,n0,HASH,s1,1,2,7,-5
107,HC_NONINT,n0,HASH,s0,1,1,4,-3
107,HC_NONINT,n1,HASH,s0,1,1,4,-3
107,HC_NONINT,n1,HASH,s1,1,6,7,-1
107,HC_NONINT,n2,HASH,s0,1,1,4,-3
107,HC_NONINT,n2,HASH,n0,0,5,6,-1
107,HC_NONINT,n3,SHIFT,n0,0,4,6,-2
108,HC_SHIFT_UNDER_HASH,n0,HASH,s1,1,1,4,-3
108,HC_SHIFT_UNDER_HASH,n0,HASH,s2,1,1,4,-3
108,HC_SHIFT_UNDER_HASH,n1,SHIFT,s0,1,3,3,0
108,HC_SHIFT_UNDER_HASH,n2,SHIFT,s1,1,2,4,-2
108,HC_SHIFT_UNDER_HASH,n4,AGSE,n1,0,2,4,-2
108,HC_SHIFT_UNDER_HASH,n5,HASH,n1,0,1,4,-3
108,HC_SHIFT_UNDER_HASH,n5,HASH,n0,0,14,16,-2
109,HC_INT,n0,HASH,s1,1,1,4,-3
109,HC_INT,n0,HASH,s0,1,1,4,-3
109,HC_INT,n1,HASH,s1,1,1,4,-3
109,HC_INT,n1,HASH,s0,1,1,4,-3
110,HC_SINGLE,n0,SHIFT,s0,1,2,2,0
111,HC_DEEP,n0,AGSE,s0,1,3,3,0
111,HC_DEEP,n1,SUB,s2,1,7,7,0
111,HC_DEEP,n2,AGSE,n0,0,5,3,2
111,HC_DEEP,n3,THETA,s1,1,4,5,-1
113,SHIFT,n0,SHIFT,s0,1,2,2,0
113,SHIFT,n1,SHIFT,n0,0,4,4,0
113,SHIFT,n2,SHIFT,s1,1,3,3,0
114,HASH,n0,HASH,s1,1,2,10,-8
114,HASH,n0,HASH,s0,1,1,4,-3
114,HASH,n1,HASH,s2,1,2,4,-2
114,HASH,n1,HASH,s0,1,1,4,-3
114,HASH,n2,HASH,n0,0,3,5,-2
114,HASH,n2,HASH,n1,0,1,4,-3
114,HASH,n3,HASH,n1,0,1,4,-3
114,HASH,n3,HASH,s1,1,9,10,-1
115,ADD,n0,ADD,s0,1,4,4,0
115,ADD,n0,ADD,s1,1,4,4,0
115,ADD,n1,ADD,s1,1,4,4,0
115,ADD,n1,ADD,n0,0,1,1,0
115,ADD,n2,ADD,n1,0,1,1,0
115,ADD,n2,ADD,n0,0,1,1,0
115,ADD,n3,ADD,s1,1,4,4,0
115,ADD,n3,ADD,s0,1,4,4,0
116,SUB,n0,SUB,s0,1,6,8,-2
116,SUB,n1,SUB,n0,0,3,2,1
116,SUB,n2,SUB,n0,0,3,2,1
116,SUB,n3,SUB,s0,1,8,8,0
117,THETA,n0,THETA,s0,1,2,4,-2
118,NTHETA,n0,NTHETA,s0,1,2,4,-2
119,AGSE,n0,AGSE,s0,1,3,3,0
119,AGSE,n1,AGSE,n0,0,2,2,0
119,AGSE,n2,AGSE,n1,0,1,2,-1
119,AGSE,n3,AGSE,s1,1,4,4,0
119,AGSE,n4,AGSE,n1,0,2,2,0
119,AGSE,n5,AGSE,n2,0,1,1,0
121,HC_NONINT,n1,AGSE,n0,0,2,5,-3
121,HC_NONINT,n2,HASH,s0,1,1,9,-8
121,HC_NONINT,n2,HASH,n0,0,4,5,-1
121,HC_NONINT,n3,SHIFT,s0,1,9,9,0
122,HC_SHIFT_UNDER_HASH,n1,SHIFT,s0,1,3,5,-2
122,HC_SHIFT_UNDER_HASH,n2,SUB,s1,1,10,10,0
122,HC_SHIFT_UNDER_HASH,n3,HASH,n1,0,1,4,-3
122,HC_SHIFT_UNDER_HASH,n3,HASH,s0,1,3,5,-2
123,HC_INT,n0,HASH,s0,1,1,4,-3
123,HC_INT,n0,HASH,s1,1,1,4,-3
123,HC_INT,n1,HASH,n0,0,1,4,-3
123,HC_INT,n1,HASH,s0,1,2,4,-2
124,HC_SINGLE,n1,AGSE,s1,1,3,3,0
125,HC_DEEP,n0,NTHETA,s1,1,2,4,-2
125,HC_DEEP,n1,SHIFT,n0,0,4,9,-5
125,HC_DEEP,n2,AGSE,n1,0,2,2,0
125,HC_DEEP,n3,SHIFT,n0,0,9,9,0
125,HC_DEEP,n4,AGSE,n0,0,1,9,-8
127,SHIFT,n0,SHIFT,s0,1,3,3,0
127,SHIFT,n1,SHIFT,n0,0,3,6,-3
127,SHIFT,n2,SHIFT,n1,0,9,9,0
127,SHIFT,n3,SHIFT,n0,0,6,6,0
128,HASH,n0,HASH,s0,1,1,4,-3
128,HASH,n0,HASH,s1,1,4,6,-2
128,HASH,n1,HASH,s1,1,3,6,-3
128,HASH,n1,HASH,n0,0,2,4,-2
128,HASH,n2,HASH,n1,0,2,4,-2
128,HASH,n2,HASH,n0,0,2,4,-2
128,HASH,n3,HASH,n2,0,3,5,-2
128,HASH,n3,HASH,s0,1,2,4,-2
129,ADD,n0,ADD,s1,1,3,3,0
129,ADD,n0,ADD,s0,1,42,42,0
129,ADD,n1,ADD,n0,0,1,1,0
129,ADD,n1,ADD,s0,1,42,42,0
129,ADD,n2,ADD,s0,1,42,42,0
129,ADD,n2,ADD,s1,1,3,3,0
129,ADD,n3,ADD,s1,1,3,3,0
129,ADD,n3,ADD,s0,1,42,42,0
129,ADD,n4,ADD,n2,0,1,1,0
129,ADD,n4,ADD,n0,0,1,1,0
130,SUB,n0,SUB,s2,1,5,5,0
131,THETA,n0,THETA,s0,1,4,5,-1
131,THETA,n1,THETA,s1,1,2,4,-2
131,THETA,n2,THETA,n1,0,3,4,-1
132,NTHETA,n0,NTHETA,s0,1,2,4,-2
132,NTHETA,n1,NTHETA,s0,1,2,4,-2
132,NTHETA,n2,NTHETA,n0,0,2,4,-2
132,NTHETA,n3,NTHETA,n2,0,2,4,-2
133,AGSE,n0,AGSE,s0,1,4,5,-1
133,AGSE,n1,AGSE,n0,0,2,2,0
133,AGSE,n2,AGSE,s0,1,5,5,0
133,AGSE,n3,AGSE,n2,0,2,2,0
135,HC_NONINT,n0,HASH,s1,1,1,4,-3
135,HC_NONINT,n0,HASH,s0,1,4,5,-1
135,HC_NONINT,n1,SHIFT,n0,0,4,4,0
136,HC_SHIFT_UNDER_HASH,n0,SHIFT,s1,1,4,4,0
136,HC_SHIFT_UNDER_HASH,n1,SHIFT,s0,1,9,10,-1
136,HC_SHIFT_UNDER_HASH,n2,HASH,s1,1,1,4,-3
136,HC_SHIFT_UNDER_HASH,n2,HASH,s0,1,7,10,-3
136,HC_SHIFT_UNDER_HASH,n3,HASH,s0,1,8,10,-2
136,HC_SHIFT_UNDER_HASH,n3,HASH,n1,0,1,4,-3
136,HC_SHIFT_UNDER_HASH,n4,HASH,s1,1,1,4,-3
136,HC_SHIFT_UNDER_HASH,n4,HASH,n2,0,1,4,-3
136,HC_SHIFT_UNDER_HASH,n5,HASH,s0,1,8,10,-2
136,HC_SHIFT_UNDER_HASH,n5,HASH,n3,0,1,4,-3
137,HC_INT,n0,SHIFT,s0,1,6,8,-2
137,HC_INT,n1,SHIFT,n0,0,2,4,-2
137,HC_INT,n2,HASH,n0,0,1,4,-3
137,HC_INT,n2,HASH,s0,1,6,8,-2
138,HC_SINGLE,n0,AGSE,s1,1,3,3,0
139,HC_DEEP,n0,HASH,s1,1,1,4,-3
139,HC_DEEP,n0,HASH,s0,1,5,7,-2
139,HC_DEEP,n1,NTHETA,n0,0,2,4,-2
139,HC_DEEP,n2,HASH,s0,1,5,7,-2
139,HC_DEEP,n2,HASH,n1,0,1,4,-3
139,HC_DEEP,n4,THETA,s0,1,2,7,-5
141,SHIFT,n0,SHIFT,s0,1,9,9,0
142,HASH,n0,HASH,s1,1,1,4,-3
142,HASH,n0,HASH,s2,1,2,4,-2
143,ADD,n0,ADD,s0,1,65,65,0
143,ADD,n0,ADD,s2,1,4,4,0
143,ADD,n1,ADD,s1,1,7,7,0
143,ADD,n1,ADD,s2,1,4,4,0
143,ADD,n2,ADD,s2,1,4,4,0
143,ADD,n2,ADD,s0,1,65,65,0
143,ADD,n3,ADD,s0,1,65,65,0
143,ADD,n3,ADD,s2,1,4,4,0
144,SUB,n0,SUB,s1,1,7,7,0
145,THETA,n0,THETA,s0,1,4,5,-1
