plan,stratum,hard_classes,depth,node,kind,delta,engine_tail,oracle_c1,oracle_c2,replica_tail,step_c1,step_c2,agree_c1,agree_c2,agree_step_c1,agree_step_c2,local_a,local_b,h10b_eligible,divergence_a,divergence_b,predicted_form
9631,HC_DEEP,HC_DEEP,6,n0,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9631,HC_DEEP,HC_DEEP,6,n1,NTHETA,2/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9631,HC_DEEP,HC_DEEP,6,n2,ADD,4/25,1,1,2,1,1,2,1,0,1,1,0,1,0,1,0,
9631,HC_DEEP,HC_DEEP,6,n3,NTHETA,6/25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9631,HC_DEEP,HC_DEEP,6,n4,REDUCE,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9631,HC_DEEP,HC_DEEP,6,n5,REDUCE,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9632,PASS,,1,n0,PASS,3/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9633,SHIFT,"HC_DEEP,HC_SINGLE",6,n0,SHIFT,1,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
9633,SHIFT,"HC_DEEP,HC_SINGLE",6,n1,SHIFT,1,9,9,11,9,9,10,1,0,1,0,9,9,0,0,0,
9633,SHIFT,"HC_DEEP,HC_SINGLE",6,n2,SHIFT,1,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
9633,SHIFT,"HC_DEEP,HC_SINGLE",6,n3,SHIFT,1,4,4,6,4,4,5,1,0,1,0,4,4,0,0,0,
9633,SHIFT,"HC_DEEP,HC_SINGLE",6,n4,SHIFT,1,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9633,SHIFT,"HC_DEEP,HC_SINGLE",6,n5,SHIFT,1,3,3,5,3,3,4,1,0,1,0,3,3,0,0,0,
9634,HASH,"HC_INT,HC_NONINT",2,n0,HASH,1/6,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9634,HASH,"HC_INT,HC_NONINT",2,n1,HASH,1/11,2,2,4,2,2,4,1,0,1,1,2,2,0,0,0,
9635,ADD,,3,n0,ADD,1/16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9635,ADD,,3,n1,ADD,1/16,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9635,ADD,,3,n2,ADD,1/10,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
9636,SUB,HC_DEEP,5,n0,SUB,5/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9636,SUB,HC_DEEP,5,n1,SUB,8/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9636,SUB,HC_DEEP,5,n2,SUB,5/2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9636,SUB,HC_DEEP,5,n3,SUB,8,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
9636,SUB,HC_DEEP,5,n4,SUB,5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
9637,THETA,HC_DEEP,5,n0,THETA,6/25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9637,THETA,HC_DEEP,5,n1,THETA,6/25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9637,THETA,HC_DEEP,5,n2,THETA,9/25,2,1,2,2,2,2,0,1,0,1,1,2,0,0,-1,
9637,THETA,HC_DEEP,5,n3,THETA,48/125,2,2,2,2,2,2,1,1,1,1,1,2,0,1,0,
9637,THETA,HC_DEEP,5,n4,THETA,4/15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9638,NTHETA,HC_DEEP,5,n0,NTHETA,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9638,NTHETA,HC_DEEP,5,n1,NTHETA,16/75,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9638,NTHETA,HC_DEEP,5,n2,NTHETA,8/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9638,NTHETA,HC_DEEP,5,n3,NTHETA,16/25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9638,NTHETA,HC_DEEP,5,n4,NTHETA,10/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9639,AGSE,HC_DEEP,5,n0,AGSE,1/6,6,6,7,6,6,6,1,0,1,0,0,6,0,6,0,
9639,AGSE,HC_DEEP,5,n1,AGSE,1/6,6,6,7,6,6,6,1,0,1,0,0,6,0,6,0,
9639,AGSE,HC_DEEP,5,n2,AGSE,1/6,6,6,8,6,6,7,1,0,1,0,6,6,0,0,0,
9639,AGSE,HC_DEEP,5,n3,AGSE,1/6,6,6,8,6,6,7,1,0,1,0,6,6,0,0,0,
9639,AGSE,HC_DEEP,5,n4,AGSE,1/3,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9640,REDUCE,HC_SINGLE,1,n0,REDUCE,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9641,HC_NONINT,HC_NONINT,3,n0,HASH,15/74,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
9641,HC_NONINT,HC_NONINT,3,n1,SUB,30/37,1,0,0,1,1,1,0,0,0,0,1,1,0,-1,-1,
9641,HC_NONINT,HC_NONINT,3,n2,SUB,5/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9642,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n0,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9642,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n1,SHIFT,1,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9642,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n2,SHIFT,1,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9642,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n3,HASH,1/2,10,10,13,10,10,12,1,0,1,0,10,10,0,0,0,
9642,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n4,PASS,1,5,5,7,5,5,6,1,0,1,0,5,5,0,0,0,
9642,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n5,SHIFT,1,13,13,15,13,13,14,1,0,1,0,13,13,1,0,0,1
9643,HC_INT,"HC_DEEP,HC_INT",5,n0,AGSE,1,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9643,HC_INT,"HC_DEEP,HC_INT",5,n1,SUB,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9643,HC_INT,"HC_DEEP,HC_INT",5,n2,AGSE,1/2,4,4,7,4,4,6,1,0,1,0,2,4,0,2,0,
9643,HC_INT,"HC_DEEP,HC_INT",5,n3,HASH,2/5,6,6,10,6,6,10,1,0,1,1,5,6,0,1,0,
9643,HC_INT,"HC_DEEP,HC_INT",5,n4,SHIFT,2,3,2,3,3,2,2,0,1,1,0,2,2,0,0,0,
9644,HC_SINGLE,HC_SINGLE,3,n0,PASS,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9644,HC_SINGLE,HC_SINGLE,3,n1,REDUCE,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9644,HC_SINGLE,HC_SINGLE,3,n2,REDUCE,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9645,HC_DEEP,HC_DEEP,5,n0,AGSE,1/3,2,2,2,2,2,2,1,1,1,1,0,2,0,2,0,
9645,HC_DEEP,HC_DEEP,5,n1,SUB,4/3,1,0,0,1,1,1,0,0,0,0,1,1,0,-1,-1,
9645,HC_DEEP,HC_DEEP,5,n2,REDUCE,4/3,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,
9645,HC_DEEP,HC_DEEP,5,n3,AGSE,2/9,5,5,5,5,5,5,1,1,1,1,3,5,0,2,0,
9645,HC_DEEP,HC_DEEP,5,n4,SUB,2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9646,PASS,,3,n0,PASS,1/2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9646,PASS,,3,n1,PASS,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9646,PASS,,3,n2,PASS,1/4,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
9647,SHIFT,"HC_DEEP,HC_SINGLE",5,n0,SHIFT,1/4,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
9647,SHIFT,"HC_DEEP,HC_SINGLE",5,n1,SHIFT,1/4,13,13,15,13,13,14,1,0,1,0,13,13,0,0,0,
9647,SHIFT,"HC_DEEP,HC_SINGLE",5,n2,SHIFT,1/4,14,14,17,14,14,16,1,0,1,0,14,14,0,0,0,
9647,SHIFT,"HC_DEEP,HC_SINGLE",5,n3,SHIFT,1/4,16,16,20,16,16,19,1,0,1,0,16,16,0,0,0,
9647,SHIFT,"HC_DEEP,HC_SINGLE",5,n4,SHIFT,1/4,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9648,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n0,HASH,1/10,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9648,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n1,HASH,1/15,2,2,4,2,2,3,1,0,1,0,2,2,0,0,0,
9648,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n2,HASH,1/20,3,3,6,3,3,6,1,0,1,1,3,3,0,0,0,
9648,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n3,HASH,1/25,4,4,8,4,4,8,1,0,1,1,4,4,0,0,0,
9648,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n4,HASH,1/10,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9648,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n5,HASH,1/15,3,3,5,3,3,4,1,0,1,0,2,3,0,1,0,
9649,ADD,,1,n0,ADD,2/5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9650,SUB,,1,n0,SUB,4/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9651,THETA,HC_DEEP,4,n0,THETA,8/5,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9651,THETA,HC_DEEP,4,n1,THETA,3/8,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9651,THETA,HC_DEEP,4,n2,THETA,2/3,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9651,THETA,HC_DEEP,4,n3,THETA,2,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9652,NTHETA,HC_DEEP,4,n0,NTHETA,7/25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9652,NTHETA,HC_DEEP,4,n1,NTHETA,5/24,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9652,NTHETA,HC_DEEP,4,n2,NTHETA,12/25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9652,NTHETA,HC_DEEP,4,n3,NTHETA,4/15,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9653,AGSE,,1,n0,AGSE,1/20,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
9654,REDUCE,HC_DEEP,4,n0,REDUCE,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9654,REDUCE,HC_DEEP,4,n1,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9654,REDUCE,HC_DEEP,4,n2,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9654,REDUCE,HC_DEEP,4,n3,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9655,HC_NONINT,"HC_DEEP,HC_NONINT",6,n0,SUB,3/5,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9655,HC_NONINT,"HC_DEEP,HC_NONINT",6,n1,HASH,6/25,3,2,3,3,2,3,0,1,1,1,0,1,0,2,1,
9655,HC_NONINT,"HC_DEEP,HC_NONINT",6,n2,SUB,8/5,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9655,HC_NONINT,"HC_DEEP,HC_NONINT",6,n3,HASH,49/415,12,6,11,12,6,12,0,0,1,0,0,5,0,6,1,
9655,HC_NONINT,"HC_DEEP,HC_NONINT",6,n4,HASH,98/1075,18,10,16,18,10,17,0,0,1,0,8,9,0,2,1,
9655,HC_NONINT,"HC_DEEP,HC_NONINT",6,n5,SUB,12/25,2,1,2,2,1,2,0,1,1,1,1,1,0,0,0,
9656,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n0,SUB,32/75,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9656,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n1,SHIFT,32/75,6,5,6,6,5,5,0,1,1,0,5,5,0,0,0,
9656,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n2,HASH,32/235,19,16,19,19,16,19,0,1,1,1,16,16,0,0,0,
9656,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n3,PASS,32/75,6,5,7,6,5,6,0,0,1,0,5,5,0,0,0,
9656,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n4,AGSE,16/75,6,4,5,6,4,4,0,0,1,0,0,4,0,4,0,
9657,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",6,n0,PASS,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9657,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",6,n1,HASH,1/6,1,1,4,1,1,3,1,0,1,0,0,1,0,1,0,
9657,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",6,n2,HASH,1/9,2,2,7,2,2,6,1,0,1,0,2,2,0,0,0,
9657,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",6,n3,PASS,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9657,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",6,n4,SUB,5/18,1,1,3,1,1,3,1,0,1,1,1,1,0,0,0,
9657,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",6,n5,SHIFT,1/3,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9658,HC_SINGLE,HC_SINGLE,1,n0,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9659,HC_DEEP,"HC_DEEP,HC_NONINT",6,n0,HASH,2/21,4,4,5,4,4,4,1,0,1,0,0,4,0,4,0,
9659,HC_DEEP,"HC_DEEP,HC_NONINT",6,n1,AGSE,2/5,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
9659,HC_DEEP,"HC_DEEP,HC_NONINT",6,n2,AGSE,1/10,18,18,23,18,18,22,1,0,1,0,12,18,0,6,0,
9659,HC_DEEP,"HC_DEEP,HC_NONINT",6,n3,THETA,16/25,3,3,4,3,3,4,1,0,1,1,2,3,0,1,0,
9659,HC_DEEP,"HC_DEEP,HC_NONINT",6,n4,SHIFT,16/25,5,5,7,5,5,6,1,0,1,0,5,5,0,0,0,
9659,HC_DEEP,"HC_DEEP,HC_NONINT",6,n5,THETA,8/63,4,4,5,4,4,5,1,0,1,1,3,4,0,1,0,
9660,PASS,HC_DEEP,5,n0,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9660,PASS,HC_DEEP,5,n1,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9660,PASS,HC_DEEP,5,n2,PASS,5/8,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,
9660,PASS,HC_DEEP,5,n3,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9660,PASS,HC_DEEP,5,n4,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9661,SHIFT,,3,n0,SHIFT,1/2,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9661,SHIFT,,3,n1,SHIFT,1/2,6,6,8,6,6,7,1,0,1,0,6,6,0,0,0,
9661,SHIFT,,3,n2,SHIFT,1/2,8,8,11,8,8,10,1,0,1,0,8,8,0,0,0,
9662,HASH,HC_NONINT,1,n0,HASH,1/9,2,2,3,2,2,2,1,0,1,0,0,2,1,2,0,2
9663,ADD,,1,n0,ADD,1/8,4,4,5,4,4,4,1,0,1,0,0,4,0,4,0,
9664,SUB,HC_DEEP,6,n0,SUB,8/9,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9664,SUB,HC_DEEP,6,n1,SUB,2/3,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9664,SUB,HC_DEEP,6,n2,SUB,32/9,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
9664,SUB,HC_DEEP,6,n3,SUB,5/6,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9664,SUB,HC_DEEP,6,n4,SUB,32/9,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
9664,SUB,HC_DEEP,6,n5,SUB,32/9,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,
9665,THETA,,2,n0,THETA,16/75,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9665,THETA,,2,n1,THETA,16/25,2,1,1,2,2,2,0,0,0,0,1,2,0,0,-1,
9666,NTHETA,,2,n0,NTHETA,5/6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9666,NTHETA,,2,n1,NTHETA,35/24,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9667,AGSE,HC_DEEP,5,n0,AGSE,3/25,2,2,2,2,2,2,1,1,1,1,0,2,0,2,0,
9667,AGSE,HC_DEEP,5,n1,AGSE,1/32,5,5,6,5,5,5,1,0,1,0,0,5,0,5,0,
9667,AGSE,HC_DEEP,5,n2,AGSE,1/32,6,6,7,6,6,6,1,0,1,0,0,6,0,6,0,
9667,AGSE,HC_DEEP,5,n3,AGSE,3/25,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9667,AGSE,HC_DEEP,5,n4,AGSE,3/25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9668,REDUCE,"HC_DEEP,HC_SINGLE",5,n0,REDUCE,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9668,REDUCE,"HC_DEEP,HC_SINGLE",5,n1,REDUCE,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9668,REDUCE,"HC_DEEP,HC_SINGLE",5,n2,REDUCE,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9668,REDUCE,"HC_DEEP,HC_SINGLE",5,n3,REDUCE,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9668,REDUCE,"HC_DEEP,HC_SINGLE",5,n4,REDUCE,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9669,HC_NONINT,HC_NONINT,3,n0,AGSE,3/200,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9669,HC_NONINT,HC_NONINT,3,n1,HASH,1/108,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
9669,HC_NONINT,HC_NONINT,3,n2,SUB,7/300,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9670,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,SUB,2/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9670,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,HASH,2/21,9,4,5,9,4,4,0,0,1,0,0,4,0,4,0,
9670,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,SHIFT,2/21,12,7,9,12,7,8,0,0,1,0,7,7,0,0,0,
9670,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,HASH,6/83,16,10,12,16,10,12,0,0,1,1,10,10,0,0,0,
9670,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,SUB,4/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9670,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,HASH,3/34,4,4,4,4,4,4,1,1,1,1,0,3,0,4,1,
9671,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,AGSE,2/15,5,5,6,5,5,5,1,0,1,0,0,5,0,5,0,
9671,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,SHIFT,2/5,5,5,6,5,5,5,1,0,1,0,5,5,0,0,0,
9671,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,SHIFT,2/5,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9671,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,HASH,1/5,11,11,14,11,11,13,1,0,1,0,10,11,0,1,0,
9671,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,HASH,1/5,10,10,13,10,10,12,1,0,1,0,10,10,0,0,0,
9671,HC_INT,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,HASH,2/15,15,15,20,15,15,20,1,0,1,1,15,15,0,0,0,
9672,HC_SINGLE,HC_SINGLE,3,n0,SHIFT,1/4,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9672,HC_SINGLE,HC_SINGLE,3,n1,SHIFT,1/4,6,6,8,6,6,7,1,0,1,0,6,6,0,0,0,
9672,HC_SINGLE,HC_SINGLE,3,n2,SHIFT,1/4,6,6,8,6,6,7,1,0,1,0,6,6,0,0,0,
9673,HC_DEEP,HC_DEEP,5,n0,SHIFT,2/3,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
9673,HC_DEEP,HC_DEEP,5,n1,SUB,8/3,2,2,2,2,2,3,1,1,1,0,2,2,0,0,0,
9673,HC_DEEP,HC_DEEP,5,n2,AGSE,2,4,4,5,4,4,4,1,0,1,0,3,4,0,1,0,
9673,HC_DEEP,HC_DEEP,5,n3,REDUCE,8/3,2,2,3,2,2,2,1,0,1,0,2,2,0,0,0,
9673,HC_DEEP,HC_DEEP,5,n4,SHIFT,2,5,5,7,5,5,6,1,0,1,0,5,5,0,0,0,
9674,PASS,,2,n0,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9674,PASS,,2,n1,PASS,1/10,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9675,SHIFT,HC_DEEP,6,n0,SHIFT,2/5,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
9675,SHIFT,HC_DEEP,6,n1,SHIFT,2/5,8,8,10,8,8,9,1,0,1,0,8,8,0,0,0,
9675,SHIFT,HC_DEEP,6,n2,SHIFT,1/16,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,
9675,SHIFT,HC_DEEP,6,n3,SHIFT,2/5,3,3,4,3,3,3,1,0,1,0,3,3,0,0,0,
9675,SHIFT,HC_DEEP,6,n4,SHIFT,2/5,5,5,7,5,5,6,1,0,1,0,5,5,0,0,0,
9675,SHIFT,HC_DEEP,6,n5,SHIFT,2/5,7,7,10,7,7,9,1,0,1,0,7,7,0,0,0,
9676,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n0,HASH,147/1294,5,5,5,5,5,5,1,1,1,1,0,4,0,5,1,
9676,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n1,HASH,147/1294,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
9676,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n2,HASH,147/2000,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9676,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n3,HASH,147/2000,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9676,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n4,HASH,49/1098,13,13,13,13,13,13,1,1,1,1,13,13,0,0,0,
9676,HASH,"HC_DEEP,HC_INT,HC_NONINT",6,n5,HASH,147/2000,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9677,ADD,,2,n0,ADD,1/16,1,1,2,1,1,1,1,0,1,0,0,1,0,1,0,
9677,ADD,,2,n1,ADD,1/16,1,1,3,1,1,2,1,0,1,0,1,1,0,0,0,
9678,SUB,HC_DEEP,6,n0,SUB,8/25,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9678,SUB,HC_DEEP,6,n1,SUB,16/25,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
9678,SUB,HC_DEEP,6,n2,SUB,8/5,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9678,SUB,HC_DEEP,6,n3,SUB,8/25,1,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,
9678,SUB,HC_DEEP,6,n4,SUB,24/25,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,
9678,SUB,HC_DEEP,6,n5,SUB,12/5,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9679,THETA,,3,n0,THETA,3/4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9679,THETA,,3,n1,THETA,9/20,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,
9679,THETA,,3,n2,THETA,3/4,1,0,1,1,1,1,0,1,0,1,0,1,0,0,-1,
9680,NTHETA,,2,n0,NTHETA,3/4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9680,NTHETA,,2,n1,NTHETA,9/8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
9681,AGSE,,2,n0,AGSE,1/32,3,3,4,3,3,3,1,0,1,0,0,3,0,3,0,
9681,AGSE,,2,n1,AGSE,1/8,4,4,5,4,4,4,1,0,1,0,0,4,0,4,0,
9682,REDUCE,HC_DEEP,6,n0,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9682,REDUCE,HC_DEEP,6,n1,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9682,REDUCE,HC_DEEP,6,n2,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9682,REDUCE,HC_DEEP,6,n3,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9682,REDUCE,HC_DEEP,6,n4,REDUCE,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9682,REDUCE,HC_DEEP,6,n5,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,
9683,HC_NONINT,HC_NONINT,3,n0,SHIFT,1/8,8,8,9,8,8,8,1,0,1,0,8,8,0,0,0,
9683,HC_NONINT,HC_NONINT,3,n1,HASH,3/34,2,2,2,2,2,2,1,1,1,1,0,1,0,2,1,
9683,HC_NONINT,HC_NONINT,3,n2,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2
