case,profile,rep,scale,f_phi_hz,samples,exit_code,compute_median_ns,compute_p99_ns,compute_max_ns,compute_sum_ns,wake_p999_ns,e2e_p50_ns,e2e_p99_ns,e2e_p999_ns,e2e_max_ns,vmhwm_kb,cpu_ticks,compile_ns,probe_ns,r1,r2,nodes_public,nodes_substrates,tokens_from,tokens_fields,capacity_streams,capacity_sum,capacity_max,mat_bytes,mat_mem_bytes,artifacts_sha256,artifact_count,wall_ms
W2_Q01,STRUCT,12,6,90,684,0,145359,326904,372330,99233738,36924,188633,450302,470462,513572,20340,34,260813,1666,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
W2_Q32,OFF,7,6,90,684,0,2484011,2860526,2945322,1334835488,35457,2549152,2996902,3091330,3091407,20472,162,1576631,3112,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6109
W2_Q08,ALGSTRUCT,15,6,90,684,0,659771,814473,841881,366011976,33068,716255,939609,958453,975763,20340,61,592605,1649,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q01,OFF,7,6,90,684,0,146683,336292,399051,101093525,36560,190841,459360,483843,556854,20340,33,196796,1795,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q01,OFF,6,6,90,684,0,144711,325386,344774,99429101,35960,187984,445289,464704,470696,20340,33,196184,1518,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q01,STRUCT,8,6,90,684,0,141924,329070,346775,99239228,37950,186347,455763,469051,479956,20340,33,262183,1555,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q08,STRUCT,12,6,90,684,0,623540,884657,895028,375009517,35826,701760,1013865,1038256,1038313,20340,62,575532,2074,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6070
W2_Q08,STRUCT_R1,13,6,90,684,0,643012,821324,838436,360453658,37841,711046,944788,965836,967001,20340,61,577680,1629,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q01,STRUCT_R1,6,6,90,684,0,137063,271053,407477,93797923,48686,200196,388315,404526,560532,20340,32,279720,1240,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q01,ALGSTRUCT,14,6,90,684,0,135692,272109,377348,93144228,49368,198945,390661,412279,439469,20340,32,272034,1130,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q01,OFF,1,6,90,684,0,145646,331755,340570,98748496,34887,188053,445039,457847,467615,20340,33,199906,1759,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q01,STRUCT,9,6,90,684,0,142137,323515,338015,98854196,38121,184869,445818,451211,472385,20340,33,267313,1981,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q32,STRUCT_R1,7,6,90,684,0,2433132,2701768,2768638,1293374160,35017,2522938,2843775,2894654,2932845,20468,157,2287310,3389,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6101
W2_Q01,STRUCT_R1,4,6,90,684,0,138137,264701,285700,94367828,32540,201760,383841,397347,407587,20340,32,271590,1334,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q01,STRUCT_R1,2,6,90,684,0,138582,262572,280608,93103447,36479,202038,382477,400287,405345,20340,32,277366,1594,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q08,STRUCT,9,6,90,684,0,625892,892454,903324,375339979,31488,704175,1022190,1040886,1042061,20340,62,588751,1946,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6075
W2_Q32,ALGSTRUCT,13,6,90,684,0,2449548,2762804,2949210,1303372413,42380,2537799,2905927,2959465,3120215,20472,158,2244700,3185,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6100
W2_Q08,STRUCT,13,6,90,684,0,614984,878695,930953,372010309,36453,693099,1005035,1038803,1088326,20340,62,580122,1705,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q08,OFF,6,6,90,684,0,640762,924212,941361,382630230,31364,715448,1052344,1069700,1079382,20340,63,461272,1927,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q32,STRUCT,14,6,90,684,0,2511687,2910507,2959691,1358886296,36611,2610263,3018729,3080441,3089733,20472,164,1889683,3297,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6101
W2_Q01,ALGSTRUCT,6,6,90,684,0,137331,271868,296331,94456100,39951,202094,390359,401683,408724,20340,32,272459,1168,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q08,STRUCT,11,6,90,684,0,635141,904602,966490,377427746,33239,713777,1025285,1088993,1100665,20340,62,579162,1740,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q08,OFF,9,6,90,684,0,622234,891232,903065,375676745,34205,702335,1015304,1041032,1049302,20340,62,462642,2112,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q01,ALGSTRUCT,13,6,90,684,0,137369,269108,284497,94394621,30497,201894,392544,405618,409577,20340,32,274591,1147,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
W2_Q32,OFF,10,6,90,684,0,2479873,2847693,2912896,1336632375,37937,2550228,2994849,3028949,3054342,20472,162,1591207,3424,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6097
W2_Q01,ALGSTRUCT,12,6,90,684,0,137397,263960,296793,93399233,42672,201038,385103,399397,418430,20344,32,273107,1353,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q08,OFF,5,6,90,684,0,619558,887546,949693,374030300,40355,700597,1016798,1048196,1071352,20340,62,461236,2148,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q01,STRUCT,14,6,90,684,0,145276,322942,380440,99125305,42268,189483,442170,450924,511521,20340,33,263998,1647,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q32,STRUCT_R1,8,6,90,684,0,2426252,2708176,2785230,1290442285,34289,2517511,2853877,2904237,2941295,20468,157,2212236,2852,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6111
W2_Q01,OFF,3,6,90,684,0,142619,326941,351034,99809266,33207,190012,446010,471616,472274,20340,34,200609,1574,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q32,ALGSTRUCT,9,6,90,684,0,2449530,2714139,2860526,1302151257,32398,2540492,2864283,2918773,2918963,20468,158,2250477,3278,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6101
W2_Q01,OFF,15,6,90,684,0,146017,323404,355941,100179757,33574,189746,440868,470648,480439,20340,33,201796,1443,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q08,STRUCT_R1,11,6,90,684,0,642132,816880,889379,358654593,42324,710055,943575,984393,1025110,20340,61,583179,1593,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q32,ALGSTRUCT,5,6,90,684,0,2447252,2714453,2838008,1300406417,40840,2538359,2852256,2921932,3022927,20468,157,2259477,3240,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6102
W2_Q08,STRUCT_R1,9,6,90,684,0,641049,812788,850269,360567761,37556,709199,940444,952416,960875,20340,61,584903,1628,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q01,STRUCT,4,6,90,684,0,145109,322553,396866,98326313,41240,187753,444424,474481,540396,20340,33,259145,1482,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q08,OFF,13,6,90,684,0,623466,890639,1047915,375755732,34939,703273,1015150,1041560,1216197,20340,62,458255,1722,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q32,STRUCT,13,6,90,684,0,2492900,2865155,2961896,1340940478,30992,2561092,3022410,3112916,3113570,20472,162,1944164,3612,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6100
W2_Q32,ALGSTRUCT,10,6,90,684,0,2460095,2811286,2845953,1313450505,40577,2551723,2952791,2980923,2987440,20476,160,2263884,3722,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6165
W2_Q32,OFF,12,6,90,684,0,2492391,2856786,3042487,1340784414,44920,2554881,3001875,3132128,3201408,20472,162,1563650,3037,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6105
W2_Q32,STRUCT,4,6,90,684,0,2475965,2849101,2917785,1332235300,36238,2545533,2996071,3029018,3068118,20472,161,1921054,3408,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6095
W2_Q08,STRUCT_R1,2,6,90,684,0,641326,806454,848399,359781393,36199,708803,936778,973869,999634,20340,61,584550,1741,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6069
W2_Q32,ALGSTRUCT,3,6,90,684,0,2441372,2728916,2913266,1299833578,30832,2529203,2862362,2914840,3062967,20468,157,2237959,3092,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6101
W2_Q01,OFF,2,6,90,684,0,144155,335719,344793,100731564,34710,189176,450401,468067,474656,20340,34,202388,1555,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q01,ALGSTRUCT,8,6,90,684,0,137294,270331,290997,93741821,42647,201690,390531,414467,415357,20340,32,277592,1239,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
W2_Q01,OFF,4,6,90,684,0,139961,329218,357793,98736642,43473,183051,451632,462096,483273,20340,33,204352,1609,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6070
W2_Q32,OFF,6,6,90,684,0,2531909,2948655,3060005,1364905434,32437,2621561,3094932,3120010,3210605,20472,165,1574780,3704,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6095
W2_Q32,OFF,3,6,90,684,0,2499705,2880618,3028265,1354413982,37282,2599251,2999855,3041667,3188828,20472,164,1567613,3315,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6100
W2_Q32,ALGSTRUCT,12,6,90,684,0,2451789,2720361,2821878,1303683755,34568,2542264,2873946,2898083,3019824,20468,158,2240830,3036,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6101
W2_Q01,STRUCT,10,6,90,684,0,144498,325293,368700,98967809,42353,186942,442949,456774,489179,20340,33,257535,1648,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6073
W2_Q08,STRUCT_R1,15,6,90,684,0,643577,820010,839621,359849429,36426,711096,950474,974420,977222,20340,61,589254,1555,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6068
W2_Q01,ALGSTRUCT,1,6,90,684,0,136878,271794,290275,93875477,36643,200514,384501,414444,420670,20340,32,273829,1501,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
W2_Q32,ALGSTRUCT,1,6,90,684,0,2463335,2751045,2926932,1305969668,36222,2554422,2884171,2977175,3075727,20468,159,2255328,3463,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6102
W2_Q32,STRUCT,8,6,90,684,0,2484029,2842397,2970265,1336424463,36212,2552396,2987844,3097327,3146910,20472,162,1883887,3390,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6099
W2_Q32,OFF,8,6,90,684,0,2496548,2866045,2951803,1342116122,33823,2562823,3002540,3103637,3114037,20472,162,1571447,3611,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6093
W2_Q01,OFF,11,6,90,684,0,143229,335348,353848,101522423,41164,190957,451447,474281,485522,20340,34,197441,1427,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q32,STRUCT_R1,10,6,90,684,0,2426752,2696490,2835878,1293668214,32425,2517002,2839498,2913915,2983082,20468,157,2218310,3241,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6101
W2_Q08,STRUCT,8,6,90,684,0,623502,891898,906435,374795061,42496,703121,1015617,1040215,1045615,20340,63,580625,1703,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q32,STRUCT_R1,6,6,90,684,0,2462289,2725416,2913970,1301385391,33644,2514679,2856211,2905831,2974324,20468,158,2237866,2852,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6107
W2_Q01,STRUCT_R1,1,6,90,684,0,138507,263479,291219,93084016,35810,203007,379859,393309,420233,20340,32,279867,1463,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6065
W2_Q32,OFF,11,6,90,684,0,2486474,2847803,2865026,1339375011,37777,2558439,2994565,3008747,3015956,20472,162,1578373,3536,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6098
W2_Q32,OFF,9,6,90,684,0,2478353,2852878,3022561,1337944251,33209,2548304,2992418,3130225,3200428,20472,162,1567760,3223,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6098
W2_Q01,ALGSTRUCT,15,6,90,684,0,139683,263423,289293,95046232,40054,202561,382122,417029,418996,20340,32,279035,1444,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q01,OFF,10,6,90,684,0,148091,336792,373089,101342524,33697,191229,457327,464988,491809,20340,34,200351,1443,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q32,ALGSTRUCT,7,6,90,684,0,2453919,2755379,3004302,1306807692,32081,2543482,2897863,2976939,3151669,20468,159,2256348,2999,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6095
W2_Q32,STRUCT,2,6,90,684,0,2482011,2828897,2846229,1331626563,33138,2538758,2970105,2986719,3001488,20472,161,1883500,3629,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6098
W2_Q08,ALGSTRUCT,8,6,90,684,0,652020,831399,891842,365212677,34268,721557,958663,994107,1017306,20340,61,589437,1501,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6069
W2_Q32,STRUCT_R1,3,6,90,684,0,2430243,2702435,2820767,1293345719,34314,2517998,2855044,2884278,2895316,20468,157,2224330,3221,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6102
W2_Q32,STRUCT,3,6,90,684,0,2527048,2944340,3166745,1362123651,37490,2610912,3089785,3110957,3342361,20472,165,1889611,3277,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6099
W2_Q32,STRUCT_R1,13,6,90,684,0,2426151,2738342,2880599,1293196062,33967,2513008,2879597,2941852,3032342,20468,157,2225775,3073,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6099
W2_Q32,STRUCT,9,6,90,684,0,2476687,2834044,3000525,1332841302,35805,2547218,2979662,3051704,3162726,20472,162,1898794,3482,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6099
W2_Q08,STRUCT_R1,7,6,90,684,0,642429,817288,850954,360022313,32747,709714,949572,966690,977568,20340,61,580532,1777,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6070
W2_Q08,OFF,12,6,90,684,0,616873,887194,915861,373834545,36081,697063,1011368,1044175,1052603,20340,62,469605,2186,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6075
W2_Q32,OFF,5,6,90,684,0,2477066,2845266,3003728,1336258514,34256,2550724,2991121,3122104,3151603,20476,162,1571485,3351,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6099
W2_Q01,STRUCT_R1,5,6,90,684,0,139378,269108,281923,95213249,40579,205570,395618,410383,414246,20340,32,273849,1370,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6067
W2_Q01,STRUCT_R1,9,6,90,684,0,138600,264868,288609,93828065,38933,203716,381912,420582,431114,20340,33,277792,1168,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6068
W2_Q01,STRUCT_R1,13,6,90,684,0,138017,266757,283553,93725670,42166,201914,390000,398915,411286,20340,32,275183,1314,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6064
W2_Q08,OFF,15,6,90,684,0,623206,891417,920842,375885127,33686,705237,1018194,1053480,1068564,20340,62,466143,2167,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6073
W2_Q01,ALGSTRUCT,9,6,90,684,0,137155,271553,289516,93927894,38864,201782,397136,408771,418702,20340,32,272719,1130,1,0,3,1,5,2,5,14,4,2136,2148,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6066
W2_Q32,OFF,14,6,90,684,0,2476122,2846415,3026654,1333471429,41503,2542058,2988508,3096339,3226452,20472,161,1571207,3387,0,0,34,2,100,34,6,15,4,68352,2140,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6102
W2_Q32,STRUCT_R1,5,6,90,684,0,2428206,2714343,2770675,1292463250,36085,2515790,2862152,2918232,2926303,20472,157,2224550,3241,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6104
W2_Q32,STRUCT_R1,11,6,90,684,0,2431743,2721749,2988562,1292945333,34060,2520639,2865185,2942051,3156964,20472,158,2253328,3500,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6098
W2_Q01,STRUCT,5,6,90,684,0,146424,333107,377015,99495115,32776,190293,453178,459531,493898,20340,33,266737,1982,0,0,3,2,7,3,6,15,4,2136,2140,90a4f1748b63365c8888a8d0ea195fa0ec0be64fe65b0d7b2cbdf94d035fa9f2,6,6069
W2_Q08,ALGSTRUCT,4,6,90,684,0,648586,826288,856250,365417181,35689,719147,951067,982581,993993,20340,61,585512,1833,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q32,STRUCT_R1,12,6,90,684,0,2421938,2713565,2845785,1287478668,34378,2513379,2858482,2918036,2947584,20468,157,2220068,3038,32,0,34,1,67,33,5,14,4,68352,2148,c7036f0cd78e68b89d71aa5c944ce975a7ca2bb2159bd6b51fa80a60daf1f23b,130,6095
W2_Q08,STRUCT,3,6,90,684,0,619641,888157,928008,373194629,38636,701360,1016134,1039935,1061994,20340,62,582254,1777,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6071
W2_Q08,ALGSTRUCT,3,6,90,684,0,647446,834361,855360,365235091,38397,716816,961983,985831,1000080,20340,61,591328,1721,8,0,10,1,19,9,5,14,4,17088,2148,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6074
W2_Q08,OFF,8,6,90,684,0,618243,899175,944527,373249711,40661,697470,1020065,1074682,1099406,20340,62,459699,2055,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6072
W2_Q08,OFF,2,6,90,684,0,624123,883416,898194,374529740,38794,705010,1009667,1024074,1031852,20340,63,465255,1887,0,0,10,2,28,10,6,15,4,17088,2140,fff1be797f538dae4057f68523f3c5c6e470039ba3414b928bcdfe61c50be65b,34,6070
