m4,3,1062
m4,4,741
m4,5,435
m4,6,1015
m4,7,835
m4,8,705
m4,9,994
m4,10,974
m4,11,842
m4,12,532
m4,13,583
m4,14,867
m4,15,344
m4,16,891
m4,17,955
m4,18,969
m4,19,763
m4,20,1020
m4,21,233
m4,22,517
m4,23,612
m4,24,531
m4,25,766
m4,26,1048
m4,27,893
m4,28,805
m4,29,877
m4,30,537
m4,31,1175
m4,32,310
m4,33,312
m4,34,299
m4,35,1150
m4,36,1007
m4,37,428
m4,38,958
m4,39,515
m4,40,845
m4,41,988
m4,42,392
m4,43,781
m4,44,679
m4,45,1183
m4,46,974
m4,47,703
m4,48,1120
m4,49,1208
m4,50,937
m4,51,264
m4,52,78
m4,53,1144
m4,54,976
m4,55,1033
m4,56,409
m4,57,574
m4,58,328
m4,59,479
m4,60,859
m4,61,184
m4,62,786
m4,63,932
m4,64,719
m4,65,1075
m4,66,1210
m4,67,416
m4,68,514
m4,69,807
m4,70,884
m4,71,546
m4,72,831
m4,73,542
m4,74,1020
m4,75,451
m4,76,615
m4,77,996
m4,78,912
m4,79,1063
m4,80,961
m4,81,889
m4,82,802
m4,83,594
m4,84,909
m4,85,1084
m4,86,470
m4,87,1075
m4,88,473
m4,89,1074
m4,90,1035
m4,91,1162
m4,92,1049
m4,93,1287
m4,94,258
m4,95,917
m4,96,786
m4,97,880
m4,98,843
m4,99,999
m4,100,1196
m4,101,940
m4,102,1186
m4,103,926
m4,104,994
m4,105,319
m4,106,1256
m4,107,582
m4,108,453
m4,109,496
m4,110,767
m4,111,1083
m4,112,629
m4,113,1140
m4,114,894
m4,115,435
m4,116,978
m4,117,645
m4,118,1226
m4,119,818
m4,120,1042
m4,121,621
m4,122,204
m4,123,978
m4,124,942
m4,125,1134
m4,126,222
m4,127,359
m4,128,807
m4,129,395
m4,130,405
m4,131,689
m4,132,451
m4,133,1116
m4,134,1263
m4,135,1120
m4,136,1147
m4,137,339
m4,138,621
m4,139,1064
m4,140,293
m4,141,470
m4,142,516
m4,143,1159
m4,144,477
m4,145,1023
m4,146,462
m4,147,194
m4,148,1080
m4,149,1000
m4,150,198
m4,151,777
m4,152,546
