case,profile,rep,scale,f_phi_hz,stream_hz,samples,exit_code,compute_median_ns,compute_p99_ns,compute_max_ns,compute_sum_ns,wake_p999_ns,e2e_p50_ns,e2e_p99_ns,e2e_p999_ns,e2e_max_ns,vmhwm_kb,cpu_ticks,compile_ns,probe_ns,r1,r2,nodes_public,nodes_substrates,tokens_from,tokens_fields,capacity_streams,capacity_sum,capacity_max,mat_bytes,mat_mem_bytes,artifacts_sha256,artifact_count,wall_ms
W3_d1,ALGSTRUCT,1,12,180,180,1368,0,632991,812204,896426,707983293,37489,698582,941826,984852,1048412,20692,100,587499,1594,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6075
W3_d1,STRUCT_R1,13,12,180,180,1368,0,643926,809352,876000,709396339,43592,697692,941353,980534,1012932,20692,101,590705,1944,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6077
W3_d3,STRUCT_R1,13,12,180,405,3078,0,641834,1057890,1185316,1512610726,992394,694106,1177378,1249554,1388792,21464,191,1417464,2315,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4789
W3_d3,OFF,13,12,180,405,3078,0,587481,1156112,1352241,1529290092,936297,636680,1286665,1422327,1510446,21464,192,1196852,2353,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
W3_d1,ALGSTRUCT,4,12,180,180,1368,0,634565,825001,864963,709307667,43224,701457,953771,1006617,1017133,20696,100,588408,1444,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6075
W3_d3,STRUCT,1,12,180,405,3078,0,590287,1151278,1327816,1538698816,952885,643587,1279968,1413260,1505427,21464,194,1427371,2315,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
W3_d3,STRUCT_R1,5,12,180,405,3078,0,644019,1065834,1160631,1519790535,1012660,700127,1188199,1254771,1276699,21464,191,1424390,2425,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4790
W3_d3,STRUCT_R1,8,12,180,405,3078,0,641519,1209575,1615075,1634094971,1373622,706319,1473773,1821262,1893529,21440,204,1421984,2184,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
W3_d1,OFF,12,12,180,180,1368,0,596593,877575,908426,727031294,43307,668033,1007406,1033791,1042820,20692,103,471037,2278,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6085
W3_d1,STRUCT,12,12,180,180,1368,0,598046,879334,919760,725870339,44553,670463,1001481,1059302,1066278,20696,102,567777,2019,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6077
W3_d3,STRUCT,6,12,180,405,3078,0,592509,1148241,1341871,1540073051,929188,640253,1270939,1433947,1485626,21460,193,1438148,2482,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4790
W3_d1,OFF,15,12,180,180,1368,0,597704,885389,927685,728418038,34770,671872,1013631,1069230,1074651,20696,103,456629,2038,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6077
W3_d1,ALGSTRUCT,8,12,180,180,1368,0,636250,820222,906834,712565774,50805,702364,948638,991875,1063854,20692,100,590242,1610,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6075
W3_d1,STRUCT,10,12,180,180,1368,0,599944,883056,902371,728731711,33269,671001,1014815,1036652,1040966,20696,103,578316,1943,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6080
W3_d1,STRUCT_R1,5,12,180,180,1368,0,630157,816519,895852,704675257,40989,697328,943010,999637,1051203,20696,100,590203,1741,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6079
W3_d1,OFF,9,12,180,180,1368,0,601000,885038,918037,730932839,40661,672262,1011690,1035934,1044782,20696,103,451998,2076,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6074
W3_d3,ALGSTRUCT,4,12,180,405,3078,0,660185,1080278,1204222,1553715339,1013467,713032,1199805,1271990,1307111,21460,193,1425536,2409,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4790
W3_d3,ALGSTRUCT,2,12,180,405,3078,0,649287,1074853,1196112,1532843104,1017641,701228,1197360,1294889,1333451,21464,192,1437185,2482,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4788
W3_d3,ALGSTRUCT,10,12,180,405,3078,0,658426,1165112,1541483,1661742479,1131858,742760,1301639,1511299,1643324,21464,211,1544390,2852,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4798
W3_d1,ALGSTRUCT,6,12,180,180,1368,0,631454,818075,868463,707091891,32970,695831,940820,966849,975243,20692,100,583501,1555,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6077
W3_d3,ALGSTRUCT,6,12,180,405,3078,0,648260,1072037,1217983,1535907254,1004424,701781,1202389,1260140,1292260,21464,193,1428444,2205,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4787
W3_d3,STRUCT,7,12,180,405,3078,0,601204,1170483,1394001,1562405045,937319,656279,1297742,1423711,1543641,21464,195,1420817,2425,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
W3_d1,OFF,10,12,180,180,1368,0,608926,890408,938037,736635268,47439,675028,1016201,1059866,1075524,20692,104,457149,2166,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6077
W3_d1,STRUCT_R1,14,12,180,180,1368,0,642815,819074,884019,710978686,44379,695279,942220,973069,996915,20696,100,579462,1427,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6077
W3_d3,OFF,7,12,180,405,3078,0,599629,1174075,1395908,1563057333,937918,653797,1301599,1427167,1473985,21464,196,1178889,2556,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4791
W3_d3,STRUCT,15,12,180,405,3078,0,588065,1143593,1482908,1530761896,943759,636210,1273002,1409396,1635938,21460,192,1409575,2870,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4794
W3_d1,STRUCT_R1,3,12,180,180,1368,0,642324,829612,947963,716080353,38142,706927,953263,1107906,1115853,20692,101,593037,1667,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6077
W3_d3,STRUCT,9,12,180,405,3078,0,589546,1156500,1336890,1538980073,939240,640863,1278863,1419037,1463273,21460,193,1435167,2241,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4792
W3_d1,STRUCT_R1,8,12,180,180,1368,0,632537,868426,1313760,719968790,68606,693912,1025930,1324940,1500043,20704,103,574945,1611,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6078
W3_d1,ALGSTRUCT,3,12,180,180,1368,0,642630,852834,1184815,728937093,66780,711962,954551,1203855,1277141,20696,106,604630,2278,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6086
W3_d1,STRUCT,1,12,180,180,1368,0,606092,884167,915259,731758703,33599,672445,1015343,1040618,1072357,20696,103,570574,2352,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6078
W3_d3,STRUCT,11,12,180,405,3078,0,587352,1146445,1370668,1528769454,945307,620725,1280134,1426581,1496950,21460,192,1427168,2648,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4792
W3_d3,STRUCT,3,12,180,405,3078,0,590852,1166704,1501408,1543773264,958610,621572,1293530,1431816,1719401,21464,194,1426926,2408,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4794
W3_d1,OFF,14,12,180,180,1368,0,597963,885889,920760,727467637,39819,671476,1020118,1041631,1054450,20692,103,453501,1722,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6076
W3_d3,STRUCT,14,12,180,405,3078,0,591019,1151427,1372019,1538494371,937198,625415,1278881,1454761,1510783,21464,194,1421520,2592,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
W3_d1,STRUCT,5,12,180,180,1368,0,598917,885371,1032871,728747868,41692,670898,1011593,1077504,1140444,20696,103,570314,2056,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6080
W3_d1,STRUCT,6,12,180,180,1368,0,600019,883556,937278,727861419,39149,671400,1011495,1057468,1076800,20692,103,567742,1832,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6074
W3_d1,STRUCT,9,12,180,180,1368,0,622269,907871,955019,744906304,43988,693419,1031398,1069835,1096803,20708,104,561520,2221,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6079
W3_d3,STRUCT,5,12,180,405,3078,0,603926,1178445,1470798,1563969973,966174,656429,1300833,1438971,1598848,21464,197,1421316,2537,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4790
W3_d3,OFF,8,12,180,405,3078,0,586537,1356723,1738761,1700881799,1274261,675250,1541724,1857131,1968357,21464,217,1173612,2518,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4795
W3_d1,ALGSTRUCT,11,12,180,180,1368,0,638490,828834,890779,715231189,37714,705896,950738,994450,1023742,20696,101,582650,1628,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6075
W3_d1,STRUCT_R1,6,12,180,180,1368,0,629741,816501,894333,706266913,38035,696566,951927,1034392,1095592,20692,100,579760,1630,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6079
W3_d3,STRUCT,13,12,180,405,3078,0,589963,1152259,1339408,1535852569,959734,625858,1278560,1436586,1496420,21464,193,1429428,2554,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
W3_d3,STRUCT,4,12,180,405,3078,0,587871,1190834,1407594,1562757439,960137,644257,1317993,1453281,1551883,21460,195,1409482,3019,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4802
W3_d3,STRUCT_R1,7,12,180,405,3078,0,641259,1069056,1148075,1519371607,1038325,699020,1194337,1255146,1301209,21464,191,1405296,1834,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
W3_d3,STRUCT_R1,6,12,180,405,3078,0,641037,1063390,1193131,1511979240,1007436,693446,1189049,1270449,1377144,21460,190,1437594,2555,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4789
W3_d1,OFF,1,12,180,180,1368,0,602093,881445,904963,731802286,51934,675203,1011740,1030319,1031758,20696,102,455537,2389,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6078
W3_d3,STRUCT,8,12,180,405,3078,0,589093,1159001,1388704,1539923192,948931,640179,1292796,1436101,1461189,21460,194,1432038,2370,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4790
W3_d3,STRUCT_R1,15,12,180,405,3078,0,644537,1065630,1160890,1521499743,1006778,697062,1187977,1232268,1315615,21460,191,1421111,2204,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4790
W3_d1,STRUCT_R1,11,12,180,180,1368,0,632491,820667,989223,708502710,39669,699891,953480,988802,1026229,20696,101,583408,1814,8,0,10,1,19,9,5,14,4,34368,4308,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6074
W3_d3,OFF,15,12,180,405,3078,0,587121,1375279,1751353,1704090320,1383236,662690,1588090,1907260,1976910,21480,214,1166073,2261,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4796
W3_d1,STRUCT,15,12,180,180,1368,0,600982,881390,981593,731587478,44353,674347,1015923,1057568,1089663,20696,103,576036,1797,0,0,10,2,28,10,6,15,4,34368,4300,8ddbcc7f9b06689df061e8aa42a9c97b497b353858025fd919f467020991e2ec,34,6078
W3_d3,ALGSTRUCT,8,12,180,405,3078,0,648713,1100834,1353057,1563391577,1031906,701086,1228817,1303687,1510531,21464,195,1429666,2908,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
W3_d3,ALGSTRUCT,12,12,180,405,3078,0,649797,1081593,1152889,1538727417,1011394,704179,1200895,1249102,1299111,21464,193,1428870,2186,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4792
W3_d3,OFF,3,12,180,405,3078,0,588482,1153778,1322167,1539713476,927196,645318,1282745,1417723,1432317,21464,193,1172926,2389,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4789
W3_d3,OFF,14,12,180,405,3078,0,606055,1184222,1412964,1578694702,946000,662945,1310275,1448771,1492194,21464,198,1172130,2852,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
W3_d3,STRUCT_R1,11,12,180,405,3078,0,646223,1069371,1172871,1525799384,1020215,690962,1191189,1257420,1269478,21464,192,1416594,2370,10,0,12,5,29,13,11,43,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4789
W3_d3,OFF,9,12,180,405,3078,0,588889,1165427,1329315,1537883130,938301,642623,1291461,1423563,1444206,21464,193,1182150,2351,0,0,12,8,42,16,14,46,8,60192,24320,b2bec6aa3c07c8dd779b780bfa185a0e58bdfe1731f1aa09a98d1bb5693767ad,36,4793
