ts_epoch,load1,mem_used_kb,temp_mC
1785488408,0.57,281748,39920
1785488409,0.57,302788,38946
1785488410,0.57,302784,38459
1785488411,0.57,309908,39920
1785488412,0.53,309568,40407
1785488413,0.53,306856,38946
1785488414,0.53,305280,39920
1785488415,0.53,295740,39433
1785488416,0.53,295288,39433
1785488417,0.48,295880,39920
1785488418,0.48,296384,39433
1785488419,0.48,295480,39920
1785488420,0.48,294964,40407
1785488421,0.48,299024,40894
1785488423,0.61,297536,40407
1785488424,0.61,297776,39920
1785488425,0.61,295056,39433
1785488426,0.61,295264,40407
1785488427,0.61,294024,40894
1785488428,0.56,296556,39920
1785488429,0.56,294984,39433
1785488430,0.56,297172,39433
1785488431,0.56,295552,40894
1785488432,0.56,294980,40407
1785488433,0.59,293936,39433
1785488434,0.59,278720,39920
1785488435,0.59,287348,39920
1785488436,0.59,287196,40407
1785488437,0.70,288900,39433
1785488438,0.70,289612,39920
1785488439,0.70,289568,40894
1785488440,0.70,279868,39920
1785488441,0.70,296904,40894
1785488442,0.65,295908,39433
1785488443,0.65,302880,39920
1785488444,0.65,302256,39920
1785488445,0.65,287176,41381
1785488446,0.65,296400,39433
1785488448,0.60,295528,39433
1785488449,0.60,295656,39920
1785488450,0.60,296056,39433
1785488451,0.60,294924,39920
1785488452,0.60,293176,41381
1785488453,0.79,299432,40407
1785488454,0.79,297336,39433
1785488455,0.79,296740,40894
1785488456,0.79,295820,40894
1785488457,0.79,296044,41381
1785488458,0.89,297548,40894
1785488459,0.89,295924,39920
1785488460,0.89,300180,40407
1785488461,0.89,298648,40894
1785488462,0.90,294228,41381
1785488463,0.90,290332,40407
1785488464,0.90,290324,39920
1785488465,0.90,290724,40894
1785488466,0.90,291984,40407
1785488467,0.98,290308,40894
1785488468,0.98,289708,40407
1785488469,0.98,290864,39920
1785488470,0.98,290144,40407
1785488471,0.98,289516,41381
1785488473,1.23,290020,39920
1785488474,1.23,289184,40894
1785488475,1.23,289064,40407
1785488476,1.23,293288,40407
1785488477,1.23,292212,40407
1785488478,1.29,292800,40894
1785488479,1.29,293512,40407
1785488480,1.29,291876,39920
1785488481,1.29,291528,39920
1785488482,1.29,290932,39920
1785488483,1.18,291112,40894
1785488484,1.18,298664,40894
1785488485,1.18,298404,40894
1785488486,1.18,298596,41868
1785488487,1.09,301520,40407
1785488488,1.09,299824,38946
1785488489,1.09,299484,39920
1785488490,1.09,298364,40894
1785488491,1.09,297060,39433
1785488492,1.48,295672,41381
1785488493,1.48,289152,40407
1785488494,1.48,296448,40407
1785488495,1.48,295380,39920
1785488497,1.48,299696,41381
1785488498,1.36,298368,41381
1785488499,1.36,287288,41381
1785488500,1.36,293644,39920
1785488501,1.36,291704,40407
1785488502,1.36,292428,40894
1785488503,1.25,292100,39920
1785488504,1.25,291776,40894
1785488505,1.25,279664,39433
1785488506,1.25,294524,41381
1785488507,1.25,294148,39920
1785488508,1.23,300268,40894
1785488509,1.23,299564,40894
1785488510,1.23,289064,40894
1785488511,1.23,299352,40407
1785488512,1.21,298036,40894
1785488513,1.21,298272,40407
1785488514,1.21,296856,40894
1785488515,1.21,296244,40407
1785488516,1.21,284116,40407
1785488517,1.12,298076,40894
1785488518,1.12,296888,40407
1785488519,1.12,300092,41868
1785488521,1.12,299116,40894
1785488522,1.12,281428,41381
1785488523,1.03,298008,40407
1785488524,1.03,296992,40407
1785488525,1.03,297904,40407
1785488526,1.03,297576,41381
1785488527,1.03,296836,39920
1785488528,1.11,297940,41868
1785488529,1.11,328892,40894
1785488530,1.11,319560,41381
1785488531,1.11,318440,41381
1785488532,1.11,311768,40894
1785488533,1.18,309224,40894
1785488534,1.18,304252,40894
1785488535,1.18,297776,40407
1785488536,1.18,297600,39920
1785488537,1.24,305064,41868
1785488538,1.24,304500,41868
1785488539,1.24,303196,40407
1785488540,1.24,297748,39920
1785488541,1.24,297544,39433
1785488542,1.30,297224,40407
1785488543,1.30,297328,40407
1785488544,1.30,295364,40894
1785488546,1.30,303448,41381
1785488547,1.30,306324,41868
1785488548,1.20,304752,39920
1785488549,1.20,302856,40407
1785488550,1.20,300560,39433
1785488551,1.20,300136,40894
1785488552,1.20,298548,40894
1785488553,1.34,292076,41868
1785488554,1.34,291328,40407
1785488555,1.34,291364,40407
1785488556,1.34,294388,40894
1785488557,1.34,292988,41381
1785488558,1.32,292828,40894
1785488559,1.32,287292,40407
1785488560,1.32,294912,40407
1785488561,1.32,293384,40407
1785488562,1.21,295852,40407
1785488563,1.21,296860,40407
1785488564,1.21,294684,41381
1785488565,1.21,284032,39920
1785488566,1.21,294888,41381
1785488567,1.19,294308,39920
1785488568,1.19,294268,40894
1785488570,1.19,293776,41381
1785488571,1.19,293376,40894
1785488572,1.19,292676,41381
1785488573,1.34,286404,41381
1785488574,1.34,286396,39433
1785488575,1.34,288664,40407
1785488576,1.34,288848,40894
1785488577,1.34,289024,40894
1785488578,1.23,288408,39920
1785488579,1.23,289768,39433
1785488580,1.23,289280,40407
1785488581,1.23,292916,41381
1785488582,1.23,292604,40407
1785488583,1.53,293108,40407
1785488584,1.53,293048,40894
1785488585,1.53,293552,41868
1785488586,1.53,292128,40894
1785488587,1.65,293640,41381
1785488588,1.65,293896,40894
1785488589,1.65,292864,41381
1785488590,1.65,292664,41868
1785488591,1.65,283472,40894
1785488592,1.52,292872,40407
1785488594,1.52,293116,40894
1785488595,1.52,300252,40407
1785488596,1.52,298828,40894
1785488597,1.52,299232,41868
1785488598,1.56,296920,40407
1785488599,1.56,298768,41381
1785488600,1.56,298024,40894
1785488601,1.56,297436,41868
1785488602,1.56,293660,41868
1785488603,1.43,292932,40894
1785488604,1.43,294452,40894
1785488605,1.43,292796,40407
1785488606,1.43,302280,41381
1785488607,1.64,315636,41381
1785488608,1.64,319324,40894
1785488609,1.64,316204,40894
1785488610,1.64,312512,41868
1785488611,1.64,308940,41381
1785488612,1.67,307164,41381
1785488613,1.67,305172,40894
1785488614,1.67,298032,41381
1785488615,1.67,306536,40407
1785488616,1.67,304504,40407
1785488618,1.77,310604,40407
1785488619,1.77,309516,41381
1785488620,1.77,285708,41868
1785488621,1.77,294876,40894
1785488622,1.77,295128,41381
1785488623,1.63,296176,41868
1785488624,1.63,295824,41868
1785488625,1.63,298240,41381
1785488626,1.63,297224,39920
1785488627,1.63,297636,40407
1785488628,1.66,297552,40894
1785488629,1.66,297340,40894
1785488630,1.66,295568,40894
1785488631,1.66,291124,41381
1785488632,1.61,299140,40894
1785488633,1.61,297628,40407
1785488634,1.61,298996,40894
1785488635,1.61,298876,40407
1785488636,1.61,297748,41381
1785488637,1.48,286220,39920
1785488638,1.48,297620,39920
1785488639,1.48,296728,40407
1785488640,1.48,303324,41381
1785488642,1.48,301740,41868
1785488643,1.68,288004,42355
1785488644,1.68,292844,41381
1785488645,1.68,292844,40894
1785488646,1.68,295096,41868
1785488647,1.68,293512,42355
1785488648,1.55,285176,40894
1785488649,1.55,294928,41381
1785488650,1.55,293788,40894
1785488651,1.55,294480,40407
1785488652,1.55,294324,41381
1785488653,1.42,293344,40407
1785488654,1.42,283008,41381
1785488655,1.42,299564,40894
1785488656,1.42,299304,39920
1785488657,1.63,306008,42355
1785488658,1.63,306072,41381
1785488659,1.63,297364,41868
1785488660,1.63,305368,40407
1785488661,1.63,303996,41381
1785488662,1.66,304776,41381
1785488663,1.66,303676,40894
1785488664,1.66,290152,40407
1785488666,1.66,297664,41381
1785488667,1.66,297504,40407
1785488668,1.53,300056,41868
1785488669,1.53,316016,41868
1785488670,1.53,323744,42355
1785488671,1.53,321660,41868
1785488672,1.53,318060,42355
1785488673,1.40,316520,41381
1785488674,1.40,313272,42355
1785488675,1.40,310520,40407
1785488676,1.40,297064,42355
1785488677,1.40,309532,41868
1785488678,1.45,308192,40894
1785488679,1.45,309724,41381
1785488680,1.45,309680,40894
1785488681,1.45,309060,40894
1785488682,1.58,307232,40407
1785488683,1.58,306372,40894
1785488684,1.58,305808,41868
1785488685,1.58,307380,41868
1785488686,1.58,305516,42355
1785488687,1.69,304108,41381
1785488688,1.69,296680,40407
1785488690,1.69,296776,40894
1785488691,1.69,299288,40894
1785488692,1.69,299540,41381
1785488693,1.71,296428,40407
1785488694,1.71,295080,41868
1785488695,1.71,298300,40894
1785488696,1.71,297112,40894
1785488697,1.71,300968,39920
1785488698,1.58,299500,39920
1785488699,1.58,297460,41868
1785488700,1.58,296060,41381
1785488701,1.58,302640,40407
1785488702,1.58,300932,39920
1785488703,1.45,302672,41381
1785488704,1.45,303360,41868
1785488705,1.45,302428,40894
1785488706,1.45,301804,40894
1785488707,1.82,293544,40894
1785488708,1.82,292672,39433
1785488709,1.82,294372,41381
1785488710,1.82,294876,41381
1785488711,1.82,294144,40894
1785488712,1.67,293492,40894
1785488714,1.67,289352,41381
1785488715,1.67,298292,40407
1785488716,1.67,297412,40894
1785488717,1.67,299248,40894
1785488718,1.54,299388,40407
1785488719,1.54,298688,40894
1785488720,1.54,286692,40894
1785488721,1.54,301512,41868
1785488722,1.54,300628,40894
1785488723,1.73,308300,41381
1785488724,1.73,307736,41868
1785488725,1.73,293484,42355
1785488726,1.73,302780,40894
1785488727,1.73,301580,40894
1785488728,1.84,303244,42355
1785488729,1.84,302208,41868
1785488730,1.84,295724,40894
1785488731,1.84,325424,41868
1785488732,1.77,328700,42842
1785488733,1.77,331336,42842
1785488734,1.77,326872,41868
1785488735,1.77,306100,42355
1785488736,1.77,312764,41381
1785488738,1.63,312000,40894
1785488739,1.63,313088,39433
1785488740,1.63,310700,41868
1785488741,1.63,308900,41381
1785488742,1.63,293360,41381
1785488743,1.58,299036,40894
1785488744,1.58,298732,41381
1785488745,1.58,306452,41868
1785488746,1.58,306208,41868
1785488747,1.58,296588,41868
1785488748,1.61,304332,41381
1785488749,1.61,303240,39920
1785488750,1.61,305440,42355
1785488751,1.61,303928,40894
1785488752,1.64,295120,42355
1785488753,1.64,303108,41381
1785488754,1.64,302996,40407
1785488755,1.64,302536,41868
1785488756,1.64,301392,40894
1785488757,1.75,301052,42355
1785488758,1.75,289096,40894
1785488759,1.75,303476,40407
1785488760,1.75,302136,40407
1785488762,1.75,304508,41381
1785488763,1.85,303348,40894
1785488764,1.85,302100,41381
1785488765,1.85,301124,41381
1785488766,1.85,294540,40894
1785488767,1.85,294236,41868
1785488768,1.70,303056,40894
1785488769,1.70,302416,41868
1785488770,1.70,302164,41868
1785488771,1.70,305248,40894
1785488772,1.70,303888,40894
1785488773,1.65,304040,41381
1785488774,1.65,303772,41381
1785488775,1.65,287920,42355
1785488776,1.65,303772,41868
1785488777,1.51,302668,39920
1785488778,1.51,304300,40407
1785488779,1.51,303940,41381
1785488780,1.51,302488,41868
1785488781,1.51,301188,40407
1785488782,1.63,301760,41381
1785488783,1.63,301884,40894
1785488784,1.63,309820,40894
1785488785,1.63,308760,42355
1785488787,1.63,307436,41868
1785488788,1.50,308372,41381
1785488789,1.50,307508,39433
1785488790,1.50,307644,41381
1785488791,1.50,301952,41381
1785488792,1.50,299936,41868
1785488793,1.62,312180,42355
1785488794,1.62,318772,42355
1785488795,1.62,320836,41868
1785488796,1.62,315124,41868
1785488797,1.62,313320,40407
1785488798,1.49,311584,41381
1785488799,1.49,307412,40894
1785488800,1.49,307932,40894
1785488801,1.49,306584,40407
1785488802,1.37,309104,40894
1785488803,1.37,308744,40894
1785488804,1.37,307832,40407
1785488805,1.37,306060,41381
1785488806,1.37,295712,41381
1785488807,1.34,304824,41381
1785488808,1.34,304500,42355
1785488809,1.34,310176,42355
1785488811,1.34,308496,41868
1785488812,1.34,305560,42355
1785488813,1.39,303392,41381
1785488814,1.39,304904,41868
1785488815,1.39,302680,41381
1785488816,1.39,303476,41381
1785488817,1.39,306876,40894
1785488818,1.28,305612,41868
1785488819,1.28,305776,40894
1785488820,1.28,304492,42355
1785488821,1.28,304264,41381
1785488822,1.28,302824,40894
1785488823,1.34,291116,41381
1785488824,1.34,299572,40894
1785488825,1.34,299268,41381
1785488826,1.34,306116,41381
1785488827,1.55,306260,41381
1785488828,1.55,307368,42842
1785488829,1.55,307800,41381
1785488830,1.55,307376,40894
1785488831,1.55,307880,40894
1785488832,1.51,307308,41381
1785488833,1.51,305520,41868
1785488835,1.51,292860,40894
1785488836,1.51,300188,41381
1785488837,1.51,298920,40407
1785488838,1.39,300600,40407
1785488839,1.39,300520,40894
1785488840,1.39,299328,41868
1785488841,1.39,285624,41868
1785488842,1.39,302252,40894
1785488843,1.28,301608,40894
1785488844,1.28,304052,41381
1785488845,1.28,302656,40894
1785488846,1.28,301320,40407
1785488847,1.28,301744,41381
1785488848,1.33,302136,41381
1785488849,1.33,301120,41868
1785488850,1.33,305484,40407
1785488851,1.33,304856,41868
1785488852,1.39,303752,41381
1785488853,1.39,300912,41868
1785488854,1.39,300748,40407
1785488855,1.39,330232,43329
1785488856,1.39,335688,42355
1785488857,1.28,333700,42842
1785488859,1.28,322764,42355
1785488860,1.28,321164,41381
1785488861,1.28,319492,41868
1785488862,1.28,318040,41381
1785488863,1.42,313984,42355
1785488864,1.42,311324,40894
1785488865,1.42,309352,40407
1785488866,1.42,307808,41381
1785488867,1.42,307264,40894
1785488868,1.62,307096,41381
1785488869,1.62,305904,41868
1785488870,1.62,303696,40894
1785488871,1.62,301472,40894
1785488872,1.62,300496,40894
1785488873,1.49,307844,42355
1785488874,1.49,308044,41868
1785488875,1.49,307232,42355
1785488876,1.49,299340,40894
1785488877,1.45,298876,41381
1785488878,1.45,301104,41381
1785488879,1.45,302016,41868
1785488880,1.45,302772,41868
1785488881,1.45,301904,41868
1785488882,1.34,301248,41381
1785488884,1.34,305416,41868
1785488885,1.34,305220,41868
1785488886,1.34,303468,41868
1785488887,1.34,306516,40894
1785488888,1.23,304804,41868
1785488889,1.23,313180,41868
1785488890,1.23,312520,41868
1785488891,1.23,311088,42355
1785488892,1.23,313736,41381
1785488893,1.21,312124,41381
1785488894,1.21,312684,40407
1785488895,1.21,310988,41868
1785488896,1.21,309324,40407
1785488897,1.21,308732,40894
1785488898,1.27,307688,41381
1785488899,1.27,306888,40894
1785488900,1.27,310108,41381
1785488901,1.27,310380,41381
1785488902,1.25,310204,42842
1785488903,1.25,301408,41381
1785488904,1.25,300436,40894
1785488905,1.25,304492,42355
1785488906,1.25,304232,41868
1785488908,1.47,303428,41381
1785488909,1.47,306756,40894
1785488910,1.47,305736,40894
1785488911,1.47,307500,41868
1785488912,1.47,305504,40894
1785488913,1.67,305284,41868
1785488914,1.67,304528,41381
1785488915,1.67,308248,41868
1785488916,1.67,307544,41381
1785488917,1.67,316424,40894
1785488918,2.02,335648,42355
