family	profile	q	block	compute_median_ns	compute_p99_ns	slot_ns	lost_records
F9-R2	NO_R2_CANON	32	5	3051185	3496975	40000000	0
F9-R2	DEFAULT	32	6	3002758	3433031	40000000	0
F9-R2	NO_R1_FACTOR	32	6	3100516	3452567	40000000	0
F9-R2	NO_R1_NO_R2	32	6	3021720	3578176	40000000	0
F9-R2	NO_R2_CANON	32	6	3207849	3574289	40000000	0
F9-R2	DEFAULT	32	7	3101294	3423512	40000000	0
F9-R2	NO_R1_FACTOR	32	7	3117460	3416679	40000000	0
F9-R2	NO_R1_NO_R2	32	7	3013462	3416494	40000000	0
F9-R2	NO_R2_CANON	32	7	3094404	3502010	40000000	0
F9-R2	DEFAULT	32	8	3071297	3394553	40000000	0
F9-R2	NO_R1_FACTOR	32	8	3095301	3543254	40000000	0
F9-R2	NO_R1_NO_R2	32	8	3167832	3627307	40000000	0
F9-R2	NO_R2_CANON	32	8	3037631	3486404	40000000	0
F9-R2	DEFAULT	32	9	2973116	3474703	40000000	0
F9-R2	NO_R1_FACTOR	32	9	3108817	3416220	40000000	0
F9-R2	NO_R1_NO_R2	32	9	3171353	3498442	40000000	0
F9-R2	NO_R2_CANON	32	9	3192167	3510996	40000000	0
F9-R2	DEFAULT	32	10	2948852	3447013	40000000	0
F9-R2	NO_R1_FACTOR	32	10	2950927	3405773	40000000	0
F9-R2	NO_R1_NO_R2	32	10	3028833	3506827	40000000	0
F9-R2	NO_R2_CANON	32	10	3046740	3519752	40000000	0
F9-R2	DEFAULT	32	11	3123091	3488734	40000000	0
F9-R2	NO_R1_FACTOR	32	11	3089961	3538456	40000000	0
F9-R2	NO_R1_NO_R2	32	11	3175609	3475253	40000000	0
F9-R2	NO_R2_CANON	32	11	3173664	3514400	40000000	0
F9-R2	DEFAULT	32	12	2966167	3443809	40000000	0
F9-R2	NO_R1_FACTOR	32	12	2956705	3403107	40000000	0
F9-R2	NO_R1_NO_R2	32	12	3167424	3496253	40000000	0
F9-R2	NO_R2_CANON	32	12	3194220	3520364	40000000	0
F9-R2	DEFAULT	32	13	3037462	3449642	40000000	0
F9-R2	NO_R1_FACTOR	32	13	3084814	3386514	40000000	0
F9-R2	NO_R1_NO_R2	32	13	3050833	3449513	40000000	0
F9-R2	NO_R2_CANON	32	13	3033703	3516419	40000000	0
F9-R2	DEFAULT	32	14	2993815	3438643	40000000	0
F9-R2	NO_R1_FACTOR	32	14	3058000	3453329	40000000	0
F9-R2	NO_R1_NO_R2	32	14	3153702	3549641	40000000	0
F9-R2	NO_R2_CANON	32	14	3032093	3499087	40000000	0
F9-R2	DEFAULT	32	15	3123444	3454958	40000000	0
F9-R2	NO_R1_FACTOR	32	15	3118981	3434440	40000000	0
F9-R2	NO_R1_NO_R2	32	15	3179609	3524198	40000000	0
F9-R2	NO_R2_CANON	32	15	3207572	3577642	40000000	0
F9-R2	DEFAULT	32	16	3116889	3858270	40000000	0
F9-R2	NO_R1_FACTOR	32	16	2973428	3373776	40000000	0
F9-R2	NO_R1_NO_R2	32	16	3164538	3519442	40000000	0
F9-R2	NO_R2_CANON	32	16	3186094	3495701	40000000	0
F9-R2	DEFAULT	32	17	3120906	3421106	40000000	0
F9-R2	NO_R1_FACTOR	32	17	3087833	3478327	40000000	0
F9-R2	NO_R1_NO_R2	32	17	3160276	3480494	40000000	0
F9-R2	NO_R2_CANON	32	17	3183350	3631437	40000000	0
F9-R2	DEFAULT	32	18	3105091	3459068	40000000	0
F9-R2	NO_R1_FACTOR	32	18	3095629	3446420	40000000	0
F9-R2	NO_R1_NO_R2	32	18	3132240	3483310	40000000	0
F9-R2	NO_R2_CANON	32	18	3189776	3516976	40000000	0
F9-R2	DEFAULT	32	19	3125035	3496641	40000000	0
F9-R2	NO_R1_FACTOR	32	19	3093480	3450383	40000000	0
F9-R2	NO_R1_NO_R2	32	19	3153831	3516993	40000000	0
F9-R2	NO_R2_CANON	32	19	3190923	3502289	40000000	0
F9-R2	DEFAULT	32	20	3106257	3454087	40000000	0
F9-R2	NO_R1_FACTOR	32	20	2944353	3447494	40000000	0
F9-R2	NO_R1_NO_R2	32	20	3117980	3485679	40000000	0
F9-R2	NO_R2_CANON	32	20	3191349	3474087	40000000	0
F9-R1	DEFAULT	1	1	162146	197738	13333333	0
F9-R1	NO_R1_FACTOR	1	1	102147	249273	13333333	0
F9-R1	NO_R1_NO_R2	1	1	97369	252718	13333333	0
F9-R1	NO_R2_CANON	1	1	162425	291885	13333333	0
F9-R1	DEFAULT	1	2	166276	200202	13333333	0
F9-R1	NO_R1_FACTOR	1	2	101851	256794	13333333	0
F9-R1	NO_R1_NO_R2	1	2	101610	247386	13333333	0
F9-R1	NO_R2_CANON	1	2	167442	201035	13333333	0
F9-R1	DEFAULT	1	3	166275	215645	13333333	0
F9-R1	NO_R1_FACTOR	1	3	102535	254773	13333333	0
F9-R1	NO_R1_NO_R2	1	3	102572	262940	13333333	0
F9-R1	NO_R2_CANON	1	3	168608	214718	13333333	0
F9-R1	DEFAULT	1	4	166016	216090	13333333	0
F9-R1	NO_R1_FACTOR	1	4	101814	248016	13333333	0
F9-R1	NO_R1_NO_R2	1	4	101869	249016	13333333	0
F9-R1	NO_R2_CANON	1	4	167850	204201	13333333	0
F9-R1	DEFAULT	1	5	167758	208276	13333333	0
F9-R1	NO_R1_FACTOR	1	5	101998	251756	13333333	0
F9-R1	NO_R1_NO_R2	1	5	101684	251941	13333333	0
F9-R1	NO_R2_CANON	1	5	166646	203294	13333333	0
F9-R1	DEFAULT	1	6	166924	210775	13333333	0
F9-R1	NO_R1_FACTOR	1	6	102129	251534	13333333	0
F9-R1	NO_R1_NO_R2	1	6	101906	249571	13333333	0
F9-R1	NO_R2_CANON	1	6	167164	211497	13333333	0
F9-R1	DEFAULT	1	7	166757	209850	13333333	0
F9-R1	NO_R1_FACTOR	1	7	102462	258867	13333333	0
F9-R1	NO_R1_NO_R2	1	7	102221	256034	13333333	0
F9-R1	NO_R2_CANON	1	7	166405	203960	13333333	0
F9-R1	DEFAULT	1	8	165905	204850	13333333	0
F9-R1	NO_R1_FACTOR	1	8	102481	255960	13333333	0
F9-R1	NO_R1_NO_R2	1	8	101721	255201	13333333	0
F9-R1	NO_R2_CANON	1	8	167794	210220	13333333	0
F9-R1	DEFAULT	1	9	165906	211627	13333333	0
F9-R1	NO_R1_FACTOR	1	9	101462	253090	13333333	0
F9-R1	NO_R1_NO_R2	1	9	102165	255220	13333333	0
F9-R1	NO_R2_CANON	1	9	166702	210238	13333333	0
F9-R1	DEFAULT	1	10	164535	195701	13333333	0
F9-R1	NO_R1_FACTOR	1	10	101055	251423	13333333	0
F9-R1	NO_R1_NO_R2	1	10	101221	247868	13333333	0
F9-R1	NO_R2_CANON	1	10	166850	205034	13333333	0
F9-R1	DEFAULT	1	11	166591	202238	13333333	0
F9-R1	NO_R1_FACTOR	1	11	101887	255497	13333333	0
F9-R1	NO_R1_NO_R2	1	11	101314	251367	13333333	0
F9-R1	NO_R2_CANON	1	11	168072	216886	13333333	0
F9-R1	DEFAULT	1	12	165979	195257	13333333	0
F9-R1	NO_R1_FACTOR	1	12	102443	256590	13333333	0
F9-R1	NO_R1_NO_R2	1	12	101350	248664	13333333	0
F9-R1	NO_R2_CANON	1	12	167276	205239	13333333	0
F9-R1	DEFAULT	1	13	166349	211997	13333333	0
F9-R1	NO_R1_FACTOR	1	13	101424	248090	13333333	0
F9-R1	NO_R1_NO_R2	1	13	101147	248812	13333333	0
F9-R1	NO_R2_CANON	1	13	166795	208424	13333333	0
F9-R1	DEFAULT	1	14	167201	211738	13333333	0
F9-R1	NO_R1_FACTOR	1	14	102832	251108	13333333	0
F9-R1	NO_R1_NO_R2	1	14	101851	254478	13333333	0
F9-R1	NO_R2_CANON	1	14	167424	206812	13333333	0
F9-R1	DEFAULT	1	15	167295	211553	13333333	0
F9-R1	NO_R1_FACTOR	1	15	101314	249072	13333333	0
F9-R1	NO_R1_NO_R2	1	15	102073	254497	13333333	0
F9-R1	NO_R2_CANON	1	15	167683	213627	13333333	0
F9-R1	DEFAULT	1	16	166701	213849	13333333	0
F9-R1	NO_R1_FACTOR	1	16	101518	248516	13333333	0
F9-R1	NO_R1_NO_R2	1	16	101832	249571	13333333	0
F9-R1	NO_R2_CANON	1	16	167406	216608	13333333	0
F9-R1	DEFAULT	1	17	164202	204183	13333333	0
F9-R1	NO_R1_FACTOR	1	17	101925	402366	13333333	0
F9-R1	NO_R1_NO_R2	1	17	100776	247238	13333333	0
F9-R1	NO_R2_CANON	1	17	166109	195220	13333333	0
F9-R1	DEFAULT	1	18	165313	204331	13333333	0
F9-R1	NO_R1_FACTOR	1	18	101999	257256	13333333	0
F9-R1	NO_R1_NO_R2	1	18	102184	252367	13333333	0
F9-R1	NO_R2_CANON	1	18	167127	206146	13333333	0
F9-R1	DEFAULT	1	19	161720	194183	13333333	0
F9-R1	NO_R1_FACTOR	1	19	99925	249923	13333333	0
F9-R1	NO_R1_NO_R2	1	19	101462	246164	13333333	0
F9-R1	NO_R2_CANON	1	19	161979	190850	13333333	0
F9-R1	DEFAULT	1	20	160553	195442	13333333	0
F9-R1	NO_R1_FACTOR	1	20	101573	249090	13333333	0
F9-R1	NO_R1_NO_R2	1	20	100924	245682	13333333	0
F9-R1	NO_R2_CANON	1	20	166350	190831	13333333	0
F9-R1	DEFAULT	2	1	252090	296811	13333333	0
F9-R1	NO_R1_FACTOR	2	1	199942	349051	13333333	0
F9-R1	NO_R1_NO_R2	2	1	199905	351310	13333333	0
F9-R1	NO_R2_CANON	2	1	262238	300553	13333333	0
F9-R1	DEFAULT	2	2	257256	292107	13333333	0
F9-R1	NO_R1_FACTOR	2	2	201165	349995	13333333	0
F9-R1	NO_R1_NO_R2	2	2	200405	348866	13333333	0
F9-R1	NO_R2_CANON	2	2	260813	289571	13333333	0
F9-R1	DEFAULT	2	3	261163	305422	13333333	0
F9-R1	NO_R1_FACTOR	2	3	200960	362680	13333333	0
F9-R1	NO_R1_NO_R2	2	3	199848	350847	13333333	0
F9-R1	NO_R2_CANON	2	3	263404	327403	13333333	0
F9-R1	DEFAULT	2	4	261330	430772	13333333	0
F9-R1	NO_R1_FACTOR	2	4	200886	353514	13333333	0
F9-R1	NO_R1_NO_R2	2	4	199961	355940	13333333	0
F9-R1	NO_R2_CANON	2	4	261441	302941	13333333	0
F9-R1	DEFAULT	2	5	261146	300311	13333333	0
F9-R1	NO_R1_FACTOR	2	5	202183	355404	13333333	0
F9-R1	NO_R1_NO_R2	2	5	199590	349533	13333333	0
F9-R1	NO_R2_CANON	2	5	263330	321404	13333333	0
F9-R1	DEFAULT	2	6	260590	302125	13333333	0
F9-R1	NO_R1_FACTOR	2	6	201183	369532	13333333	0
F9-R1	NO_R1_NO_R2	2	6	200405	351292	13333333	0
F9-R1	NO_R2_CANON	2	6	263479	320274	13333333	0
F9-R1	DEFAULT	2	7	259368	308366	13333333	0
F9-R1	NO_R1_FACTOR	2	7	200608	354218	13333333	0
F9-R1	NO_R1_NO_R2	2	7	200201	349663	13333333	0
F9-R1	NO_R2_CANON	2	7	262515	312070	13333333	0
F9-R1	DEFAULT	2	8	261478	304774	13333333	0
F9-R1	NO_R1_FACTOR	2	8	190165	350848	13333333	0
F9-R1	NO_R1_NO_R2	2	8	199942	362588	13333333	0
F9-R1	NO_R2_CANON	2	8	264479	324200	13333333	0
F9-R1	DEFAULT	2	9	263183	324107	13333333	0
F9-R1	NO_R1_FACTOR	2	9	200923	356014	13333333	0
F9-R1	NO_R1_NO_R2	2	9	200442	354588	13333333	0
F9-R1	NO_R2_CANON	2	9	262775	316034	13333333	0
F9-R1	DEFAULT	2	10	262682	309774	13333333	0
F9-R1	NO_R1_FACTOR	2	10	201646	352793	13333333	0
F9-R1	NO_R1_NO_R2	2	10	200127	360514	13333333	0
F9-R1	NO_R2_CANON	2	10	255812	304330	13333333	0
F9-R1	DEFAULT	2	11	250386	292238	13333333	0
F9-R1	NO_R1_FACTOR	2	11	199553	348737	13333333	0
F9-R1	NO_R1_NO_R2	2	11	199220	348829	13333333	0
F9-R1	NO_R2_CANON	2	11	264386	327125	13333333	0
F9-R1	DEFAULT	2	12	250681	298570	13333333	0
F9-R1	NO_R1_FACTOR	2	12	200924	351070	13333333	0
F9-R1	NO_R1_NO_R2	2	12	200552	353976	13333333	0
F9-R1	NO_R2_CANON	2	12	254941	298366	13333333	0
F9-R1	DEFAULT	2	13	260737	296775	13333333	0
F9-R1	NO_R1_FACTOR	2	13	202090	362144	13333333	0
F9-R1	NO_R1_NO_R2	2	13	200498	351718	13333333	0
F9-R1	NO_R2_CANON	2	13	262404	301645	13333333	0
F9-R1	DEFAULT	2	14	261127	314422	13333333	0
F9-R1	NO_R1_FACTOR	2	14	201220	356366	13333333	0
F9-R1	NO_R1_NO_R2	2	14	200553	356588	13333333	0
F9-R1	NO_R2_CANON	2	14	263126	307681	13333333	0
F9-R1	DEFAULT	2	15	261608	318607	13333333	0
F9-R1	NO_R1_FACTOR	2	15	201757	358514	13333333	0
F9-R1	NO_R1_NO_R2	2	15	200275	353830	13333333	0
F9-R1	NO_R2_CANON	2	15	264700	316996	13333333	0
F9-R1	DEFAULT	2	16	256534	302200	13333333	0
F9-R1	NO_R1_FACTOR	2	16	200591	352829	13333333	0
F9-R1	NO_R1_NO_R2	2	16	199017	349014	13333333	0
F9-R1	NO_R2_CANON	2	16	251719	296052	13333333	0
F9-R1	DEFAULT	2	17	253053	312886	13333333	0
F9-R1	NO_R1_FACTOR	2	17	199220	353904	13333333	0
F9-R1	NO_R1_NO_R2	2	17	199424	349496	13333333	0
F9-R1	NO_R2_CANON	2	17	253164	305274	13333333	0
F9-R1	DEFAULT	2	18	261830	323756	13333333	0
F9-R1	NO_R1_FACTOR	2	18	200905	350792	13333333	0
F9-R1	NO_R1_NO_R2	2	18	200757	350866	13333333	0
F9-R1	NO_R2_CANON	2	18	263996	320829	13333333	0
F9-R1	DEFAULT	2	19	262219	300200	13333333	0
F9-R1	NO_R1_FACTOR	2	19	200905	351329	13333333	0
F9-R1	NO_R1_NO_R2	2	19	200369	353441	13333333	0
F9-R1	NO_R2_CANON	2	19	263645	321181	13333333	0
F9-R1	DEFAULT	2	20	259275	306089	13333333	0
F9-R1	NO_R1_FACTOR	2	20	200127	347144	13333333	0
F9-R1	NO_R1_NO_R2	2	20	190164	346551	13333333	0
F9-R1	NO_R2_CANON	2	20	252053	390903	13333333	0
F9-R1	DEFAULT	4	1	433829	571661	13333333	0
F9-R1	NO_R1_FACTOR	4	1	460107	619679	13333333	0
F9-R1	NO_R1_NO_R2	4	1	457700	624087	13333333	0
F9-R1	NO_R2_CANON	4	1	435774	487310	13333333	0
F9-R1	DEFAULT	4	2	456068	512328	13333333	0
F9-R1	NO_R1_FACTOR	4	2	459772	620548	13333333	0
F9-R1	NO_R1_NO_R2	4	2	458994	630047	13333333	0
F9-R1	NO_R2_CANON	4	2	457383	525234	13333333	0
F9-R1	DEFAULT	4	3	458476	518048	13333333	0
F9-R1	NO_R1_FACTOR	4	3	457754	622307	13333333	0
F9-R1	NO_R1_NO_R2	4	3	456642	611862	13333333	0
F9-R1	NO_R2_CANON	4	3	440050	486049	13333333	0
F9-R1	DEFAULT	4	4	432385	497569	13333333	0
F9-R1	NO_R1_FACTOR	4	4	460366	621383	13333333	0
F9-R1	NO_R1_NO_R2	4	4	454292	605883	13333333	0
F9-R1	NO_R2_CANON	4	4	457662	526143	13333333	0
F9-R1	DEFAULT	4	5	458106	536772	13333333	0
F9-R1	NO_R1_FACTOR	4	5	459328	620196	13333333	0
F9-R1	NO_R1_NO_R2	4	5	458569	615641	13333333	0
F9-R1	NO_R2_CANON	4	5	457105	528049	13333333	0
F9-R1	DEFAULT	4	6	460069	624714	13333333	0
F9-R1	NO_R1_FACTOR	4	6	459253	623307	13333333	0
F9-R1	NO_R1_NO_R2	4	6	459439	617215	13333333	0
F9-R1	NO_R2_CANON	4	6	456235	526549	13333333	0
F9-R1	DEFAULT	4	7	456142	532456	13333333	0
F9-R1	NO_R1_FACTOR	4	7	460087	628437	13333333	0
F9-R1	NO_R1_NO_R2	4	7	458494	615956	13333333	0
F9-R1	NO_R2_CANON	4	7	435050	491012	13333333	0
F9-R1	DEFAULT	4	8	457458	536179	13333333	0
F9-R1	NO_R1_FACTOR	4	8	459402	624400	13333333	0
F9-R1	NO_R1_NO_R2	4	8	459272	616530	13333333	0
F9-R1	NO_R2_CANON	4	8	456809	523290	13333333	0
F9-R1	DEFAULT	4	9	453254	527309	13333333	0
F9-R1	NO_R1_FACTOR	4	9	458680	622048	13333333	0
F9-R1	NO_R1_NO_R2	4	9	458328	614085	13333333	0
F9-R1	NO_R2_CANON	4	9	457180	527124	13333333	0
F9-R1	DEFAULT	4	10	453513	530512	13333333	0
F9-R1	NO_R1_FACTOR	4	10	444216	610400	13333333	0
F9-R1	NO_R1_NO_R2	4	10	458754	628382	13333333	0
F9-R1	NO_R2_CANON	4	10	437624	499161	13333333	0
F9-R1	DEFAULT	4	11	453421	499568	13333333	0
F9-R1	NO_R1_FACTOR	4	11	460347	622307	13333333	0
F9-R1	NO_R1_NO_R2	4	11	458347	613493	13333333	0
F9-R1	NO_R2_CANON	4	11	455310	512327	13333333	0
F9-R1	DEFAULT	4	12	455309	503031	13333333	0
F9-R1	NO_R1_FACTOR	4	12	458457	619771	13333333	0
F9-R1	NO_R1_NO_R2	4	12	457513	613308	13333333	0
F9-R1	NO_R2_CANON	4	12	459179	526401	13333333	0
F9-R1	DEFAULT	4	13	454420	524624	13333333	0
F9-R1	NO_R1_FACTOR	4	13	458994	621696	13333333	0
F9-R1	NO_R1_NO_R2	4	13	458087	622622	13333333	0
F9-R1	NO_R2_CANON	4	13	441273	511253	13333333	0
F9-R1	DEFAULT	4	14	454643	508642	13333333	0
F9-R1	NO_R1_FACTOR	4	14	459791	617141	13333333	0
F9-R1	NO_R1_NO_R2	4	14	458846	617400	13333333	0
F9-R1	NO_R2_CANON	4	14	456236	513809	13333333	0
F9-R1	DEFAULT	4	15	455736	529419	13333333	0
F9-R1	NO_R1_FACTOR	4	15	460735	624011	13333333	0
F9-R1	NO_R1_NO_R2	4	15	456847	617196	13333333	0
F9-R1	NO_R2_CANON	4	15	458569	542049	13333333	0
F9-R1	DEFAULT	4	16	456569	640326	13333333	0
F9-R1	NO_R1_FACTOR	4	16	456606	606344	13333333	0
F9-R1	NO_R1_NO_R2	4	16	458217	616363	13333333	0
F9-R1	NO_R2_CANON	4	16	455013	503161	13333333	0
F9-R1	DEFAULT	4	17	455217	519679	13333333	0
F9-R1	NO_R1_FACTOR	4	17	460106	619678	13333333	0
F9-R1	NO_R1_NO_R2	4	17	459921	623696	13333333	0
F9-R1	NO_R2_CANON	4	17	460050	533068	13333333	0
F9-R1	DEFAULT	4	18	453531	534475	13333333	0
F9-R1	NO_R1_FACTOR	4	18	459828	621085	13333333	0
F9-R1	NO_R1_NO_R2	4	18	458995	621900	13333333	0
F9-R1	NO_R2_CANON	4	18	458050	523179	13333333	0
F9-R1	DEFAULT	4	19	453958	518643	13333333	0
F9-R1	NO_R1_FACTOR	4	19	462347	622771	13333333	0
F9-R1	NO_R1_NO_R2	4	19	458792	606623	13333333	0
F9-R1	NO_R2_CANON	4	19	444773	493476	13333333	0
F9-R1	DEFAULT	4	20	432069	487272	13333333	0
F9-R1	NO_R1_FACTOR	4	20	440217	608530	13333333	0
F9-R1	NO_R1_NO_R2	4	20	459161	618734	13333333	0
F9-R1	NO_R2_CANON	4	20	455254	515161	13333333	0
F9-R1	DEFAULT	8	1	806043	923337	13333333	0
F9-R1	NO_R1_FACTOR	8	1	852099	1019799	13333333	0
F9-R1	NO_R1_NO_R2	8	1	848692	1015801	13333333	0
F9-R1	NO_R2_CANON	8	1	846578	953577	13333333	0
F9-R1	DEFAULT	8	2	849064	969915	13333333	0
F9-R1	NO_R1_FACTOR	8	2	853861	1026618	13333333	0
F9-R1	NO_R1_NO_R2	8	2	851398	1022840	13333333	0
F9-R1	NO_R2_CANON	8	2	846676	905194	13333333	0
F9-R1	DEFAULT	8	3	840286	932506	13333333	0
F9-R1	NO_R1_FACTOR	8	3	847619	1029172	13333333	0
F9-R1	NO_R1_NO_R2	8	3	828545	1023098	13333333	0
F9-R1	NO_R2_CANON	8	3	846638	960895	13333333	0
F9-R1	DEFAULT	8	4	829620	940361	13333333	0
F9-R1	NO_R1_FACTOR	8	4	849768	1012118	13333333	0
F9-R1	NO_R1_NO_R2	8	4	852139	1028267	13333333	0
F9-R1	NO_R2_CANON	8	4	801936	891083	13333333	0
F9-R1	DEFAULT	8	5	843342	914656	13333333	0
F9-R1	NO_R1_FACTOR	8	5	855045	1031488	13333333	0
F9-R1	NO_R1_NO_R2	8	5	848527	1023321	13333333	0
F9-R1	NO_R2_CANON	8	5	845286	963952	13333333	0
F9-R1	DEFAULT	8	6	839601	935803	13333333	0
F9-R1	NO_R1_FACTOR	8	6	855100	1031283	13333333	0
F9-R1	NO_R1_NO_R2	8	6	849471	1026098	13333333	0
F9-R1	NO_R2_CANON	8	6	847933	937896	13333333	0
F9-R1	DEFAULT	8	7	803657	914563	13333333	0
F9-R1	NO_R1_FACTOR	8	7	851564	1026284	13333333	0
F9-R1	NO_R1_NO_R2	8	7	850175	1013784	13333333	0
F9-R1	NO_R2_CANON	8	7	848267	936488	13333333	0
F9-R1	DEFAULT	8	8	806249	921285	13333333	0
F9-R1	NO_R1_FACTOR	8	8	851528	1036692	13333333	0
F9-R1	NO_R1_NO_R2	8	8	850230	1057691	13333333	0
F9-R1	NO_R2_CANON	8	8	845471	918137	13333333	0
F9-R1	DEFAULT	8	9	814324	1593147	13333333	0
F9-R1	NO_R1_FACTOR	8	9	848027	1026673	13333333	0
F9-R1	NO_R1_NO_R2	8	9	851045	1027192	13333333	0
F9-R1	NO_R2_CANON	8	9	849341	949710	13333333	0
F9-R1	DEFAULT	8	10	839194	940415	13333333	0
F9-R1	NO_R1_FACTOR	8	10	856305	1035340	13333333	0
F9-R1	NO_R1_NO_R2	8	10	812157	1017136	13333333	0
F9-R1	NO_R2_CANON	8	10	808953	932341	13333333	0
F9-R1	DEFAULT	8	11	802935	918563	13333333	0
F9-R1	NO_R1_FACTOR	8	11	852638	1029914	13333333	0
F9-R1	NO_R1_NO_R2	8	11	846416	1022489	13333333	0
F9-R1	NO_R2_CANON	8	11	846175	955841	13333333	0
F9-R1	DEFAULT	8	12	813546	896545	13333333	0
F9-R1	NO_R1_FACTOR	8	12	850879	1024598	13333333	0
F9-R1	NO_R1_NO_R2	8	12	810620	1017858	13333333	0
F9-R1	NO_R2_CANON	8	12	809435	919804	13333333	0
F9-R1	DEFAULT	8	13	843879	949988	13333333	0
F9-R1	NO_R1_FACTOR	8	13	809842	1021896	13333333	0
F9-R1	NO_R1_NO_R2	8	13	809176	997118	13333333	0
F9-R1	NO_R2_CANON	8	13	802565	914989	13333333	0
F9-R1	DEFAULT	8	14	844842	930933	13333333	0
F9-R1	NO_R1_FACTOR	8	14	809379	1005840	13333333	0
F9-R1	NO_R1_NO_R2	8	14	846934	1073579	13333333	0
F9-R1	NO_R2_CANON	8	14	848638	972432	13333333	0
F9-R1	DEFAULT	8	15	844193	939748	13333333	0
F9-R1	NO_R1_FACTOR	8	15	852230	1029673	13333333	0
F9-R1	NO_R1_NO_R2	8	15	855323	1025969	13333333	0
F9-R1	NO_R2_CANON	8	15	852101	957044	13333333	0
F9-R1	DEFAULT	8	16	806268	910212	13333333	0
F9-R1	NO_R1_FACTOR	8	16	855972	1039488	13333333	0
F9-R1	NO_R1_NO_R2	8	16	848934	1019154	13333333	0
F9-R1	NO_R2_CANON	8	16	846990	912619	13333333	0
F9-R1	DEFAULT	8	17	800787	898100	13333333	0
F9-R1	NO_R1_FACTOR	8	17	812676	1004192	13333333	0
F9-R1	NO_R1_NO_R2	8	17	847156	1007414	13333333	0
F9-R1	NO_R2_CANON	8	17	807546	907952	13333333	0
F9-R1	DEFAULT	8	18	847230	931323	13333333	0
F9-R1	NO_R1_FACTOR	8	18	829249	998526	13333333	0
F9-R1	NO_R1_NO_R2	8	18	852175	1040691	13333333	0
F9-R1	NO_R2_CANON	8	18	845953	977470	13333333	0
F9-R1	DEFAULT	8	19	811547	900304	13333333	0
F9-R1	NO_R1_FACTOR	8	19	855435	1036229	13333333	0
F9-R1	NO_R1_NO_R2	8	19	848916	1022099	13333333	0
F9-R1	NO_R2_CANON	8	19	844250	948304	13333333	0
F9-R1	DEFAULT	8	20	845824	929693	13333333	0
F9-R1	NO_R1_FACTOR	8	20	813583	1022785	13333333	0
F9-R1	NO_R1_NO_R2	8	20	849305	1022026	13333333	0
F9-R1	NO_R2_CANON	8	20	847527	900897	13333333	0
F9-R1	DEFAULT	16	1	1556963	1695610	13333333	0
F9-R1	NO_R1_FACTOR	16	1	1638424	1963142	13333333	0
F9-R1	NO_R1_NO_R2	16	1	1646942	1837235	13333333	0
F9-R1	NO_R2_CANON	16	1	1555130	1696406	13333333	0
F9-R1	DEFAULT	16	2	1639594	1755981	13333333	0
F9-R1	NO_R1_FACTOR	16	2	1651001	1835017	13333333	0
F9-R1	NO_R1_NO_R2	16	2	1646223	1826554	13333333	0
F9-R1	NO_R2_CANON	16	2	1651556	1821184	13333333	0
F9-R1	DEFAULT	16	3	1630998	1780218	13333333	0
F9-R1	NO_R1_FACTOR	16	3	1654146	1882013	13333333	0
F9-R1	NO_R1_NO_R2	16	3	1647572	1853588	13333333	0
F9-R1	NO_R2_CANON	16	3	1629072	1764607	13333333	0
F9-R1	DEFAULT	16	4	1641666	1793572	13333333	0
F9-R1	NO_R1_FACTOR	16	4	1643351	1824627	13333333	0
F9-R1	NO_R1_NO_R2	16	4	1653073	1865701	13333333	0
F9-R1	NO_R2_CANON	16	4	1635444	1743517	13333333	0
F9-R1	DEFAULT	16	5	1627314	1740127	13333333	0
F9-R1	NO_R1_FACTOR	16	5	1566592	1814553	13333333	0
F9-R1	NO_R1_NO_R2	16	5	1640555	1809219	13333333	0
F9-R1	NO_R2_CANON	16	5	1554738	1726587	13333333	0
F9-R1	DEFAULT	16	6	1636646	1813959	13333333	0
F9-R1	NO_R1_FACTOR	16	6	1655683	1844255	13333333	0
F9-R1	NO_R1_NO_R2	16	6	1650332	1816404	13333333	0
F9-R1	NO_R2_CANON	16	6	1629332	1774738	13333333	0
F9-R1	DEFAULT	16	7	1636906	1797793	13333333	0
F9-R1	NO_R1_FACTOR	16	7	1652868	1875569	13333333	0
F9-R1	NO_R1_NO_R2	16	7	1647906	1870570	13333333	0
F9-R1	NO_R2_CANON	16	7	1634962	1740386	13333333	0
F9-R1	DEFAULT	16	8	1634758	1812885	13333333	0
F9-R1	NO_R1_FACTOR	16	8	1648109	1875755	13333333	0
F9-R1	NO_R1_NO_R2	16	8	1651573	1846644	13333333	0
F9-R1	NO_R2_CANON	16	8	1639406	1796293	13333333	0
F9-R1	DEFAULT	16	9	1551759	1735813	13333333	0
F9-R1	NO_R1_FACTOR	16	9	1660702	1888255	13333333	0
F9-R1	NO_R1_NO_R2	16	9	1652628	1868885	13333333	0
F9-R1	NO_R2_CANON	16	9	1641684	1821479	13333333	0
F9-R1	DEFAULT	16	10	1640499	1807627	13333333	0
F9-R1	NO_R1_FACTOR	16	10	1656282	1830336	13333333	0
F9-R1	NO_R1_NO_R2	16	10	1626281	1863148	13333333	0
F9-R1	NO_R2_CANON	16	10	1639739	1773812	13333333	0
F9-R1	DEFAULT	16	11	1633741	1778035	13333333	0
F9-R1	NO_R1_FACTOR	16	11	1645574	1839182	13333333	0
F9-R1	NO_R1_NO_R2	16	11	1585000	1813201	13333333	0
F9-R1	NO_R2_CANON	16	11	1550389	1689740	13333333	0
