m6,3,1062
m6,4,741
m6,5,435
m6,6,1015
m6,7,835
m6,8,705
m6,9,994
m6,10,974
m6,11,842
m6,12,532
m6,13,583
m6,14,867
m6,15,344
m6,16,891
m6,17,955
m6,18,969
m6,19,763
m6,20,1020
m6,21,233
m6,22,517
m6,23,612
m6,24,531
m6,25,766
m6,26,1048
m6,27,893
m6,28,805
m6,29,877
m6,30,537
m6,31,1175
m6,32,310
m6,33,312
m6,34,299
m6,35,1150
m6,36,1007
m6,37,428
m6,38,958
m6,39,515
m6,40,845
m6,41,988
m6,42,392
m6,43,781
m6,44,679
m6,45,1183
m6,46,974
m6,47,703
m6,48,1120
m6,49,1208
m6,50,937
m6,51,264
m6,52,78
m6,53,1144
m6,54,976
m6,55,1033
m6,56,409
m6,57,574
m6,58,328
m6,59,479
m6,60,859
m6,61,184
m6,62,786
m6,63,932
m6,64,719
m6,65,1075
m6,66,1210
m6,67,416
m6,68,514
m6,69,807
m6,70,884
m6,71,546
m6,72,831
m6,73,542
m6,74,1020
m6,75,451
m6,76,615
m6,77,996
m6,78,912
m6,79,1063
m6,80,961
m6,81,889
m6,82,802
m6,83,594
m6,84,909
m6,85,1084
m6,86,470
m6,87,1075
m6,88,473
m6,89,1074
m6,90,1035
m6,91,1162
m6,92,1049
m6,93,1287
m6,94,258
m6,95,917
m6,96,786
m6,97,880
m6,98,843
m6,99,999
m6,100,1196
m6,101,940
m6,102,1186
m6,103,926
m6,104,994
m6,105,319
m6,106,1256
m6,107,582
m6,108,453
m6,109,496
m6,110,767
m6,111,1083
m6,112,629
m6,113,1140
m6,114,894
m6,115,435
m6,116,978
m6,117,645
m6,118,1226
m6,119,818
m6,120,1042
m6,121,621
m6,122,204
m6,123,978
m6,124,942
m6,125,1134
m6,126,222
m6,127,359
m6,128,807
m6,129,395
m6,130,405
m6,131,689
m6,132,451
m6,133,1116
m6,134,1263
m6,135,1120
m6,136,1147
m6,137,339
m6,138,621
m6,139,1064
m6,140,293
m6,141,470
m6,142,516
m6,143,1159
m6,144,477
m6,145,1023
m6,146,462
m6,147,194
m6,148,1080
m6,149,1000
m6,150,198
m6,151,777
m6,152,546
