plan,stratum,hard_classes,depth,node,kind,delta,engine_tail,oracle_c1,oracle_c2,replica_tail,step_c1,step_c2,agree_c1,agree_c2,agree_step_c1,agree_step_c2,engine_origin,oracle_origin,replica_origin,step_origin,agree_origin,agree_step_origin,engine_silence,oracle_silence,agree_silence,local_a,local_b,h10b_eligible,divergence_a,divergence_b,predicted_form
0,PASS,HC_DEEP,6,n0,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
0,PASS,HC_DEEP,6,n1,PASS,1/5,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
0,PASS,HC_DEEP,6,n2,PASS,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
0,PASS,HC_DEEP,6,n3,PASS,1/5,0,0,3,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
0,PASS,HC_DEEP,6,n4,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
0,PASS,HC_DEEP,6,n5,PASS,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
1,SHIFT,HC_SINGLE,3,n0,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
1,SHIFT,HC_SINGLE,3,n1,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
1,SHIFT,HC_SINGLE,3,n2,SHIFT,1/8,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
2,HASH,HC_INT,1,n0,HASH,2/25,1,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1
3,ADD,,3,n0,ADD,5/8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
3,ADD,,3,n1,ADD,5/8,1,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,
3,ADD,,3,n2,ADD,1/100,124,124,125,124,124,124,1,0,1,0,0,0,0,0,1,1,124,124,1,63,124,0,61,0,
4,SUB,,3,n0,SUB,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
4,SUB,,3,n1,SUB,7/48,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
4,SUB,,3,n2,SUB,1/6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
5,THETA,HC_DEEP,6,n0,THETA,16/15,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
5,THETA,HC_DEEP,6,n1,THETA,3/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
5,THETA,HC_DEEP,6,n2,THETA,3/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
5,THETA,HC_DEEP,6,n3,THETA,16/25,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
5,THETA,HC_DEEP,6,n4,THETA,10/9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
5,THETA,HC_DEEP,6,n5,THETA,128/75,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,1,2,0,1,0,
6,NTHETA,,1,n0,NTHETA,2/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
7,AGSE,HC_DEEP,6,n0,AGSE,1/9,2,2,3,2,2,2,1,0,1,0,1,1,1,1,1,1,3,3,1,0,2,0,2,0,
7,AGSE,HC_DEEP,6,n1,AGSE,2/9,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,3,1,0,1,0,1,0,
7,AGSE,HC_DEEP,6,n2,AGSE,1/6,1,1,2,1,1,2,1,0,1,1,2,2,2,2,1,1,3,3,1,2,1,0,-1,0,
7,AGSE,HC_DEEP,6,n3,AGSE,1/6,1,1,2,1,1,2,1,0,1,1,2,2,2,2,1,1,3,3,1,2,1,0,-1,0,
7,AGSE,HC_DEEP,6,n4,AGSE,1/6,1,1,2,1,1,2,1,0,1,1,1,1,1,1,1,1,2,2,1,2,1,0,-1,0,
7,AGSE,HC_DEEP,6,n5,AGSE,1/6,2,2,2,2,2,2,1,1,1,1,4,4,4,4,1,1,6,6,1,2,2,0,0,0,
8,REDUCE,HC_DEEP,6,n0,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
8,REDUCE,HC_DEEP,6,n1,REDUCE,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
8,REDUCE,HC_DEEP,6,n2,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
8,REDUCE,HC_DEEP,6,n3,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
8,REDUCE,HC_DEEP,6,n4,REDUCE,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
8,REDUCE,HC_DEEP,6,n5,REDUCE,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
9,HC_NONINT,HC_NONINT,1,n0,HASH,2/9,2,2,3,2,2,2,1,0,1,0,0,0,0,0,1,1,2,2,1,0,2,1,2,0,2
10,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n0,SHIFT,1/2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
10,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n1,HASH,1/4,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1,2,2,1,0,1,0,1,0,
10,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n2,HASH,1/6,3,3,5,3,3,4,1,0,1,0,1,1,1,1,1,1,4,4,1,2,3,0,1,0,
10,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n3,SUB,2/3,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,
10,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n4,SUB,1/2,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
10,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_SHIFT_UNDER_HASH",6,n5,PASS,1/4,1,1,3,1,1,2,1,0,1,0,1,1,1,1,1,1,2,2,1,1,1,0,0,0,
11,HC_INT,HC_INT,1,n0,HASH,2/25,1,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1
12,HC_SINGLE,HC_SINGLE,2,n0,REDUCE,1/100,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
12,HC_SINGLE,HC_SINGLE,2,n1,AGSE,1/100,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
13,HC_DEEP,"HC_DEEP,HC_NONINT",6,n0,SHIFT,1/5,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
13,HC_DEEP,"HC_DEEP,HC_NONINT",6,n1,SUB,3/5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
13,HC_DEEP,"HC_DEEP,HC_NONINT",6,n2,REDUCE,1/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
13,HC_DEEP,"HC_DEEP,HC_NONINT",6,n3,SUB,7/15,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
13,HC_DEEP,"HC_DEEP,HC_NONINT",6,n4,HASH,3/20,3,3,4,3,3,3,1,0,1,0,0,0,0,0,1,1,3,3,1,0,3,0,3,0,
13,HC_DEEP,"HC_DEEP,HC_NONINT",6,n5,REDUCE,3/20,3,3,5,3,3,4,1,0,1,0,0,0,0,0,1,1,3,3,1,3,3,0,0,0,
14,PASS,HC_DEEP,5,n0,PASS,1/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
14,PASS,HC_DEEP,5,n1,PASS,1/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
14,PASS,HC_DEEP,5,n2,PASS,1/3,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
14,PASS,HC_DEEP,5,n3,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
14,PASS,HC_DEEP,5,n4,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
15,SHIFT,HC_DEEP,5,n0,SHIFT,1/2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
15,SHIFT,HC_DEEP,5,n1,SHIFT,2/3,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
15,SHIFT,HC_DEEP,5,n2,SHIFT,2/3,0,0,0,0,0,0,1,1,1,1,10,10,10,10,1,1,10,10,1,0,0,0,0,0,
15,SHIFT,HC_DEEP,5,n3,SHIFT,1/2,0,0,0,0,0,0,1,1,1,1,9,9,9,9,1,1,9,9,1,0,0,0,0,0,
15,SHIFT,HC_DEEP,5,n4,SHIFT,2/3,0,0,0,0,0,0,1,1,1,1,11,11,11,11,1,1,11,11,1,0,0,0,0,0,
16,HASH,HC_NONINT,2,n0,HASH,3/310,30,30,31,30,30,30,1,0,1,0,0,0,0,0,1,1,30,30,1,0,30,0,30,0,
16,HASH,HC_NONINT,2,n1,HASH,3/320,31,31,33,31,31,32,1,0,1,0,0,0,0,0,1,1,31,31,1,31,31,0,0,0,
17,ADD,HC_DEEP,4,n0,ADD,1/100,14,14,14,14,14,14,1,1,1,1,0,0,0,0,1,1,14,14,1,0,14,0,14,0,
17,ADD,HC_DEEP,4,n1,ADD,1/100,14,14,15,14,14,14,1,0,1,0,0,0,0,0,1,1,14,14,1,14,14,0,0,0,
17,ADD,HC_DEEP,4,n2,ADD,1/100,14,14,16,14,14,15,1,0,1,0,0,0,0,0,1,1,14,14,1,14,14,0,0,0,
17,ADD,HC_DEEP,4,n3,ADD,1/100,14,14,14,14,14,14,1,1,1,1,0,0,0,0,1,1,14,14,1,0,14,0,14,0,
18,SUB,,1,n0,SUB,1/4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
19,THETA,,2,n0,THETA,5/9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
19,THETA,,2,n1,THETA,10/9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,
20,NTHETA,HC_DEEP,5,n0,NTHETA,21/32,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
20,NTHETA,HC_DEEP,5,n1,NTHETA,9/8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
20,NTHETA,HC_DEEP,5,n2,NTHETA,7/8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
20,NTHETA,HC_DEEP,5,n3,NTHETA,147/128,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
20,NTHETA,HC_DEEP,5,n4,NTHETA,21/32,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
21,AGSE,HC_DEEP,6,n0,AGSE,1/3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
21,AGSE,HC_DEEP,6,n1,AGSE,1/2,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
21,AGSE,HC_DEEP,6,n2,AGSE,1/6,2,2,3,2,2,2,1,0,1,0,0,0,0,0,1,1,2,2,1,0,2,0,2,0,
21,AGSE,HC_DEEP,6,n3,AGSE,1/2,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
21,AGSE,HC_DEEP,6,n4,AGSE,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
21,AGSE,HC_DEEP,6,n5,AGSE,2,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
22,REDUCE,HC_DEEP,4,n0,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
22,REDUCE,HC_DEEP,4,n1,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
22,REDUCE,HC_DEEP,4,n2,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
22,REDUCE,HC_DEEP,4,n3,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
23,HC_NONINT,HC_NONINT,3,n0,HASH,15/64,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,0,1,0,2,1,
23,HC_NONINT,HC_NONINT,3,n1,AGSE,1/8,2,2,3,2,2,2,1,0,1,0,1,1,1,1,1,1,3,3,1,0,2,0,2,0,
23,HC_NONINT,HC_NONINT,3,n2,HASH,15/88,4,4,5,4,4,4,1,0,1,0,0,0,0,0,1,1,4,4,1,3,4,0,1,0,
24,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n0,AGSE,3/25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,1,0,
24,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n1,SHIFT,3/25,0,0,0,0,0,0,1,1,1,1,9,9,9,9,1,1,9,9,1,1,0,0,-1,0,
24,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n2,HASH,3/50,3,3,4,3,3,3,1,0,1,0,18,18,18,18,1,1,21,21,1,2,3,0,1,0,
24,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n3,SUB,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
24,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",5,n4,HASH,4/57,3,3,3,3,3,3,1,1,1,1,0,0,0,0,1,1,3,3,1,0,2,0,3,1,
25,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n0,PASS,147/1000,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n1,HASH,147/2000,1,1,3,1,1,2,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n2,AGSE,441/1000,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n3,AGSE,147/500,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
25,HC_INT,"HC_DEEP,HC_INT,HC_NONINT",5,n4,HASH,147/1490,4,4,4,4,4,4,1,1,1,1,0,0,0,0,1,1,4,4,1,0,3,0,4,1,
26,HC_SINGLE,HC_SINGLE,2,n0,SHIFT,2/5,0,0,0,0,0,0,1,1,1,1,3,3,3,3,1,1,3,3,1,0,0,0,0,0,
26,HC_SINGLE,HC_SINGLE,2,n1,REDUCE,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,REDUCE,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,SHIFT,2/5,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,AGSE,1/5,1,1,2,1,1,1,1,0,1,0,4,4,4,4,1,1,5,5,1,0,1,0,1,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,AGSE,2/5,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,HASH,2/15,2,2,4,2,2,3,1,0,1,0,6,6,6,6,1,1,8,8,1,2,2,0,0,0,
27,HC_DEEP,"HC_DEEP,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,HASH,1/6,5,5,6,5,5,5,1,0,1,0,5,5,5,5,1,1,10,10,1,2,5,0,3,0,
28,PASS,HC_DEEP,6,n0,PASS,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
28,PASS,HC_DEEP,6,n1,PASS,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
28,PASS,HC_DEEP,6,n2,PASS,2/5,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
28,PASS,HC_DEEP,6,n3,PASS,2/5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
28,PASS,HC_DEEP,6,n4,PASS,2/5,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
28,PASS,HC_DEEP,6,n5,PASS,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
29,SHIFT,,2,n0,SHIFT,5/8,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
29,SHIFT,,2,n1,SHIFT,5/8,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
30,HASH,HC_NONINT,1,n0,HASH,2/7,3,3,4,3,3,3,1,0,1,0,0,0,0,0,1,1,3,3,1,0,3,1,3,0,3
31,ADD,HC_DEEP,5,n0,ADD,1/16,1,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
31,ADD,HC_DEEP,5,n1,ADD,1/16,1,1,3,1,1,2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,
31,ADD,HC_DEEP,5,n2,ADD,1/16,1,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
31,ADD,HC_DEEP,5,n3,ADD,1/16,1,1,3,1,1,2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,
31,ADD,HC_DEEP,5,n4,ADD,1/16,1,1,4,1,1,3,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,
32,SUB,,3,n0,SUB,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
32,SUB,,3,n1,SUB,32/75,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
32,SUB,,3,n2,SUB,16/9,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
33,THETA,,1,n0,THETA,9/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
34,NTHETA,,2,n0,NTHETA,2/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
34,NTHETA,,2,n1,NTHETA,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
35,AGSE,HC_DEEP,6,n0,AGSE,3/4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
35,AGSE,HC_DEEP,6,n1,AGSE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
35,AGSE,HC_DEEP,6,n2,AGSE,1/4,3,3,4,3,3,3,1,0,1,0,3,3,3,3,1,1,6,6,1,0,3,0,3,0,
35,AGSE,HC_DEEP,6,n3,AGSE,3/4,1,1,2,1,1,1,1,0,1,0,2,2,2,2,1,1,3,3,1,1,1,0,0,0,
35,AGSE,HC_DEEP,6,n4,AGSE,3/4,1,1,3,1,1,2,1,0,1,0,3,3,3,3,1,1,4,4,1,1,1,0,0,0,
35,AGSE,HC_DEEP,6,n5,AGSE,3/2,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,-1,0,
36,REDUCE,,2,n0,REDUCE,2/3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
36,REDUCE,,2,n1,REDUCE,1/4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
37,HC_NONINT,HC_NONINT,3,n0,HASH,6/25,2,2,2,2,2,2,1,1,1,1,0,0,0,0,1,1,2,2,1,0,1,0,2,1,
37,HC_NONINT,HC_NONINT,3,n1,AGSE,4/3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,
37,HC_NONINT,HC_NONINT,3,n2,SUB,3/4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n0,SHIFT,1/100,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n1,SHIFT,1/100,0,0,0,0,0,0,1,1,1,1,6,6,6,6,1,1,6,6,1,0,0,0,0,0,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n2,HASH,1/200,1,1,2,1,1,1,1,0,1,0,11,11,11,11,1,1,12,12,1,0,1,0,1,0,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n3,HASH,1/108,13,13,14,13,13,13,1,0,1,0,6,6,6,6,1,1,19,19,1,0,13,0,13,0,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n4,PASS,1/200,1,1,3,1,1,2,1,0,1,0,11,11,11,11,1,1,12,12,1,1,1,0,0,0,
38,HC_SHIFT_UNDER_HASH,"HC_DEEP,HC_INT,HC_NONINT,HC_SHIFT_UNDER_HASH",6,n5,PASS,1/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
39,HC_INT,HC_INT,2,n0,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
39,HC_INT,HC_INT,2,n1,HASH,1/2,1,1,4,1,1,3,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1
40,HC_SINGLE,HC_SINGLE,3,n0,REDUCE,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
40,HC_SINGLE,HC_SINGLE,3,n1,PASS,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
40,HC_SINGLE,HC_SINGLE,3,n2,SHIFT,1,0,0,0,0,0,0,1,1,1,1,5,5,5,5,1,1,5,5,1,0,0,0,0,0,
41,HC_DEEP,"HC_DEEP,HC_INT",4,n0,REDUCE,1/16,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
41,HC_DEEP,"HC_DEEP,HC_INT",4,n1,HASH,1/18,1,1,2,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
41,HC_DEEP,"HC_DEEP,HC_INT",4,n2,SHIFT,1/16,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
41,HC_DEEP,"HC_DEEP,HC_INT",4,n3,NTHETA,1/9,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,-1,0,
42,PASS,"HC_DEEP,HC_SINGLE",5,n0,PASS,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
42,PASS,"HC_DEEP,HC_SINGLE",5,n1,PASS,4/25,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
42,PASS,"HC_DEEP,HC_SINGLE",5,n2,PASS,4/25,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
42,PASS,"HC_DEEP,HC_SINGLE",5,n3,PASS,4/25,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
42,PASS,"HC_DEEP,HC_SINGLE",5,n4,PASS,4/25,0,0,3,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
43,SHIFT,,2,n0,SHIFT,1/10,0,0,0,0,0,0,1,1,1,1,8,8,8,8,1,1,8,8,1,0,0,0,0,0,
43,SHIFT,,2,n1,SHIFT,1/2,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,
44,HASH,HC_NONINT,1,n0,HASH,1/21,4,4,5,4,4,4,1,0,1,0,0,0,0,0,1,1,4,4,1,0,4,1,4,0,4
45,ADD,,1,n0,ADD,3/10,3,3,3,3,3,3,1,1,1,1,0,0,0,0,1,1,3,3,1,0,3,0,3,0,
46,SUB,,3,n0,SUB,5/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
46,SUB,,3,n1,SUB,20/3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
46,SUB,,3,n2,SUB,5/8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,
47,THETA,,2,n0,THETA,4/3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,
