plan,stratum,consumer,kind,child,child_declared,needed,provided,deficit
41,HC_DEEP,n0,NTHETA,s2,1,2,4,-2
41,HC_DEEP,n1,SUB,s2,1,3,4,-1
41,HC_DEEP,n2,SUB,s0,1,5,5,0
41,HC_DEEP,n3,SUB,n1,0,2,2,0
41,HC_DEEP,n4,ADD,s1,1,6,6,0
41,HC_DEEP,n4,ADD,n1,0,2,2,0
41,HC_DEEP,n5,SHIFT,n4,0,1,4,-3
43,SHIFT,n0,SHIFT,s0,1,2,9,-7
43,SHIFT,n1,SHIFT,s0,1,9,9,0
43,SHIFT,n2,SHIFT,s0,1,9,9,0
44,HASH,n0,HASH,s0,1,1,4,-3
44,HASH,n0,HASH,s1,1,40,42,-2
45,ADD,n0,ADD,s2,1,3,3,0
45,ADD,n0,ADD,s1,1,7,7,0
46,SUB,n0,SUB,s0,1,5,5,0
47,THETA,n0,THETA,s1,1,2,4,-2
47,THETA,n1,THETA,n0,0,2,4,-2
48,NTHETA,n0,NTHETA,s0,1,2,4,-2
48,NTHETA,n1,NTHETA,s0,1,2,4,-2
49,AGSE,n0,AGSE,s1,1,6,5,1
49,AGSE,n1,AGSE,n0,0,2,2,0
51,HC_NONINT,n1,HASH,n0,0,1,4,-3
51,HC_NONINT,n1,HASH,s0,1,3,5,-2
51,HC_NONINT,n2,SHIFT,n0,0,4,4,0
51,HC_NONINT,n4,AGSE,n2,0,2,2,0
52,HC_SHIFT_UNDER_HASH,n0,SHIFT,s1,1,2,4,-2
52,HC_SHIFT_UNDER_HASH,n1,SHIFT,n0,0,9,9,0
52,HC_SHIFT_UNDER_HASH,n3,AGSE,n1,0,2,4,-2
52,HC_SHIFT_UNDER_HASH,n4,AGSE,s0,1,4,3,1
52,HC_SHIFT_UNDER_HASH,n5,HASH,s1,1,1,4,-3
52,HC_SHIFT_UNDER_HASH,n5,HASH,n1,0,1,4,-3
53,HC_INT,n0,HASH,s0,1,1,4,-3
53,HC_INT,n0,HASH,s1,1,1,4,-3
53,HC_INT,n2,HASH,s1,1,1,4,-3
53,HC_INT,n2,HASH,s0,1,2,4,-2
55,HC_DEEP,n0,ADD,s0,1,12,12,0
55,HC_DEEP,n0,ADD,s1,1,3,4,-1
55,HC_DEEP,n2,ADD,s2,1,3,3,0
55,HC_DEEP,n2,ADD,n1,0,1,1,0
55,HC_DEEP,n3,AGSE,s0,1,5,12,-7
55,HC_DEEP,n4,SHIFT,s1,1,4,4,0
57,SHIFT,n0,SHIFT,s1,1,3,3,0
57,SHIFT,n1,SHIFT,n0,0,3,3,0
57,SHIFT,n2,SHIFT,n1,0,9,9,0
57,SHIFT,n3,SHIFT,n0,0,3,3,0
58,HASH,n0,HASH,s0,1,1,4,-3
58,HASH,n0,HASH,s1,1,13,15,-2
58,HASH,n1,HASH,s0,1,1,4,-3
58,HASH,n1,HASH,n0,0,1,4,-3
58,HASH,n2,HASH,n1,0,2,4,-2
58,HASH,n2,HASH,s2,1,2,4,-2
58,HASH,n3,HASH,s1,1,12,15,-3
58,HASH,n3,HASH,n1,0,2,4,-2
58,HASH,n4,HASH,s2,1,1,4,-3
58,HASH,n4,HASH,n1,0,2,4,-2
59,ADD,n0,ADD,s1,1,3,3,0
59,ADD,n0,ADD,s0,1,10,10,0
59,ADD,n1,ADD,s1,1,3,3,0
59,ADD,n1,ADD,n0,0,1,1,0
59,ADD,n2,ADD,n1,0,1,1,0
59,ADD,n2,ADD,s1,1,3,3,0
60,SUB,n0,SUB,s2,1,4,4,0
60,SUB,n1,SUB,n0,0,3,1,2
60,SUB,n2,SUB,s1,1,5,5,0
60,SUB,n3,SUB,n2,0,2,1,1
61,THETA,n0,THETA,s1,1,2,4,-2
61,THETA,n1,THETA,n0,0,1,4,-3
61,THETA,n2,THETA,s0,1,2,4,-2
61,THETA,n3,THETA,s1,1,2,4,-2
61,THETA,n4,THETA,s1,1,2,4,-2
61,THETA,n5,THETA,n0,0,3,4,-1
62,NTHETA,n0,NTHETA,s0,1,2,4,-2
62,NTHETA,n1,NTHETA,s2,1,3,4,-1
62,NTHETA,n2,NTHETA,s2,1,2,4,-2
62,NTHETA,n3,NTHETA,n2,0,2,4,-2
62,NTHETA,n4,NTHETA,n1,0,2,4,-2
62,NTHETA,n5,NTHETA,n4,0,2,4,-2
63,AGSE,n0,AGSE,s0,1,7,7,0
63,AGSE,n1,AGSE,s0,1,8,7,1
63,AGSE,n2,AGSE,s0,1,6,7,-1
65,HC_NONINT,n0,HASH,s0,1,1,4,-3
65,HC_NONINT,n0,HASH,s1,1,4,5,-1
65,HC_NONINT,n1,SHIFT,s1,1,2,5,-3
65,HC_NONINT,n2,HASH,s1,1,2,5,-3
65,HC_NONINT,n2,HASH,s0,1,1,4,-3
66,HC_SHIFT_UNDER_HASH,n0,SHIFT,s1,1,4,4,0
66,HC_SHIFT_UNDER_HASH,n1,HASH,s1,1,1,4,-3
66,HC_SHIFT_UNDER_HASH,n1,HASH,n0,0,1,4,-3
66,HC_SHIFT_UNDER_HASH,n3,AGSE,s0,1,5,4,1
67,HC_INT,n0,AGSE,s0,1,5,4,1
67,HC_INT,n1,SUB,s1,1,3,4,-1
67,HC_INT,n3,HASH,s1,1,1,4,-3
67,HC_INT,n3,HASH,n1,0,1,4,-3
69,HC_DEEP,n0,SUB,s0,1,4,5,-1
69,HC_DEEP,n2,ADD,s0,1,5,5,0
69,HC_DEEP,n2,ADD,n0,0,2,2,0
69,HC_DEEP,n4,NTHETA,n2,0,2,4,-2
71,SHIFT,n0,SHIFT,s0,1,4,4,0
72,HASH,n0,HASH,s0,1,2,4,-2
72,HASH,n0,HASH,s1,1,1,4,-3
72,HASH,n1,HASH,s2,1,1,4,-3
72,HASH,n1,HASH,s0,1,1,4,-3
72,HASH,n2,HASH,n0,0,2,4,-2
72,HASH,n2,HASH,s1,1,1,4,-3
73,ADD,n0,ADD,s1,1,9,9,0
73,ADD,n0,ADD,s0,1,4,4,0
74,SUB,n0,SUB,s2,1,4,5,-1
74,SUB,n1,SUB,s1,1,4,4,0
74,SUB,n2,SUB,s2,1,5,5,0
74,SUB,n3,SUB,n0,0,2,1,1
74,SUB,n4,SUB,n1,0,2,1,1
74,SUB,n5,SUB,n4,0,1,1,0
75,THETA,n0,THETA,s0,1,2,4,-2
75,THETA,n1,THETA,n0,0,1,4,-3
75,THETA,n2,THETA,s0,1,2,4,-2
75,THETA,n3,THETA,n1,0,3,4,-1
75,THETA,n4,THETA,n2,0,3,5,-2
75,THETA,n5,THETA,n4,0,2,4,-2
76,NTHETA,n0,NTHETA,s0,1,2,4,-2
77,AGSE,n0,AGSE,s2,1,4,3,1
77,AGSE,n1,AGSE,s2,1,4,3,1
77,AGSE,n2,AGSE,n0,0,2,2,0
79,HC_NONINT,n0,SHIFT,s0,1,2,4,-2
79,HC_NONINT,n1,SHIFT,s2,1,2,4,-2
79,HC_NONINT,n2,HASH,s2,1,1,4,-3
79,HC_NONINT,n2,HASH,s0,1,3,4,-1
79,HC_NONINT,n3,SUB,s0,1,4,4,0
79,HC_NONINT,n4,HASH,s1,1,1,4,-3
79,HC_NONINT,n4,HASH,s0,1,1,4,-3
80,HC_SHIFT_UNDER_HASH,n0,SHIFT,s1,1,3,8,-5
80,HC_SHIFT_UNDER_HASH,n1,HASH,n0,0,6,8,-2
80,HC_SHIFT_UNDER_HASH,n1,HASH,s0,1,1,5,-4
80,HC_SHIFT_UNDER_HASH,n2,HASH,n1,0,2,4,-2
80,HC_SHIFT_UNDER_HASH,n2,HASH,s2,1,3,5,-2
80,HC_SHIFT_UNDER_HASH,n3,HASH,s1,1,5,8,-3
80,HC_SHIFT_UNDER_HASH,n3,HASH,n1,0,2,4,-2
80,HC_SHIFT_UNDER_HASH,n4,SUB,n1,0,2,4,-2
80,HC_SHIFT_UNDER_HASH,n5,AGSE,s0,1,6,5,1
81,HC_INT,n0,SHIFT,s0,1,2,4,-2
81,HC_INT,n1,HASH,s0,1,1,4,-3
81,HC_INT,n1,HASH,n0,0,1,9,-8
81,HC_INT,n2,SUB,n0,0,2,9,-7
81,HC_INT,n4,AGSE,n1,0,4,4,0
81,HC_INT,n5,SHIFT,n0,0,9,9,0
82,HC_SINGLE,n2,SHIFT,s2,1,3,3,0
83,HC_DEEP,n0,NTHETA,s0,1,3,4,-1
83,HC_DEEP,n1,HASH,s0,1,1,4,-3
83,HC_DEEP,n1,HASH,n0,0,1,4,-3
83,HC_DEEP,n3,ADD,s1,1,3,3,0
83,HC_DEEP,n3,ADD,n1,0,1,1,0
83,HC_DEEP,n4,SUB,n3,0,3,2,1
83,HC_DEEP,n5,NTHETA,n0,0,2,4,-2
85,SHIFT,n0,SHIFT,s0,1,9,9,0
85,SHIFT,n1,SHIFT,n0,0,2,2,0
86,HASH,n0,HASH,s0,1,1,4,-3
86,HASH,n0,HASH,s1,1,10,12,-2
86,HASH,n1,HASH,s0,1,1,4,-3
86,HASH,n1,HASH,s1,1,10,12,-2
86,HASH,n2,HASH,s0,1,1,4,-3
86,HASH,n2,HASH,n0,0,1,4,-3
87,ADD,n0,ADD,s0,1,4,4,0
87,ADD,n0,ADD,s1,1,8,8,0
88,SUB,n0,SUB,s0,1,3,4,-1
88,SUB,n1,SUB,s0,1,4,4,0
88,SUB,n2,SUB,n1,0,3,1,2
88,SUB,n3,SUB,s0,1,3,4,-1
88,SUB,n4,SUB,n2,0,2,1,1
88,SUB,n5,SUB,n4,0,4,1,3
89,THETA,n0,THETA,s1,1,2,4,-2
89,THETA,n1,THETA,n0,0,3,5,-2
89,THETA,n2,THETA,n1,0,1,4,-3
89,THETA,n3,THETA,s1,1,2,4,-2
90,NTHETA,n0,NTHETA,s0,1,3,4,-1
90,NTHETA,n1,NTHETA,n0,0,2,4,-2
90,NTHETA,n2,NTHETA,n1,0,2,4,-2
90,NTHETA,n3,NTHETA,s1,1,2,4,-2
91,AGSE,n0,AGSE,s0,1,6,5,1
93,HC_NONINT,n0,SHIFT,s1,1,6,6,0
93,HC_NONINT,n1,HASH,s0,1,2,4,-2
93,HC_NONINT,n1,HASH,n0,0,1,4,-3
93,HC_NONINT,n2,SHIFT,n1,0,1,2,-1
93,HC_NONINT,n3,SUB,s0,1,3,4,-1
93,HC_NONINT,n4,AGSE,s1,1,4,6,-2
94,HC_SHIFT_UNDER_HASH,n0,SHIFT,s0,1,4,4,0
94,HC_SHIFT_UNDER_HASH,n1,HASH,s0,1,1,4,-3
94,HC_SHIFT_UNDER_HASH,n1,HASH,n0,0,1,4,-3
94,HC_SHIFT_UNDER_HASH,n2,HASH,n1,0,1,4,-3
94,HC_SHIFT_UNDER_HASH,n2,HASH,n0,0,1,4,-3
94,HC_SHIFT_UNDER_HASH,n4,HASH,n2,0,1,4,-3
94,HC_SHIFT_UNDER_HASH,n4,HASH,n0,0,2,4,-2
95,HC_INT,n0,HASH,s1,1,1,4,-3
95,HC_INT,n0,HASH,s0,1,1,4,-3
96,HC_SINGLE,n1,AGSE,s0,1,3,2,1
97,HC_DEEP,n0,NTHETA,s1,1,2,4,-2
97,HC_DEEP,n2,ADD,n0,0,1,1,0
97,HC_DEEP,n2,ADD,n1,0,1,2,-1
97,HC_DEEP,n3,AGSE,n1,0,2,2,0
99,SHIFT,n0,SHIFT,s2,1,2,2,0
99,SHIFT,n1,SHIFT,s1,1,4,4,0
99,SHIFT,n2,SHIFT,n1,0,6,6,0
99,SHIFT,n3,SHIFT,n2,0,4,4,0
100,HASH,n0,HASH,s0,1,1,4,-3
100,HASH,n0,HASH,s1,1,2,4,-2
100,HASH,n1,HASH,s0,1,1,4,-3
100,HASH,n1,HASH,n0,0,2,4,-2
100,HASH,n2,HASH,n0,0,1,4,-3
100,HASH,n2,HASH,n1,0,2,4,-2
100,HASH,n3,HASH,n2,0,1,4,-3
100,HASH,n3,HASH,s0,1,3,4,-1
100,HASH,n4,HASH,s1,1,1,4,-3
100,HASH,n4,HASH,n2,0,2,4,-2
101,ADD,n0,ADD,s0,1,6,6,0
101,ADD,n0,ADD,s2,1,4,4,0
101,ADD,n1,ADD,n0,0,1,1,0
101,ADD,n1,ADD,s2,1,4,4,0
102,SUB,n0,SUB,s0,1,4,5,-1
102,SUB,n1,SUB,s0,1,5,5,0
102,SUB,n2,SUB,s1,1,4,4,0
102,SUB,n3,SUB,s1,1,3,4,-1
102,SUB,n4,SUB,s0,1,5,5,0
102,SUB,n5,SUB,n2,0,2,1,1
103,THETA,n0,THETA,s1,1,2,4,-2
103,THETA,n1,THETA,n0,0,3,4,-1
103,THETA,n2,THETA,n1,0,3,4,-1
104,NTHETA,n0,NTHETA,s0,1,2,4,-2
104,NTHETA,n1,NTHETA,s0,1,2,4,-2
104,NTHETA,n2,NTHETA,n1,0,2,4,-2
105,AGSE,n0,AGSE,s0,1,4,3,1
105,AGSE,n1,AGSE,n0,0,3,3,0
105,AGSE,n2,AGSE,n0,0,3,3,0
105,AGSE,n3,AGSE,n2,0,1,1,0
107,HC_NONINT,n0,SUB,s1,1,3,4,-1
107,HC_NONINT,n1,SUB,s0,1,4,4,0
107,HC_NONINT,n2,SUB,n0,0,3,1,2
107,HC_NONINT,n4,HASH,s1,1,2,4,-2
107,HC_NONINT,n4,HASH,s0,1,1,4,-3
107,HC_NONINT,n5,HASH,n2,0,2,4,-2
107,HC_NONINT,n5,HASH,s0,1,1,4,-3
108,HC_SHIFT_UNDER_HASH,n0,AGSE,s1,1,5,9,-4
108,HC_SHIFT_UNDER_HASH,n1,SHIFT,s1,1,2,9,-7
108,HC_SHIFT_UNDER_HASH,n2,HASH,s1,1,1,9,-8
108,HC_SHIFT_UNDER_HASH,n2,HASH,n1,0,1,4,-3
108,HC_SHIFT_UNDER_HASH,n3,SHIFT,n2,0,2,3,-1
108,HC_SHIFT_UNDER_HASH,n4,SHIFT,s1,1,9,9,0
109,HC_INT,n1,SUB,n0,0,1,1,0
109,HC_INT,n2,SHIFT,s0,1,2,4,-2
109,HC_INT,n3,HASH,s0,1,1,4,-3
109,HC_INT,n3,HASH,n2,0,1,4,-3
109,HC_INT,n4,HASH,s2,1,1,4,-3
109,HC_INT,n4,HASH,n1,0,4,5,-1
110,HC_SINGLE,n0,SHIFT,s1,1,2,2,0
111,HC_DEEP,n0,THETA,s1,1,2,4,-2
111,HC_DEEP,n1,SHIFT,s1,1,2,4,-2
111,HC_DEEP,n2,NTHETA,s0,1,2,4,-2
111,HC_DEEP,n3,SHIFT,n2,0,3,3,0
113,SHIFT,n0,SHIFT,s0,1,4,4,0
114,HASH,n0,HASH,s2,1,1,4,-3
114,HASH,n0,HASH,s1,1,2,4,-2
114,HASH,n1,HASH,s2,1,1,4,-3
114,HASH,n1,HASH,s0,1,4,6,-2
114,HASH,n2,HASH,s2,1,1,4,-3
114,HASH,n2,HASH,s0,1,4,6,-2
114,HASH,n3,HASH,n2,0,1,4,-3
114,HASH,n3,HASH,s0,1,5,6,-1
114,HASH,n4,HASH,n0,0,2,4,-2
114,HASH,n4,HASH,s2,1,2,4,-2
115,ADD,n0,ADD,s1,1,8,8,0
115,ADD,n0,ADD,s0,1,3,3,0
115,ADD,n1,ADD,n0,0,1,1,0
115,ADD,n1,ADD,s1,1,8,8,0
116,SUB,n0,SUB,s1,1,4,4,0
116,SUB,n1,SUB,n0,0,1,1,0
117,THETA,n0,THETA,s0,1,2,4,-2
117,THETA,n1,THETA,s0,1,2,4,-2
117,THETA,n2,THETA,n0,0,1,4,-3
118,NTHETA,n0,NTHETA,s0,1,2,4,-2
119,AGSE,n0,AGSE,s1,1,4,3,1
119,AGSE,n1,AGSE,s1,1,4,3,1
119,AGSE,n2,AGSE,s0,1,4,3,1
119,AGSE,n3,AGSE,s1,1,4,3,1
121,HC_NONINT,n0,SHIFT,s0,1,6,6,0
121,HC_NONINT,n2,HASH,s0,1,1,6,-5
121,HC_NONINT,n2,HASH,n1,0,1,4,-3
121,HC_NONINT,n3,HASH,n2,0,1,4,-3
121,HC_NONINT,n3,HASH,n1,0,2,4,-2
121,HC_NONINT,n4,SHIFT,s1,1,3,3,0
121,HC_NONINT,n5,HASH,n2,0,1,4,-3
121,HC_NONINT,n5,HASH,n3,0,1,4,-3
122,HC_SHIFT_UNDER_HASH,n0,SHIFT,s0,1,2,4,-2
122,HC_SHIFT_UNDER_HASH,n1,SUB,n0,0,1,4,-3
122,HC_SHIFT_UNDER_HASH,n2,HASH,s0,1,1,4,-3
122,HC_SHIFT_UNDER_HASH,n2,HASH,n0,0,1,4,-3
122,HC_SHIFT_UNDER_HASH,n3,AGSE,n0,0,2,4,-2
122,HC_SHIFT_UNDER_HASH,n4,HASH,n2,0,1,4,-3
122,HC_SHIFT_UNDER_HASH,n4,HASH,s0,1,2,4,-2
123,HC_INT,n0,AGSE,s2,1,4,3,1
123,HC_INT,n1,SHIFT,n0,0,2,9,-7
123,HC_INT,n2,SHIFT,n0,0,9,9,0
123,HC_INT,n3,HASH,n1,0,1,4,-3
123,HC_INT,n3,HASH,n2,0,1,4,-3
125,HC_DEEP,n1,HASH,s1,1,1,4,-3
125,HC_DEEP,n1,HASH,s2,1,3,4,-1
125,HC_DEEP,n2,AGSE,s1,1,4,4,0
125,HC_DEEP,n3,HASH,s0,1,2,4,-2
125,HC_DEEP,n3,HASH,s1,1,1,4,-3
125,HC_DEEP,n4,AGSE,s0,1,4,4,0
127,SHIFT,n0,SHIFT,s2,1,4,4,0
127,SHIFT,n1,SHIFT,s0,1,4,6,-2
127,SHIFT,n2,SHIFT,s0,1,6,6,0
127,SHIFT,n3,SHIFT,n2,0,9,9,0
127,SHIFT,n4,SHIFT,s1,1,9,9,0
127,SHIFT,n5,SHIFT,n1,0,3,3,0
128,HASH,n0,HASH,s0,1,1,4,-3
128,HASH,n0,HASH,s2,1,2,5,-3
128,HASH,n1,HASH,n0,0,1,4,-3
128,HASH,n1,HASH,s2,1,3,5,-2
128,HASH,n2,HASH,n1,0,1,4,-3
128,HASH,n2,HASH,s1,1,3,4,-1
128,HASH,n3,HASH,s1,1,1,4,-3
128,HASH,n3,HASH,s2,1,2,5,-3
128,HASH,n4,HASH,n1,0,2,4,-2
128,HASH,n4,HASH,s2,1,3,5,-2
129,ADD,n0,ADD,s0,1,4,4,0
129,ADD,n0,ADD,s1,1,4,4,0
129,ADD,n1,ADD,n0,0,1,1,0
129,ADD,n1,ADD,s1,1,4,4,0
129,ADD,n2,ADD,s0,1,4,4,0
129,ADD,n2,ADD,s1,1,4,4,0
129,ADD,n3,ADD,n0,0,1,1,0
129,ADD,n3,ADD,s1,1,4,4,0
130,SUB,n0,SUB,s1,1,3,4,-1
130,SUB,n1,SUB,n0,0,3,1,2
130,SUB,n2,SUB,s1,1,4,4,0
130,SUB,n3,SUB,s1,1,4,4,0
130,SUB,n4,SUB,s1,1,4,4,0
131,THETA,n0,THETA,s0,1,2,4,-2
131,THETA,n1,THETA,s0,1,2,4,-2
131,THETA,n2,THETA,n1,0,2,4,-2
131,THETA,n3,THETA,n0,0,2,4,-2
132,NTHETA,n0,NTHETA,s0,1,2,4,-2
132,NTHETA,n1,NTHETA,s0,1,2,4,-2
132,NTHETA,n2,NTHETA,n1,0,2,4,-2
133,AGSE,n0,AGSE,s2,1,8,7,1
133,AGSE,n1,AGSE,s0,1,4,3,1
133,AGSE,n2,AGSE,s1,1,7,6,1
