ts_epoch,load1,mem_used_kb,temp_mC
1785492501,0.50,280224,39920
1785492502,0.50,318492,39920
1785492503,0.46,316868,40407
1785492504,0.46,317272,39920
1785492505,0.46,318280,40407
1785492506,0.46,318784,41868
1785492507,0.46,316892,40894
1785492508,0.66,318772,40407
1785492509,0.66,315600,39920
1785492510,0.66,314456,41381
1785492512,0.66,312436,40407
1785492513,0.69,311296,41868
1785492514,0.69,309044,40407
1785492515,0.69,302436,41381
1785492516,0.69,302308,41381
1785492517,0.69,311612,41868
1785492518,1.03,304504,41868
1785492519,1.03,312920,41868
1785492520,1.03,313132,42842
1785492521,1.03,299396,42355
1785492522,1.03,309828,41381
1785492523,1.03,307792,40894
1785492524,1.03,307368,40894
1785492525,1.03,305644,41868
1785492526,1.03,304232,41381
1785492527,1.03,301360,41381
1785492528,1.03,307000,41381
1785492529,1.03,306044,40894
1785492530,1.03,306664,41868
1785492531,1.03,305656,41381
1785492532,1.03,304552,42842
1785492533,1.19,302660,42355
1785492534,1.19,289160,41868
1785492536,1.19,300616,40894
1785492537,1.19,305412,42355
1785492538,1.25,305464,40407
1785492539,1.25,304220,42355
1785492540,1.25,303384,40894
1785492541,1.25,298624,42355
1785492542,1.25,306020,41868
1785492543,1.31,304780,41868
1785492544,1.31,303772,41868
1785492545,1.31,303328,41868
1785492546,1.31,302208,41381
1785492547,1.31,301564,42355
1785492548,1.45,291880,41868
1785492549,1.45,291708,40894
1785492550,1.45,297492,41868
1785492551,1.45,298232,40894
1785492552,1.45,298008,42842
1785492553,1.57,297248,42355
1785492554,1.57,301416,41868
1785492555,1.57,300192,42842
1785492556,1.57,302244,40894
1785492557,1.57,302256,42355
1785492558,1.61,301084,42355
1785492560,1.61,301000,41868
1785492561,1.61,297492,41868
1785492562,1.61,305860,41868
1785492563,1.64,304280,41868
1785492564,1.64,306368,41868
1785492565,1.64,305712,41381
1785492566,1.64,304708,41868
1785492567,1.64,294872,41868
1785492568,1.67,308224,41868
1785492569,1.67,307292,41868
1785492570,1.67,305620,41868
1785492571,1.67,304964,42842
1785492572,1.67,304224,42842
1785492573,1.61,302904,41868
1785492574,1.61,306124,40894
1785492575,1.61,302672,42355
1785492576,1.61,304708,42842
1785492577,1.61,304448,41381
1785492578,1.56,303572,42842
1785492579,1.56,314588,44303
1785492580,1.56,312668,43329
1785492581,1.56,320340,42355
1785492582,1.56,317120,42842
1785492584,1.60,317144,42842
1785492585,1.60,314988,41868
1785492586,1.60,313568,42355
1785492587,1.60,299088,42355
1785492588,1.47,309188,42355
1785492589,1.47,307024,41868
1785492590,1.47,311720,41381
1785492591,1.47,308964,41868
1785492592,1.47,308176,43329
1785492593,1.59,305280,43329
1785492594,1.59,302496,42355
1785492595,1.59,302688,42355
1785492596,1.59,303008,41868
1785492597,1.59,302252,42355
1785492598,1.63,301628,41868
1785492599,1.63,300048,41868
1785492600,1.63,292268,41381
1785492601,1.63,296700,42842
1785492602,1.63,298672,41381
1785492603,1.90,299168,42355
1785492604,1.90,298984,42355
1785492605,1.90,298992,41381
1785492607,1.90,289096,41868
1785492608,1.82,302336,40894
1785492609,1.82,301188,42355
1785492610,1.82,305120,41868
1785492611,1.82,303468,41868
1785492612,1.82,302872,42355
1785492613,1.84,302256,42842
1785492614,1.84,328104,43816
1785492615,1.84,351168,42355
1785492616,1.84,337404,42842
1785492617,1.84,334784,42842
1785492618,1.69,330484,41868
1785492619,1.69,327072,42355
1785492620,1.69,319376,42842
1785492621,1.69,317476,42355
1785492622,1.69,316284,41868
1785492623,1.64,314084,41381
1785492624,1.64,311560,42842
1785492625,1.64,310152,43329
1785492626,1.64,291080,41868
1785492627,1.64,301244,43329
1785492628,1.50,301028,41868
1785492629,1.50,303260,41868
1785492631,1.50,302220,42355
1785492632,1.50,301808,42355
1785492633,1.54,289240,40894
1785492634,1.54,300496,42355
1785492635,1.54,300000,41868
1785492636,1.54,301000,41381
1785492637,1.54,300556,42842
1785492638,1.50,300060,42842
1785492639,1.50,299720,42842
1785492640,1.50,303620,42842
1785492641,1.50,303152,41868
1785492642,1.50,325532,41868
1785492643,1.78,310772,43816
1785492644,1.78,311016,43329
1785492645,1.78,310912,43329
1785492646,1.78,306768,42842
1785492647,1.78,314640,42355
1785492648,1.80,312064,41381
1785492649,1.80,311972,42355
1785492650,1.80,307664,41868
1785492651,1.80,306228,41868
1785492652,1.80,301688,42842
1785492653,1.73,307724,42842
1785492655,1.73,306200,41868
1785492656,1.73,308824,42842
1785492657,1.73,307780,43329
1785492658,1.76,306604,43329
1785492659,1.76,305692,42842
1785492660,1.76,307520,41868
1785492661,1.76,306288,43329
1785492662,1.76,306660,42355
1785492663,2.18,306076,41868
1785492664,2.18,305008,42842
1785492665,2.18,302968,41868
1785492666,2.18,301556,42842
1785492667,2.18,300180,41381
1785492668,2.00,301224,41868
1785492669,2.00,301736,42355
1785492670,2.00,299484,41381
1785492671,2.00,298512,42355
1785492672,2.00,292280,42355
1785492673,2.08,300360,42355
1785492674,2.08,299840,40894
1785492675,2.08,300236,41381
1785492676,2.08,300384,41868
1785492677,2.08,300236,42355
1785492679,2.08,287676,43329
1785492680,2.08,297320,41868
1785492681,2.08,297312,41868
